text,language,label,lingua_label,confidence,needs_review,filter_note,llm_language,label_source,_has_kz,_has_ru_cyr
Астана растет и укрепляется теперь и безопасность усилили  правильно говорят тыныштық болса бәрі болады,mixed,,mixed,1.0,False,,kz,manual,True,True
"Пусть договорятся уже, соғыс ұзаққа созылып кетті",mixed,,mixed,1.0,False,,kz,manual,True,True
"В такую погоду МЧС-қа сенім артамыз, қауіпсіздікке мән берген дұрыс",mixed,,mixed,1.0,False,,kz,manual,True,True
"Видно, табиғатпен жұмыс істеу керек, қауіпсіздік жағы да маңызды ғой",mixed,,mixed,1.0,False,,kz,manual,True,True
"Интересно, медведь даже в акиматқа келіп жүр екен",mixed,,mixed,1.0,False,,kz,manual,True,True
"Красавчик, мотивация реально бар екен жастарға",mixed,,mixed,1.0,False,,kz,manual,True,True
"Молодец, набираться тәжірибе осылай басталады екен",mixed,,mixed,1.0,False,,kz,manual,True,True
"Бывает, жауын құйса осылай болады, тиісті қызметтер қарап жатыр",mixed,,mixed,1.0,False,,kz,manual,True,True
"Ремонт нужен, потом жол дұрысталады",mixed,,mixed,1.0,False,,kz,manual,True,True
Налогка норм  тиын түсетін болды го,mixed,,mixed,1.0,False,,kz,manual,True,True
"Огонь, МЧС бәрін бақылап отыр ғой",mixed,,mixed,1.0,False,,kz,manual,True,True
"Красавчик вообще, өзіміздің жігіттер жарап жатыр",mixed,,mixed,1.0,False,,kz,manual,True,True
"Молодец Расул, на финалдық жекпе-жекте мінез көрсетті",mixed,,mixed,1.0,False,,kz,manual,True,True
"Правильно делают, зимаға сақ болу керек",mixed,,mixed,1.0,False,,kz,manual,True,True
"Занимаются делом, деньги қайтарылса жақсы екен",mixed,,mixed,1.0,False,,kz,manual,True,True
"Правильно, что прикрыли такую сеть, молодёқты да, елді де қорғайды",mixed,,mixed,1.0,False,,kz,manual,True,True
"Правильно сделали, это біздің елге керек емес нәрсе",mixed,,mixed,1.0,False,,kz,manual,True,True
"Наконец-то прямой канал на Европу будет, айти саласына жақсы серпін береді",mixed,,mixed,1.0,False,,kz,manual,True,True
"Вовремя решили, горы и так тыныс алмай жүр еді",mixed,,mixed,1.0,False,,kz,manual,True,True
"Правильно, что сразу вернули назад, стандарттан шықпаған өнім өтпеуі керек",mixed,,mixed,1.0,False,,kz,manual,True,True
Короче шыдаңдар қымбаттай береді деген сияқты ғой,mixed,,mixed,1.0,False,,kz,manual,True,True
"Рынок прозрачнее болады, ұсақ бизнеске де жеңілдік болады екен",mixed,,mixed,1.0,False,,kz,manual,True,True
Такие кездесулер әрдайым елге плюс болады,mixed,,mixed,1.0,False,,kz,manual,True,True
Как говорится: Қырғыз қазақ бір туған.,mixed,,mixed,1.0,False,,kz,manual,True,True
"Интересно, вулкан шестьсот лет тыныш тұрған екен ғой",mixed,,mixed,1.0,False,,kz,manual,True,True
"Контроль күшейіпті, бәрін қадағалап отыр ғой",mixed,,mixed,1.0,False,,kz,manual,True,True
"Опыт есть, атомды түсінеді, жарайды",mixed,,mixed,1.0,False,,kz,manual,True,True
"Актуальная штука, дезинформация қаптап кетті ғой",mixed,,mixed,1.0,False,,kz,manual,True,True
"Оперативно среагировали, порядок сақтау керек қой",mixed,,mixed,1.0,False,,kz,manual,True,True
"Влияет серьезно, доллар бәрібір өз дегенін істеп тұр ғой",mixed,,mixed,1.0,False,,kz,manual,True,True
Хорошие новости! Қазақ түрік бір туған!,mixed,,mixed,1.0,False,,kz,manual,True,True
"Активность есть, но просрочка тоже өсіп жатыр — осы жағына назар аудару керек сияқты",mixed,,mixed,1.0,False,,kz,manual,True,True
"Взялись серьезно, енді жауап болады",mixed,,mixed,1.0,False,,kz,manual,True,True
"Турецкие инвесторы реально двигают, больницы керек бізге, плюс транзиттен пайда болады",mixed,,mixed,1.0,False,,kz,manual,True,True
Молодец ! Жақсы адамға рахмет!,mixed,,mixed,1.0,False,,kz,manual,True,True
"Хорошо сработали и рыбак, и спасатели, бәрі аман шықты ғой",mixed,,mixed,1.0,False,,kz,manual,True,True
"Молодец Бублик, финалға шыққаны қуантады",mixed,,mixed,1.0,False,,kz,manual,True,True
"Люди ищут варианты, инвестиция мен бизнес үшін шетелге ақша аударудың жолы көбейіп тұр",mixed,,mixed,1.0,False,,kz,manual,True,True
"Жалко людей, соғыс ешкімге керек емес",mixed,,mixed,1.0,False,,kz,manual,True,True
Для нас Корея технология мен инвестиция жағынан маңызды партнер ғой,mixed,,mixed,1.0,False,,kz,manual,True,True
"Без обновления труб опять қыста проблема болар еді, дұрыс жасап жатыр",mixed,,mixed,1.0,False,,kz,manual,True,True
"Летом да, вакансий вроде меньше, но все равно шанс бар, қарап көру керек",mixed,,mixed,1.0,False,,kz,manual,True,True
"Реконструкция давно нужна была, потом быстрее өтеді бәрі",mixed,,mixed,1.0,False,,kz,manual,True,True
"Бдительнее болу керек екен, Нацбанк бақылап отыр",mixed,,mixed,1.0,False,,kz,manual,True,True
"Усиление такого сотрудничества логистику реально көтереді, транзитке жақсы әсер етеді",mixed,,mixed,1.0,False,,kz,manual,True,True
"С пенсиями двигаются, инфляцию да ескеріп жатыр",mixed,,mixed,1.0,False,,kz,manual,True,True
"Для дела делают, потом ыңғайлы болады",mixed,,mixed,1.0,False,,kz,manual,True,True
"Жесткое дело, жаза әділ болады деп сенем",mixed,,mixed,1.0,False,,kz,manual,True,True
"Опыт есть, награды да, Алматыға керек адам сияқты",mixed,,mixed,1.0,False,,kz,manual,True,True
"Опять аномальная жара, кондиционер керек бәріне",mixed,,mixed,1.0,False,,kz,manual,True,True
"Всем мира хочется, санкциялармен қорқытқаннан ешкім ұтпайды",mixed,,mixed,1.0,False,,kz,manual,True,True
"Реально крутая движуха, геологияны жастарға осылай насихаттау керек еді",mixed,,mixed,1.0,False,,kz,manual,True,True
"Сельское хозяйство мен білімде орын көп екен, жазда жұмыс табуға мүмкіндік бар",mixed,,mixed,1.0,False,,kz,manual,True,True
"Молодцы, мықты нәтиже показали — білімге мән беріп жатқанымыз көрініп тұр",mixed,,mixed,1.0,False,,kz,manual,True,True
"С Китаем и Өзбекстаном шекара ашық, жүк те, адамдар да тез өтетін болды, саудаға серпін береді",mixed,,mixed,1.0,False,,kz,manual,True,True
"Красавчик, молодец пацан, Қазақстанның аты шығып жатыр",mixed,,mixed,1.0,False,,kz,manual,True,True
"Молодец Ришат, мықты нәтиже показал среди әлемдік спортшылар",mixed,,mixed,1.0,False,,kz,manual,True,True
"Молодцы, қауіпсіздік үшін осындай жұмыс көрінбесе де маңызды",mixed,,mixed,1.0,False,,kz,manual,True,True
"Хорошо, что сроки и условия заранее озвучили — ребятам дайындалуға уақыт бар",mixed,,mixed,1.0,False,,kz,manual,True,True
Хозяина собак наказать строго и пусть выплатит крупную компенсацию мальчику. Серикбек аға батыр!!!!,mixed,,mixed,1.0,False,,kz,manual,True,True
"Жестко болып жатыр екен енді, сабыр тілейміз.",mixed,,mixed,1.0,False,,kz,manual,True,True
"Молодцы, так держать  алға ",mixed,,mixed,1.0,False,,kz,manual,True,True
"Дожди керек, бірақ жел мен град болмаса екен",mixed,,mixed,1.0,False,,kz,manual,True,True
По факту кінәлі болса қамау керек,mixed,,mixed,1.0,False,,kz,manual,True,True
"Бәрі уақытша нәрсе, тұрақталар скоро",mixed,,mixed,1.0,False,,kz,manual,True,True
По факту кінәлі болса қамау керек,mixed,,mixed,1.0,False,,kz,manual,True,True
По факту кінәлі болса қамау керек,mixed,,mixed,1.0,False,,kz,manual,True,True
Пока они подниметь инфляция тағы кетеді онан асып,mixed,,mixed,1.0,False,,kz,manual,True,True
"нормально, инфляция өсіп жатыр ғой, қазір дәл уақытында көтерген екен",mixed,,mixed,1.0,False,,kz,manual,True,True
"Осындай ""атаман сымақтар"" болмас ушін әр участоктағы мектеп директорлары, мұғалімдермен бірге, участок полициясы да болу керек. Балалар ішіндеде активистерді тартқан дұрыс. Бұрын комсомол, Пионер , октябрят деп отряд деп, тәрбиеге уйретуші еді, қазір соткамен байланыс болады, ата ана емес сол болды дұрыс айтар АҚВЛШЫЛАРЫ.",kz,,mixed,1.0,False,,kz,manual,True,True
"Реальный секторға қолдау дұрыс, экономика дамиды",mixed,,mixed,1.0,False,,kz,manual,True,True
"Район Персидского залива қатты ушығып кетті, соғыс болмаса екен",mixed,,mixed,1.0,False,,kz,manual,True,True
Частный самолет и егесі кім болды екен . Ол жағы айтылмайды ма ?,mixed,,mixed,1.0,False,,kz,manual,True,True
"Работают нормально, ОПГ-ға қарсы шара керек",mixed,,mixed,1.0,False,,kz,manual,True,True
"По закону правильно, врач жауап беруі керек",mixed,,mixed,1.0,False,,kz,manual,True,True
"8 жыл деген аз ғой, 15 жыл беру керек, 16 млн-да аз, 40-50 млн ілу керек еді. Адамды өмір бойына мүгедек жасағаны үшін.",kz,,mixed,1.0,False,,kz,manual,True,True
"Ситуация у Ирана и Израиля ушығып тұр, соғыс болмаса екен",mixed,,mixed,1.0,False,,kz,manual,True,True
"Экспорт идет, производство дамып жатыр, жақсы жаңалық",mixed,,mixed,1.0,False,,kz,manual,True,True
По факту кінәлі болса қамау керек,mixed,,mixed,1.0,False,,kz,manual,True,True
"Құтты болсын, опыт жетеді логичное назначение деп ойлаймын",mixed,,mixed,1.0,False,,kz,manual,True,True
"Жаксылыкову рахмет, новому министру сәттілік, назначения хорошие, МЧС молодцы, спортсменам респект",mixed,,mixed,1.0,False,,kz,manual,True,True
"Құтты болсын, опыт жетеді логичное назначение деп ойлаймын",mixed,,mixed,1.0,False,,kz,manual,True,True
"Главное, что жертвалар жоқ екен",mixed,,mixed,1.0,False,,kz,manual,True,True
Шимкент жанып баражатқан самолёт сыяқты көрінеді екен,mixed,,mixed,1.0,False,,kz,manual,True,True
"Руанда наш ближайший стратегический партнёр, нам есть куда стремиться!Руанда мен Қазақстан бір туған!",mixed,,mixed,1.0,False,,kz,manual,True,True
Гена родной наш красавчик!  Еркексін Гена,mixed,,mixed,1.0,False,,kz,manual,True,True
"Древнейший народ, бәрін көрген ел ғой, Қытайды ешкім баса алмайды",mixed,,mixed,1.0,False,,kz,manual,True,True
"көлік, әділет, энергетика, цифрландыру және инфрақұрылым салаларын қамтитын меморандумдар мен келісімдер – болашақтағы ірі жобалардың негізін қалап отыр. «Самұрық-Қазына» ұлттық әл-ауқат қоры мен бірнеше БАӘ компаниялары арасында жасалған келісімдер энергия сақтау, мұнай-газ саласын цифрландыру, коммерциялық банкинг және көлік логистикасы бағыттарында Қазақстанның технологиялық және экономикалық әлеуетін дамытуға бағытталған.",kz,,mixed,1.0,False,,kz,manual,True,True
"Эфиры видел, біздің сарбаздар бөлек қой ",mixed,,mixed,1.0,False,,kz,manual,True,True
"Мыкты өтті біздің жігіттер.Честь и слава всем,кто отдал жизнь за Победу",mixed,,mixed,1.0,False,,kz,manual,True,True
"школа мәселесі дұрыс қозғалды, балалардың денсаулығы мен білімі бәрінен маңызды",mixed,,mixed,1.0,False,,kz,manual,True,True
"Ержан Саденов кім екен ? Толық ақпарат берсеңіздер екен , мүмкін көршісі ма или қасындағы жүрген досы ма",kz,,mixed,1.0,False,,kz,manual,True,True
"Удивило что среди миротворцев есть и девушки. Осындай қыздарды көрген кезде Әлия, Мәншүк, Хиуаз сияқты батыр қыздарымыз еске түседі. Огромное уважение и респект",mixed,,mixed,1.0,False,,kz,manual,True,True
"Наличными дегені қалай кетті, тоже перешли на нал ",mixed,,mixed,1.0,False,,kz,manual,True,True
"Всегда вовремя, раньше срока алып келіп береді доставканы",mixed,,mixed,1.0,False,,kz,manual,True,True
"..как рассказывали старшие братаны, служившие на флоте: палубада төбелескенде бір қолмен ұрамыз, екінші қолда шелекпен су алып жүреміз. Жұдырық соққыдан әбден қызып кеткенде, пшшш-етіп шелекке малып аламыз",mixed,,mixed,1.0,False,,kz,manual,True,True
"Ақша ұрлағандар шетел асып қашып жатады ғой обычно, вот сондайларға қарсы жақсы заң екен",mixed,,mixed,1.0,False,,kz,manual,True,True
"Главное, чтобы люди побыстрее вернулись к обычной жизни, күш-қуат берсін баршаңызға",mixed,,mixed,1.0,False,,kz,manual,True,True
"Дұрыс, ондай нәрсенің алдын алмас, потом могут быть серьезные последствия",mixed,,mixed,1.0,False,,kz,manual,True,True
"Контракты на 1,1 трлн тг – это сильный вклад в развитие местных компаний. Когда бизнес поддерживают, он растёт, создаёт рабочие места, экономика становится крепче. Бұл бағыт жалғаса берсе, отандық кәсіпкерлерге үлкен мүмкіндік",mixed,,mixed,1.0,False,,kz,manual,True,True
"Сәттілік енді, ертең біраз мәселе көтерілетін сияқты ғой) Прямой трансляция болғанда тема болатын еді",mixed,,mixed,1.0,False,,kz,manual,True,True
"Бабаларымыз да осылай жиналып, елдің болашағын ойлаған! Как круто, что традиции предков возрождаются на новом уровне. Ұлы дала рухы мәңгі жасасын!",mixed,,mixed,1.0,False,,kz,manual,True,True
Пресс службада істеген ғой. Че по чем ненің қалай екенін біледі. Үйренісіп кетеді,mixed,,mixed,1.0,False,,kz,manual,True,True
"Нормально, что создают рабочие места, молодежь сможет устроиться. Мысалы, мен де осы жұмыстарға қосылып қалуым мүмкін!",mixed,,mixed,1.0,False,,kz,manual,True,True
" Красиво сказано, әйел адамды құрметтеу – әр ер азаматтың міндеті. Анаң аман болса, өмірің де жарық. Барша қыз-келіншектерді шын жүректен құттықтаймыз!",mixed,,mixed,1.0,False,,kz,manual,True,True
"Тапсырма берілді, жоспар бар, будем ждать результатов",mixed,,mixed,1.0,False,,kz,manual,True,True
608 жазасын жеңілдету керек арак ишкен мөлшері карап без дтп,mixed,,mixed,1.0,False,,kz,manual,True,True
"7 жыл өте көп, қайта қаралсын 608 бап, халық қиналып кетті права жоқ,  кун көру қйын",mixed,,mixed,1.0,False,,kz,manual,True,True
Еще и оркестрмен гимн орындаған,mixed,,mixed,1.0,False,,kz,manual,True,True
Государственные связи – это стабильность и новые возможности. Жақсы жаңалық күтеміз,mixed,,mixed,1.0,False,,kz,manual,True,True
"Армия – мектеп жизни, бір жыл көзді ашып-жұмғанша өте шығады. Ең бастысы – тәртіп пен шыдамдылық",mixed,,mixed,1.0,False,,kz,manual,True,True
Воинский службаға қанша адам шақырылады екен биыл,mixed,,mixed,1.0,False,,kz,manual,True,True
"Құтты болсын Руся, удачи тебе",mixed,,mixed,1.0,False,,kz,manual,True,True
"Осыған дейін де советник болып еді ғой, қайта сайлаған болса, лайық болып тұр ғой.",kz,,mixed,1.0,False,,kz,manual,True,True
"Бір жағынан Саировтыкі де дұрыс, слишком завышать етуге де себеп жоқ, но, если сапасы, бағасына тұратын болса, почему бы и нет) Здесь главное чтобы левых не было.",mixed,,mixed,1.0,False,,kz,manual,True,True
"""Социальный кошелек"" деген проект қызық. Егер бәрі цифрланса, төлемдер де жылдам, удобный болар еді",mixed,,mixed,1.0,False,,kz,manual,True,True
"Неплохо неплохо, қазір жастардың жан жақты дамуына барлық жағдай жасалып жатыр",mixed,,mixed,1.0,False,,kz,manual,True,True
"Құтты болсын, думаю достойна этой должности",mixed,,mixed,1.0,False,,kz,manual,True,True
Біріншісін бастап бітірмей екінішісіне кірісіп жатырма? Дележка началась дегендей,mixed,,mixed,1.0,False,,kz,manual,True,True
Күзде ЛРТда двигаться будем получается,mixed,,mixed,1.0,False,,kz,manual,True,True
Малый и средний бизнесты дамыту арқылы өзгеріс енгізуге болады негізі.,mixed,,mixed,1.0,False,,kz,manual,True,True
"Бәрі жақсы болады деп үміттенемін. Интересно, про инфляцию что скажут.",mixed,,mixed,1.0,False,,kz,manual,True,True
"Шүкір, дело закончили. Ждем суда и справедливого приговора.",mixed,,mixed,1.0,False,,kz,manual,True,True
"Әп әдемі форма ғой, мне понравилось",mixed,,mixed,1.0,False,,kz,manual,True,True
Мировой эксперттермен тәжірибе алмасқан өзімізге жақсы,mixed,,mixed,1.0,False,,kz,manual,True,True
"С Рождеством, православные! Құтты болсын!",mixed,,mixed,1.0,False,,kz,manual,True,True
Умница. Аллаһ Тағала балаларымызды тіл-көзден сақтасын ,mixed,,mixed,1.0,False,,kz,manual,True,True
Досрочный выборы несі Хорошо справляется же со своими обязанностями. Осы кісі келгелі елімізді біршама өзгерістер орын алды в лучшую сторону,mixed,,mixed,1.0,False,,kz,manual,True,True
"Вроде қонып жатқан сияқты еді, бір сбой болған сияқты ғой, қатты скоростьпен соғылғанына қарасақ",mixed,,mixed,1.0,False,,kz,manual,True,True
Бұл жерде дәрігерлердің де еңбегі зор екенін атап өту керек,kz,,mixed,1.0,False,,kz,manual,True,True
Инна лиллаhи уа Инна илайһи рожиъун!  Пусть Всевышний АЛЛАҺ одарит их раем!,mixed,,mixed,1.0,False,,kz,manual,True,True
Парламенттің 28 заң қабылдағаны қуантады. Ең бастысы — халыққа пайдасы.Съезд лидеров әлемдік діндер — бұл еліміз үшін үлкен абырой. Сенаттың бұл бағытта дайындық жасап жатқаны қуантады.,kz,,mixed,1.0,False,,kz,manual,True,True
"Мен рыбактарды вообще түсінбим. Жұқа мұз, күн боран деп хабарлама жіберседе балық аулап отырады. Сосын паника шығарад.",mixed,,mixed,1.0,False,,kz,manual,True,True
Как так((( Аллах Тағала шипасын берсін,mixed,,mixed,1.0,False,,kz,manual,True,True
"Обрабатывающая промышленностьке көңіл бөлініп жатқаны жақсы. Өзімізде сапалы өнім өндірсек, импортқа тәуелділікті азайтамыз.",mixed,,mixed,1.0,False,,kz,manual,True,True
60 шақты мероприятие өтіпті ғой,mixed,,mixed,1.0,False,,kz,manual,True,True
"Ешқандай сот оның талаптарын қанағаттандырмайды, сұрап отырған ақша несоразмерно",mixed,,mixed,1.0,False,,kz,manual,True,True
"Қазіргі жағдайда бірінші қауіпсіздікті ойлауымыз керек , елге аман есен оралсын",kz,,mixed,1.0,False,,kz,manual,True,True
Қазақтар любой жерде жүреді дейсің ғой,mixed,,mixed,1.0,False,,kz,manual,True,True
"2 млрд болса , жазасыз құтыла салады екен. Интересно",mixed,,mixed,1.0,False,,kz,manual,True,True
"Жасанды интеллект пен «үлкен деректерді» пайдалану арқылы ғана өндірістің барлық кезеңінде дәл есептеу, бақылау мен болжау мүмкін болмақ",kz,,mixed,1.0,False,,kz,manual,True,True
Енді прямой рейстар ашылатын шығар,mixed,,mixed,1.0,False,,kz,manual,True,True
"жекелерде бардак, ктж ның поездары нормально, вагондарын жаңартып жатыр",mixed,,mixed,1.0,False,,kz,manual,True,True
Құтты болсын. Профессионал своего дела,mixed,,mixed,1.0,False,,kz,manual,True,True
Президентіміздің интеллектуалдық спорт түрлерін қолдауы – жастарымызға үлкен мүмкіндік.,kz,,mixed,1.0,False,,kz,manual,True,True
"Кутты Болсын дегендерге сұрақ, ойынды көрдіңдерма вообще, ұят нәрсе ғой бүл ойын емес ",mixed,,mixed,1.0,False,,kz,manual,True,True
С праздником!  Конституция күнімен құттықтаймын!,mixed,,mixed,1.0,False,,kz,manual,True,True
Кстати Билайн   қазақ тілінде сөйлейді екен ,mixed,,mixed,1.0,False,,kz,manual,True,True
"Смс арқылы код ватсап деп келіп жатыр, не ол иин ды жаз деп 4404 тен. Кімге келді тағы ",kz,,mixed,1.0,False,,kz,manual,True,True
Ия қорқа бермей салу керек уже,mixed,,mixed,1.0,False,,kz,manual,True,True
"Аға, потому что сказка это",mixed,,mixed,1.0,False,,kz,manual,True,True
И у всех техникалық причинасы,mixed,,mixed,1.0,False,,kz,manual,True,True
"Бесплатно деп,адамдарды ұрлап жатқан жоқпа?",mixed,,mixed,1.0,False,,kz,manual,True,True
"Ок, конфисковали, а штраф зачем? Оставьте ему эти 10000 долл. Біздегілер тек өз қазағымызға, және қарапайым халыққа ғана әлі келеді. Әйтпесе қайдан әкімдерде Дубайда бірнеше пәтер? Тек айлыққа жұмыс істегендер",mixed,,mixed,1.0,False,,kz,manual,True,True
Цепочка Соколов или Люченте қайсысында арзан?,mixed,,mixed,1.0,False,,kz,manual,True,True
"Стартовый капитал алу үшін, баланыз 5 жасқа толатын болса, әлде 5 жастан кіші болса страховой компанияға барып полис ашасыз, ең дұрысы сол. Банкте де ашуға болады, бірақ сіз уақытында жылдық  төлемді төлемесеніз Үкіметінің қосымша беретін 5-7,% косылмайды. Сондықтан страховой компанияны таңдадық",mixed,,mixed,1.0,False,,kz,manual,True,True
Честно айтайын дубайский шоколадтарын сиырдын боғы сияқты екен на вид,mixed,,mixed,1.0,False,,kz,manual,True,True
Загран есть .  қалтаға 50000 салып алып барып келу керек еді,mixed,,mixed,1.0,False,,kz,manual,True,True
"Видеолар үшін көп рахмет, ребята",mixed,,mixed,1.0,False,,kz,manual,True,True
"Молодец,  это огромное достижение! Алға Қазақстан ",mixed,,mixed,1.0,False,,kz,manual,True,True
дикий арман деген бала кішкентай бандитың рөлін ойнап жүрген,mixed,,mixed,1.0,False,,kz,manual,True,True
Здесь только наш интерес. Тек ғана Қазақстан,mixed,,mixed,1.0,False,,kz,manual,True,True
"Сәлеметсізбе, қалайсыз, жақсы, сау болыңыз и всё",mixed,,mixed,1.0,False,,kz,manual,True,True
"Что за пессимизм? Надо быть уверенным и победить!!! Алға, Қазақстан ",mixed,,mixed,1.0,False,,kz,manual,True,True
"Че за пессимизм, алға Қазақстан!!!",mixed,,mixed,1.0,False,,kz,manual,True,True
"Комитет құрылды дегенді оқып, бөлек орган құрылғандай қабылдапты. О бастан ТЖМ құрамында  Департамент болған, ал қазір жергілікті атқарушы органдардың төтенше жағдайды алдын алу бойынша атқарған шараларын бақылау функциясы енгізіліп Комитет құрылған",kz,,mixed,1.0,False,,kz,manual,True,True
Баяндаманы жақсы жасаған екен. только продолжительность???,mixed,,mixed,1.0,False,,kz,manual,True,True
Молодец Юлия жеңісің құтты болсын тек Алға ,mixed,,mixed,1.0,False,,kz,manual,True,True
ШОС саммиті еліміздің халықаралық аренада маңызды орын алатынын тағы да дәлелдеді.,kz,,mixed,1.0,False,,kz,manual,True,True
Болашаққа деген оптимизм ШОС елдерінің ынтымақтастығын нығайтуға негіз болады.,kz,,mixed,1.0,False,,kz,manual,True,True
Мы сына назвали Ердоған . Осы кісі сияқты әділ болсын деп ,mixed,,mixed,1.0,False,,kz,manual,True,True
"Токаев пен Си Цзиньпиннің кездесуінде маңызды межпартийных, межгосударственных, межведомственных және коммерциялық келісімдерге қол қойылды.",mixed,,mixed,1.0,False,,kz,manual,True,True
Сәттілік тілеймізАктивизация культурно-гуманитарных контактов также подчеркивает всесторонний характер отношений между Казахстаном и Китаем,mixed,,mixed,1.0,False,,kz,manual,True,True
Кульгиновымыз қайда  что-то начинаю скучать ,mixed,,mixed,1.0,False,,kz,manual,True,True
Қай бір халыққа жақсы болсын деп ойлап жүр... Атқамінерлер тонировканың артына жасырыңғысы келгесін лазейка іздеп жатырғо,kz,,mixed,1.0,False,,kz,manual,True,True
Суд - әділдіктің кепілі және азаматтардың құқықтары мен бостандықтарын қорғаудың негізі,kz,,mixed,1.0,False,,kz,manual,True,True
"После пожар қойған ғой мына знакты, водитель көріп тұрып өзіні жан ұясыны апарып түспейтін шығар, талайын көргем без знак жасағандарын жол ремонт болсын басқа болсын",mixed,,mixed,1.0,False,,kz,manual,True,True
Мы должны гордится своим президентом! Он есть гарант мира  для нашего народа. Президентіміз аман сау болсын әр қашанда!,mixed,,mixed,1.0,False,,kz,manual,True,True
"Дұрыс қой, надо жестко контролировать и пресекать подобные случаи.",mixed,,mixed,1.0,False,,kz,manual,True,True
"Сингапурға барғаны дұрыс болған сияқтығо,бірақ поддержка беріп жатыр",mixed,,mixed,1.0,False,,kz,manual,True,True
"жаңа қалағо ,поддержка беріп жатса,жақсы болған екен онда",mixed,,mixed,1.0,False,,kz,manual,True,True
"Развития нашему новому городу, Сингапурдың жолын бассын ",mixed,,mixed,1.0,False,,kz,manual,True,True
"Шай ішіп отырып дым сезбедім если честно, 5этаж",mixed,,mixed,1.0,False,,kz,manual,True,True
Соншама акшаны халыктан аямаганда бұндай болмаушы еди! Жадность погубит фраера деген осы,mixed,,mixed,1.0,False,,kz,manual,True,True
Құтты болсын! Удачи тебе. Ел аман  тыныш заман болсын.,mixed,,mixed,1.0,False,,kz,manual,True,True
"Кредиттерінен босатпайды ма, қандай отсрочка?",mixed,,mixed,1.0,False,,kz,manual,True,True
спортқа поддержка бергені жақсығо негізі тем более хокке бізде нормально дамыған,mixed,,mixed,1.0,False,,kz,manual,True,True
"Права Райхан, очень жаль обоих, у Куандыка был аффект это понятно всем!!! Алла есіркесінКуандықты! Салтанаттың жатқан жері жайлы болсын!!!",mixed,,mixed,1.0,False,,kz,manual,True,True
"Астананың айналасы жап жасыл болды да қалды! Жылда смородина, облепиха жинайды туыстарымыз Тамаша бастама ғой, жел де азаяды қыста",kz,,mixed,1.0,False,,kz,manual,True,True
"Қап,  өте  өкініштісі,  бір  де  гол   не  забили !",mixed,,mixed,1.0,False,,kz,manual,True,True
Инна Лилляхи уа Инна иляйхи роджиғун. Пусть Аллаһ смилуется надо ним,mixed,,mixed,1.0,False,,kz,manual,True,True
Безнаказанность! Бетімен кетеді осылай. Кейін адам өлтіреді...,mixed,,mixed,1.0,False,,kz,manual,True,True
"Трассаға ұқсамайды, қара (грунтовая) жол!",mixed,,mixed,1.0,False,,kz,manual,True,True
"1-3 бала дүниеге әкелген аналарға мүлде көмек жоқ, заң алдында барлық аналар неліктен тең емес, не үйге, не көмекке, не бір басқа шаруаға қолдарын жеткізе алмай жүр, ол аналардың кінәсі не?",kz,,mixed,1.0,False,,kz,manual,True,True
Құтты болсын!!! Профессионал своего дела!!!,mixed,,mixed,1.0,False,,kz,manual,True,True
7-8 жыл бұрын Синй кит ойыны кезінде утечка болған,mixed,,mixed,1.0,False,,kz,manual,True,True
Қатын би болады!  Ещё ушатын Қатын,mixed,,mixed,1.0,False,,kz,manual,True,True
Встречаны почти толық көрдім. Сот пен прокуратураға шағымдар көп болды. Мына кісінің картинасы бір көңілді көтерді,mixed,,mixed,1.0,False,,kz,manual,True,True
Не жумысы бар біреудің қалтасында? Тем более чемпион,mixed,,mixed,1.0,False,,kz,manual,True,True
"Қоймайды е бұларды, Антикордан мүлдем қорықпайды ғой, без страха через порталмен миллиондап тығып жатыр. Емое...",mixed,,mixed,1.0,False,,kz,manual,True,True
"Алла сақтасын! А мы та думали, что только мужчины тираны",mixed,,mixed,1.0,False,,kz,manual,True,True
"Балл десе қорқатын болдық қой, хорошо что пробки",mixed,,mixed,1.0,False,,kz,manual,True,True
Давно алып алу керек еді,mixed,,mixed,1.0,False,,kz,manual,True,True
Молодцы пилотыреакция у всех  Аман болайық ,mixed,,mixed,1.0,False,,kz,manual,True,True
"Откуда знают будет повтор или нет , бір Алла біледі",mixed,,mixed,1.0,False,,kz,manual,True,True
Тек Ломтадзе ға претензия жоқ! Қалғаны полностью прогнившие Нақұрыстар,mixed,,mixed,1.0,False,,kz,manual,True,True
"Как интересно он должен будет платить алименты если его лишили зароботка абсурд.Есть поговорка :шәш ал десе бас лады(попросишь постричь ,а он голову отсечет )",mixed,,mixed,1.0,False,,kz,manual,True,True
"Ассалаумағалейкум! Бастысы, аман есен оралсыншы, әскери тәжірибе деңгейін көтеріп, елімізге келіп қалғандарына үйретсе көп септігін тигізер еді,  қазір әлем бойынша тыныш болмай тұр, бәріне сәттілік! Әр ҚАЗАҒЫМ жалғызым!",kz,,mixed,1.0,False,,kz,manual,True,True
мчс те дұрыс техника жоқ екен,kz,,mixed,1.0,False,,kz,manual,True,True
"Компания басшылығын қолдауға болады, себебі ереуілшілдер уже басқа шығып бастады",kz,,mixed,1.0,False,,kz,manual,True,True
52 ляма на ветер деген осығой,mixed,,mixed,1.0,False,,kz,manual,True,True
"ужасс,  өрттен зардап шеккендерге көңіл айтамыз",mixed,,mixed,1.0,False,,kz,manual,True,True
