text,language,label,confidence,needs_review,filter_note,llm_language,label_source,_has_kz,_has_ru_cyr
"Көрсеткішке қарағанда, жағдайы жақсы болғаннан өмірге нәрестелер келіп жатыр. Сондықтан ""тұрмысымыз ауыр, күнкөріс үстінде жүрміз, айыппұл салып, жеп ішіп-жеп, қысып жатыр ... "" деп, беталды жылай бермеңдер",kz,,1.0,False,,mixed,manual,True,True
"Война — это всегда беда, соғыс болмасын",mixed,,1.0,False,,mixed,manual,True,True
"Работают нормально, главное — урожай сақталып тұр",mixed,,1.0,False,,mixed,manual,True,True
Не Қазақстанская а при возная көрші елден.Наши пасутся на пастбищах же,mixed,,1.0,False,,mixed,manual,True,True
"Вот этого боюсь,они не должны поподать амнистию и бишімбаев",mixed,,1.0,False,,mixed,manual,True,True
"Переговоры с Болгарией и Словакией — внешка маңызды, LRT наконец-то сдвинулся с места, полиция с КНБ молодцы, а футболистам собраться надо🤔",mixed,,1.0,False,,mixed,manual,True,True
"В области Жетысу наблюдаю много много земель просто огорожено, да брең сараң мал қой жылқы жұр но это мизер по сравнению с миллионами голов в Советское Время!",mixed,,1.0,False,,mixed,manual,True,True
"Хорошая новость, теңге күшейіп жатыр",mixed,,1.0,False,,mixed,manual,True,True
"Кұтты болсын !Тарих та калады ,Так держать ! Также  продолжить  во взрослых соревнованиях !!",mixed,,1.0,False,,mixed,manual,True,True
Өзбек қыздары слабее. По юношам и мужикам да там өзбеки держат удар!,mixed,,1.0,False,,mixed,manual,True,True
"Тюрк әлемі — это не просто союз. Это жүрек со стуком на одну частоту. Казахстан, Узбекистан, Турция, Кыргызстан, Азербайджан, Венгрия — бір тамырдан шыққан, тек жолы әртүрлі болған халықтар. И вот теперь, при Токаеве, мы снова сидим за одним дастарханом. Это не просто история — это ұлы қайта өрлеу. Бабалар армандаған күн осы!",mixed,,1.0,False,,mixed,manual,True,True
"вот это крутая новость, у нас дома папа работает в производственной сфере — он сразу сказал: “осындай жүйе бұрыннан керек еді”",mixed,,1.0,False,,mixed,manual,True,True
"Отец говорит: ""Есеп берген – жауап береді"", и это правда. Хорошо, что Токаев держит на контроле. Инфляция, курс, резервы — всё важно, особенно когда каждый день на базаре цены смотришь☝️",mixed,,1.0,False,,mixed,manual,True,True
"Жарайсындар, балалар! Рахмет сендерге, Қазақстаннын абыройын көтергендеріне! Я верю в нашу страну, когда есть такие умные, развивающиеся люди! Горжусь!!! 🔥🎊🫶🙏😘",mixed,,1.0,False,,mixed,manual,True,True
Заслуженная награда.Куаныш Султанов много сделал для страны.Құтты болсын,mixed,,1.0,False,,mixed,manual,True,True
"После такого визита понимаешь, что спорт — часть нашей культуры и это важно. Токаевтің қатысуы халықты біріктіреді және жастарға үлгі болады. Вся страна гордится нашими атлетами, особенно в тяжелом весе. Пусть эти соревнования станут началом новых достижений",mixed,,1.0,False,,mixed,manual,True,True
"он же не только поэт был, журналистику да көтерген ғой",mixed,,1.0,False,,mixed,manual,True,True
Жарайсыңдар батырлар 🇰🇿💪🏻 все было на высоте 👍,mixed,,1.0,False,,mixed,manual,True,True
"Молодец что такие вещи не забывают. Ассамблея реально көп жыл болды, и видно что она жұмыс істеп жатыр",mixed,,1.0,False,,mixed,manual,True,True
Ауызбен толтырып жылда өтірік сөйлеп басшылар жаман үйренген салған мектептерінде сапа мүлдем жоқ   .,kz,,1.0,False,,mixed,manual,True,True
"Туыстарына қөніл айтамын, Иманды болсын. Что то в Жамбылской области часто погибают сотрудники",mixed,,1.0,False,,mixed,manual,True,True
осындай кезде ощущается что работа правоохранителей реально бағаланады,mixed,,1.0,False,,mixed,manual,True,True
"соцэконом развитие – это и дороги, и вода, и жұмыс, надеемся, будет польза",mixed,,1.0,False,,mixed,manual,True,True
"Не зря говорят — ""алтын ерге емес, ер алтынға жарасар"", это про них!✊",mixed,,1.0,False,,mixed,manual,True,True
Самое главное без потерь. Жарайсыңдар 👍,mixed,,1.0,False,,mixed,manual,True,True
"Көрші ақысы – тәңір ақысы деген сөз бекер емес қой, қазақ әрқашан көршісіне жақсылық тілеген",kz,,1.0,False,,mixed,manual,True,True
"Көрші ақысы – тәңір ақысы деп бекерге айтпайды ғой, хорошая поговорка, и по делу сказано👍",mixed,,1.0,False,,mixed,manual,True,True
"жақсы айтылған, на случай глобального давления всегда должен быть запасной план",mixed,,1.0,False,,mixed,manual,True,True
"Хорошая новость. Пусть лучше во всех сферах идет сотрудничество со всеми странами. Бәрімен тек достық, серіктестік қарым қатынаста болайық",mixed,,1.0,False,,mixed,manual,True,True
"Мы одни из немногих стран, которая имеет такие ресурсы, как редкие металлы. Осыны дұрыс пайдалану керек.",mixed,,1.0,False,,mixed,manual,True,True
"Бәсе, в Шымкенте сегодня прохладный ветерок",mixed,,1.0,False,,mixed,manual,True,True
"Астана сегодня прям қызыққа толы екен, бір жағынан Наурыз мейрамы, с другой стороны спорттағы жеңісіміз қуантады. Ал ауа райы, как всегда, на свой вкус — біресе қар, біресе күн шығып тұр!",mixed,,1.0,False,,mixed,manual,True,True
"Наурыз – это праздник тепла, и такие поздравления делают его ещё добрее. Казахстан и Россия поддерживают стабильный диалог, и это важно. Көктемгі көңіл-күйді сезініп жатырмыз",mixed,,1.0,False,,mixed,manual,True,True
"Поздравил и Казахстан, и соседние страны — это про уважение и единство региона. Әр елге арнайы құттықтау жолдағаны қуантады 👍",mixed,,1.0,False,,mixed,manual,True,True
"Теплые слова и хорошие пожелания всегда к месту, особенно в такой праздник как Наурыз. Стратегическое партнёрство между странами продолжается. Осындай дипломатиялық қадамдар керек",mixed,,1.0,False,,mixed,manual,True,True
"Программа «Ауыл құтқарушылары» – это хорошая инициатива, особенно для отдалённых населённых пунктов. Если ЧС-система модернизируется и в сёлах, значит, безопасность повышается на всех уровнях. Жақсы қадам 👏",mixed,,1.0,False,,mixed,manual,True,True
"Хороший визит, такие встречи всегда двигают сотрудничество вперёд. Казахстан и США работают в разных сферах, и каждая из них важна. Жақсы келіссөздер, жаңа мүмкіндіктер ашылады деп ойлаймыз",mixed,,1.0,False,,mixed,manual,True,True
"Такие встречи всегда важны, потому что на них закладываются новые инициативы. Казахстан и США взаимодействуют по многим направлениям, и этот диалог только усиливается. Жақсы нәтиже болады деп ойлаймыз",mixed,,1.0,False,,mixed,manual,True,True
"АНК – это про диалог и единство, и это правильно. Главное, чтобы это не было просто очередным собранием, а реально приносило пользу. Жақсы ұсыныстар күтеміз 👏",mixed,,1.0,False,,mixed,manual,True,True
"0,5% – это не рекордный рост, но в нестабильных условиях даже такой результат уже неплохо. Казахстан всё ещё привлекателен для инвесторов, и это главное. Жаңа жобалар көбейсе, одан да жақсы нәтиже болады",mixed,,1.0,False,,mixed,manual,True,True
"Капвложения – это долгосрочная вещь, и оценивать их эффективность нужно через несколько лет. Главное, чтобы эти деньги реально работали, а не просто проходили по отчётам. Егер инвестициялар дұрыс салынса, экономика күшейеді",mixed,,1.0,False,,mixed,manual,True,True
"1,86 трлн тг – сумма внушительная, но вопрос в том, куда конкретно эти деньги направляются. Если в инфраструктуру, промышленность и IT – это круто. Егер тек бір реттік жобаларға кетсе, онда ұзақ мерзімді пайда аз болады",mixed,,1.0,False,,mixed,manual,True,True
"Инвестиции – это всегда показатель доверия к экономике. Рост небольшой, но главное, что он есть. Егер тұрақты түрде өсіп отырса, болашақта нәтижесін көреміз",mixed,,1.0,False,,mixed,manual,True,True
"Барлығымен осындай келісімге келіп алу керек, шетелде қашып жүргендерді ұстауға хорошая возможность.",mixed,,1.0,False,,mixed,manual,True,True
"Локальные производители получают всё больше поддержки, офтейк-сделки выросли в 10 раз – это круто. Қазақстандық компанияларды қолдау арқылы ішкі нарықты күшейтуге болады. Бізге өз өндірісімізді дамыту керек, сонда экономика да мықты болады 👍",mixed,,1.0,False,,mixed,manual,True,True
"7 крупных проектов в 2025 году – это амбициозно, но если всё реализуют по плану, будет большой рывок. Жолдардың дамуы, контейнерлік хаб – бәрі маңызды бағыттар. Қазірдің өзінде инфрақұрылымға салынған инвестицияның әсері байқалып жатыр",mixed,,1.0,False,,mixed,manual,True,True
"Обновление маслихатов через прямые выборы – это вообще топ, значит там реально будут те, кого выбрали жители. Бәрі де халық үшін жақсы болады деп сенемін👏",mixed,,1.0,False,,mixed,manual,True,True
Амал күні – тёплый праздник про уважение и единство!,mixed,,1.0,False,,mixed,manual,True,True
"Это важный день для нас, для всего народа! На Амал күні чувствуешь поддержку и любовь близких.",mixed,,1.0,False,,mixed,manual,True,True
"О, Амал күні — это настоящий праздник для души! Вспоминаю, как раньше у нас в ауле все собирались. Круто, что эта традиция возвращается!",mixed,,1.0,False,,mixed,manual,True,True
"Молодцы, что заранее сделали всё по уму: и техника, и люди наготове. Егер әкімдіктер де өз міндеттерін жақсы орындаса, ешқандай қиындық болмайды",mixed,,1.0,False,,mixed,manual,True,True
"Кандай сендерге қызмет, как они будут общатся главное чтоб достигли лучшего сценария войны!",mixed,,1.0,False,,mixed,manual,True,True
"Согласна, школы – это важная вещь, у нас тут деток всегда много. Дұрыс айтасыз, қажет нәрсе!",mixed,,1.0,False,,mixed,manual,True,True
"Объездная дорога будет просто находкой! Теперь можно будет без пробок по области кататься. Жалпы, жақсы болар!",mixed,,1.0,False,,mixed,manual,True,True
"Круто, что строят новые школы, а то в некоторых районах реально не хватает мест для детей. Тапқан жоғыңыз өте жақсы болды!",mixed,,1.0,False,,mixed,manual,True,True
"Жақында ғана сайланып еді ғой. Посмотрим, как все это будет реализовываться, но старт вроде бодрый)",mixed,,1.0,False,,mixed,manual,True,True
Молодцы наши женщины! Трудолюбие и упорство всегда ценились в Казахстане! Айтпасам да білесің!,mixed,,1.0,False,,mixed,manual,True,True
"Я давно хотел, чтобы Туркестан получил подобный статус. Это даёт массу возможностей для развития духовного и культурного потенциала. Жақсы жаңалық деп ойлаймын 👏",mixed,,1.0,False,,mixed,manual,True,True
"Найди оскорбление в моих коментах ! Загугли возможно еще гуляетт это видео где убийцы приехали с ружьем! А тебе не советую обелять убийц, басына келіп қалады!",mixed,,1.0,False,,mixed,manual,True,True
"Если строительство первого АЭС ойдағыдай болып жатса, думаю можно будет приступать к строительству 2,3ей станции.",mixed,,1.0,False,,mixed,manual,True,True
"По сути, жаман нәтиже емес, но с каждым годом нужно только улучшать эти показатели, если барлығын удаленно басқарып отыратындай жасаса всем было бы удобнее и выгоднее думаю. Над этим нужно подумать.",mixed,,1.0,False,,mixed,manual,True,True
"Это групповой турнир, мы выиграли у КНР и ЮК, но проиграли Японии. Но Закон Кз поторопились, если сейчас КНР обыграют Японию, то у нас будет бронза. Это, конечно, маловероятно, но возможно. Хохолдарда мақал бар ғой - Не кажи гоп, пока не перепрыгнешь)",mixed,,1.0,False,,mixed,manual,True,True
"Каждому свое. Но по факту, рабочие, те самые трудяги, которых благо сейчас не мало, это фундамент всех стран мира. Өз жұмысын адал істеп жүрген жандарға мың алғыс.",mixed,,1.0,False,,mixed,manual,True,True
"Келісемін, үкімді алқабилер соты шығарды, ал судья жазаны заң бойынша белгіледі.",kz,,1.0,False,,mixed,manual,True,True
"Да мы мирная страна и пусть всегда у нас будет ясное небо над головой, но как говорится, сақтықта қорлық жоқ",mixed,,1.0,False,,mixed,manual,True,True
"По сути, у каждого из них есть опыт. Бір емес бірнеше станциясы бар елдер ғой. Неплохой выбор👍",mixed,,1.0,False,,mixed,manual,True,True
Вроде бірнеше күн болатын емес па еді Китайский Новый год или ошибаюсь🤔,mixed,,1.0,False,,mixed,manual,True,True
"Өткен жылы біраз оқиға орын алды ғой. Интересно будет послушать итоги года. Удачи всем кто будет выступать, особенно, Бектенову. Достойный человек, хорошо справляется со своими обязанностями✊",mixed,,1.0,False,,mixed,manual,True,True
"Заслужил, осылар ғой банда болып, халыққа дизинфо таратқан. Можно было бы и побольше дать)",mixed,,1.0,False,,mixed,manual,True,True
"Что сказать, сам виноват. Никто же не заставлял их участвовать в этих беспорядках. Анау Дикийдың жанында банда болып жүруші еді. Осылар ғой халыққа дизинфо беріп, беспорядок ұйымдастырған. Можно было бы и побольше дать.",mixed,,1.0,False,,mixed,manual,True,True
"Дикого Армана засудить, а по Қайрат аға не знаю!",mixed,,1.0,False,,mixed,manual,True,True
"Это уже проблема об продаже валют, те кто хочет тот берет а вообще, я тут с тобой Келісем очень странно что данные финансовые Бизнесу люди которые выходят на рынок не знают что выше цена не залог Үлкен ақша!",mixed,,1.0,False,,mixed,manual,True,True
"Неплохо, 45 млрд прибыль деген біраз сумма негізі Казпочта үшін. Да и служба доставки у них на уровне👍",mixed,,1.0,False,,mixed,manual,True,True
Халық заңнама бойынша өз құқығын толықтай білетіндей болу керек қой,kz,,1.0,False,,mixed,manual,True,True
"Бюджеттиқ жалақасы аздау болған үщун , хукым шығарады ал манызды деффицит және инфляцияны зертеп қадалап мамандарың аз жалақасы болған үшун олар тым миндетің толық актармайды өз өзимен иесиз қалды, ал зардабың ел тутынышылар щегип түр? Продовольственный кризис он регулируется с учетом дополнительной поставки тех продуктов где есть ажиотаж . При диффиците цена возрастает ! Необходимо снять напряжение и все ! Инфляцию можно предотвращать и управлять в пользу народа , а не в пользу монополистов!",mixed,,1.0,False,,mixed,manual,True,True
😱😭 иманды болсын 🤲  Вы там вообще уже что творится Мать которая осталась с таким грузом боли 😢😢😢 ещё решили осудить ... сабр Опомнитесь ! Судьи .  Қазақстанда  заңды.,mixed,,1.0,False,,mixed,manual,True,True
"Сейчас время строить и развиваться, а не отвлекаться на политические вопросы. Тоқаевтың сөзі сенімділік береді, бәрі өз уақытында болады.",mixed,,1.0,False,,mixed,manual,True,True
"**Здорово, что интервью будет в Ана тілі это ведь поддержка казахского языка на деле!👍**",mixed,,1.0,False,,mixed,manual,True,True
"Спасибо пилотам, что не растерялась и спасли столько жизней, к сожалению ценой собственной. И нашим рахмет, что подготовили место для посадки, что МЧС и врачи работали оперативно! Впервые за последнее время я могу с гордостью сказать, что қазақтар өз мықтылығын көрсетті!",mixed,,1.0,False,,mixed,manual,True,True
"Иманды болсың!!!, только один вопрос,а где были наши погран службы?постороний самолёт залетел в наше воздушное пространство,они не увидели его🤔",mixed,,1.0,False,,mixed,manual,True,True
У природы нет плохой погоды😇Алматы үшін қалыпты жағдай!,mixed,,1.0,False,,mixed,manual,True,True
Новые станции с Китаем — экологически чистая энергия — это плюс для всей страны. Енді табиғатты сақтаймыз! 🌱,mixed,,1.0,False,,mixed,manual,True,True
Это Сарышаған - рыбный край жемчужина Балхаша,mixed,,1.0,False,,mixed,manual,True,True
"Атам келер еді, сразу берлиннен кейін бұрып жіберді ғой, Квантумды в упор көрмейсің ғой, две недели и капитуляция",mixed,,1.0,False,,mixed,manual,True,True
"Қайта жақсы емес пе , елдің жарқын болашағы үшін 👍",kz,,1.0,False,,mixed,manual,True,True
Танысып не ақшасы болмаған ғой,kz,,1.0,False,,mixed,manual,True,True
"Окончания - ов, ова, ев, ева, конечно не преемлем и не актуален қазақтарға. А отчество ұлы, қызы остаётся думаю. Например Асан Нурлан Серікұлы...",mixed,,1.0,False,,mixed,manual,True,True
Отличная новость! Алға Казақстан!,mixed,,1.0,False,,mixed,manual,True,True
13 адамның ішінде екі әйел бар еді ғой,kz,,1.0,False,,mixed,manual,True,True
"Да просто, чай с лимоном, или кофе, я не люблю любое кофе даже турецкое, я два года жил в Италии, вот там они умеют готовить, заметьте не варят как турки, а готовят, это с удовольствием, чёрный чай? Только если моя Әже, её нет, или Мамы, қаймақ пен, а так Динюсь сәл шыда енді 😊",mixed,,1.0,False,,mixed,manual,True,True
"Атырау облысы ТЖД құтқарушылары судан құтқарып,  қайық үстінде алғашқы медициналық көмек көрсетіп, жағаға шығарды. Кейін 103 қызметкерлеріне тапсырды.",kz,,1.0,False,,mixed,manual,True,True
"Браво,вот цивилизованные страны так делают,ДАЙ БОГ,чтобы между нами всегда  были взаимовыгодные отношение.АЛЛА ЖАР БОЛСЫН  екі елге!!!",mixed,,1.0,False,,mixed,manual,True,True
Приземлился на казахстан болады. Төбеден түсті.,mixed,,1.0,False,,mixed,manual,True,True
"Керемет! Кому то может не понравиться, это спорт, все нюансы знают специалисты! Аман болайық,тыныштық болсын!",mixed,,1.0,False,,mixed,manual,True,True
"Орталық қазірдің өзінде АҚШ, Еуропа, Ұлыбритания, Азия және Таяу Шығыс елдеріндегі бірқатар серіктестермен тығыз ынтымақтастық орнатты.",kz,,1.0,False,,mixed,manual,True,True
Шығыс на слуху 😁,mixed,,1.0,False,,mixed,manual,True,True
"Құтты болсын! Бауы берік болсын! Кто она, зачем, деп өздеріңнін төмендігіңді көрсетпеңдер! Если вы не знаете, это не значит, что она не известна! Доброе слово пораждает добро для себя! А столько злости-зачем и почему? Не знаете, прогуглите! А рожает в 50-это уже смелость! А сама или не сама тоже не ваше дело! Самое главное, Баян молодец, что решилась на такой  подвиг! Удачи и всех благ! Рахмет, за то что этот казахский мир сделала богаче еще на двух красавиц! Аман, сау болып өсе беріңдер!🙏🏼",mixed,,1.0,False,,mixed,manual,True,True
Мәссаған 😮 что так можно что ли?,mixed,,1.0,False,,mixed,manual,True,True
"В отличии от ауыз ашар - обязательно істеу керек, кісілерді шақыру керек, ет асу керек и тд и тп",mixed,,1.0,False,,mixed,manual,True,True
"в е салық этот же доход будет указан как наличный, если я еще через пей такую сумму приму, то двойной налог не будет?",mixed,,1.0,False,,mixed,manual,True,True
"Ко лбу ,и гладить волосы и говорить ақшам шашымнанда көп болсын!😄",mixed,,1.0,False,,mixed,manual,True,True
Бірге болсын! Рахмет. Нет не встречали такую информацию,mixed,,1.0,False,,mixed,manual,True,True
"Хорошо. Спасибо за ответы и советы. Но я - это другая история және қазақша мен еркін сөйлесем орыс болсам да. Там такое дело, что я за детей переживаю и считаю, что живя в Казахстане и не знать казахский это манкуртизм. Т.е. это вряд-ли моё желание, а скорее необходимость. Которую многие конечно не воспринимают как необходимость, в отличие от меня",mixed,,1.0,False,,mixed,manual,True,True
так этот сайт родом из Китая 😳 Қытайда туылған ғой,mixed,,1.0,False,,mixed,manual,True,True
Asos интернет дүкен қазақстанға доставка жасайма кім біледі?,kz,,1.0,False,,mixed,manual,True,True
"""Клеймо позора"" деген аты жаман екен ☹️. Басқалардың ойынан тәуелсіз болуға тырысып жүрсе адам деген 💁🏻‍♂️... И в 1-части и во 2-ой... Как будто мнение окружающих важнее всего (но я и не говорю что оно вообще не важно, но этот наш менталитет #$!&)",mixed,,1.0,False,,mixed,manual,True,True
"как тебе идея снять ролик про общественные движения в стране? (Жаңа адамдар, Дала қырандары) я как общественник, и как тот подписчик который всегда смотрит твои видео хочу услышать твое субъективное мнение. Заранее спасибо",mixed,,1.0,False,,mixed,manual,True,True
Обзор біткенше күлдім. Если честно фильм не смотрел. После обзора я понял что хотел сказать государства 😂😂,mixed,,1.0,False,,mixed,manual,True,True
"Огонь просто. Кто злорадствует, посмотрите хотя б для кругозора австралийку с её обезьяньим танцем. Наши ребята молодцы, с такими талантами и трудолюбием еще возьмём пьедестал💪🏻алға, менің Қазақстаным❤️",mixed,,1.0,False,,mixed,manual,True,True
"Вааау, молодцы ребята👍, у меня чуть сердце не остановилось, пока парнишка спускался на велосипеде. Аллам сақтасын,аман жүріңдер.",mixed,,1.0,False,,mixed,manual,True,True
"Хова, по новостям если судить частенько отказывают тормоза ..хотя мәшины новые. Представьте, такая махина несётся без тормозов😿",mixed,,1.0,False,,mixed,manual,True,True
"Сәкен с Дусматовым будет дратся,Дусматов31год , не тот Дусматов , но опытный,а Сакен тоже не плохо вступает,но мен не нравится ,что он свою голову вниз тянеть  ,басты көтеру керек қой.",mixed,,1.0,False,,mixed,manual,True,True
Алға алға жане алға! 🙏,kz,,1.0,False,,mixed,manual,True,True
Ну и бәрібір емес па какая форма на тебе когда золото на груди и флаг гимн страны в твою честь???,mixed,,1.0,False,,mixed,manual,True,True
"Жаль…Абиба не смогла забрат бронзу…эх, ..жарайсың Абиба мойыма,жеңісің алда әлі!",mixed,,1.0,False,,mixed,manual,True,True
Сметову от Сметова - Удачи! Пусть Золото Олимпиады будет твоим! Сәттілік!,mixed,,1.0,False,,mixed,manual,True,True
"Аллаха шүкір, все тела найдены. Люди будут захоронены, как положено. Иманды болсын! Соболезнования родным!",mixed,,1.0,False,,mixed,manual,True,True
Финляндия и Швеция когда вошло в НАТО в каком году?Россия (артық қылам деп тыртық қылды ),mixed,,1.0,False,,mixed,manual,True,True
"Жалпы, табысты келіссөздердің нәтижелері бойынша мемлекетаралық салалық ынтымақтастықты нығайту бойынша алдағы қадамдарға тек сәттілік",kz,,1.0,False,,mixed,manual,True,True
Получил за то что ответил матом . Нормально объяснять за падло . Бәрінің кеудесіне нан піскен заман болды ғой .,mixed,,1.0,False,,mixed,manual,True,True
"Себебі, барлығы ашық өз көзқарастарын бетпе-бет саммит үстінде айтып, мәселелерін ортақ шешуге мүмкіндік бар",kz,,1.0,False,,mixed,manual,True,True
"Қонақжайлығымызды көрсетіп, жақсы күтіп алу керек👍",kz,,1.0,False,,mixed,manual,True,True
На казахский лад звучать будет Ертұған и это имя.,mixed,,1.0,False,,mixed,manual,True,True
Дайындық қызу үстінде 🔥,kz,,1.0,False,,mixed,manual,True,True
"Я благодарен за это своей стране. И если для этого нужно проводить учения, сотрудничать с другими странами то я только за. Еліміз аман, аспанымыз мәңгі ашық болсын 🙌🏻🇰🇿❤️",mixed,,1.0,False,,mixed,manual,True,True
Ежедневно погибабщие от голода и вирусов дети некоторых стран Африки Вам бәрі бip. Там даже речи об образование нет,mixed,,1.0,False,,mixed,manual,True,True
"не болса да , кінәліні табады, бірақ анау бищяра өлсе де бәрібір екен",kz,,1.0,False,,mixed,manual,True,True
Не болатынын көреміз енді.,kz,,1.0,False,,mixed,manual,True,True
"Самокаты вылетают на пешеходную дорожку на большой скорости даже в темное время ,  и им плевать что авто в миг не успеет затормозить, сам несколько раз чуть не сбил 30 ти летний опыт вождения и Кудай сақтады.",mixed,,1.0,False,,mixed,manual,True,True
Әйтеуір из крайности в крайность болватырмыз,mixed,,1.0,False,,mixed,manual,True,True
"""Таза Қазақстан"" начинается с нас самих",mixed,,1.0,False,,mixed,manual,True,True
"Учения это всегда хорошо, пусть проводят, всегда надо быть на стреме, но надеюсь эти учения никогда не пригодятся на практике, еліміз аман, аспанымыз әрдайым ашық болсын",mixed,,1.0,False,,mixed,manual,True,True
"Дукен,Су, сүт,дурыс,жаңа,сурет,кал калай,мен,сен,ол, тәте,ет- хватит для получения Гражданства?",mixed,,1.0,False,,mixed,manual,True,True
"Удачи, успехов и отличных результатов в новой работе, ісіңіз тек оңынан болсын",mixed,,1.0,False,,mixed,manual,True,True
"Жарайсың..Нора. Она с Нарынкола..с.Текес...әкесі Жәкең менің құрдасым,молодец!!",mixed,,1.0,False,,mixed,manual,True,True
Той басталды не айқайлай алмасан не ауызға салып лақтырамасан ....,kz,,1.0,False,,mixed,manual,True,True
Әсет Ирғалиевті осындай лауазымға тағайындалуымен құттықтаймын!,kz,,1.0,False,,mixed,manual,True,True
"Хоть у нас страна и с мирной политикой, хоть мы со всем в дружеских и партнерских отношениях, безопасность надо максимально повышать. Еліміз мәңгі бейбіт, аспанымыз ашық болсын",mixed,,1.0,False,,mixed,manual,True,True
На Қапшағай 😂,mixed,,1.0,False,,mixed,manual,True,True
Салтанатқа конечно обал,mixed,,1.0,False,,mixed,manual,True,True
"Қазақтар не забудут помощь братьев таджиков , киргизов и узбеков! Қыин кезенде қасымызда болып , протянуть руку помощи это многого стоит!!!!",mixed,,1.0,False,,mixed,manual,True,True
"Зачем так говорит,она по своими знанием проводит процесс и не плохо ,чтобы потом  бишимские адвокатчики рот закрыли,среди них очкарик так усиленно работает,наверно ей золотые горы обещали, тфу ,ондай жексұрын қорғаушы болып нан тапқанша...",mixed,,1.0,False,,mixed,manual,True,True
почему Ораза Айт не объявят днем праздника. даже дети не смогли как следует айттауға. в этот день следует по гостям ходить. а они в школе были😢,mixed,,1.0,False,,mixed,manual,True,True
"Вот теперь эпидемии надо опасатся, за детьми следить, за питанием. Могут всякие вирусы появится. Құдайым халқымызды жаман аурудан, жұттан сақтасын.",mixed,,1.0,False,,mixed,manual,True,True
Әр күніміз жақсылық пе қуанышқа толы болсын,kz,,1.0,False,,mixed,manual,True,True
"Біздің елде жылда осы ғой ештеңеге тасқыны қойып, қыс кезінде тендер аларда бес машина, тракторымен көрсетеді "" готовность на 100% деп, соның өзінде 50% транспорт, жұмысшылары по знакомству көрсетуге алып келеді и ВСЁ, тендр өалтада. Басқасы не болса ол болсын, шуылдап жүрген ХАЛЫҚ.",mixed,,1.0,False,,mixed,manual,True,True
С США лучше дружить чем враждавать...не дай бог с ними начать терки сразу жди беды. Так что көтті қысып родной деп журе берген дурыс.,mixed,,1.0,False,,mixed,manual,True,True
"Герой современного мира ! Молодчик , настоящий ЖІГІТ!",mixed,,1.0,False,,mixed,manual,True,True
"Факт, от провокаций, лишних слухов и прочей ерунды лучше никому не будет, только будем в заблуждения друг друга вводить, а как известно өсекті бізде жақсы көред",mixed,,1.0,False,,mixed,manual,True,True
"На протяжении последних тысячелетии Наурыз - новый год, традиционно празднуется только один день. 21 марта - день, когда день по времени равняется ночи. А празднование Наурыз несколько дней, по казахский называется «Бүректен сирақ шығару”.  Бүкіл әлемге күлкі болған болмайдығой ағайын.",mixed,,1.0,False,,mixed,manual,True,True
"И Вас били ойбай 😱не деген ""жауыздық""!",mixed,,1.0,False,,mixed,manual,True,True
"Біздің халқымыз сондай, если у кого то беда, мы протянем руку помощи и это правильно",mixed,,1.0,False,,mixed,manual,True,True
"Іле өзені, а не или , Енисей емес Енесай,Байкал емес Байкөл, Еділ,Жайық тоже под другим названием, Альпийские горы емес Алып тау, и так до Аргентины которые наши Арғыны(шутка) Камызяк_Камыстыөзек, Саратов_Сарытау, Тюмень_Төмен, Курган_Қорған,",mixed,,1.0,False,,mixed,manual,True,True
"Сорлы Күлпаш,сутягиннің артынан кетпедің бе,алған бес-он теңгеге атышулы сутягинді қолдап босатып жіберген,мен оған 4,5 емес 10жыл берер едім.",kz,,1.0,False,,mixed,manual,True,True
Всё всё молчу ғо,mixed,,1.0,False,,mixed,manual,True,True
Везде были сады росли яблони алыча. Вырубили дома построили. Ну зачем туда  лезть. Алла сактай көр,mixed,,1.0,False,,mixed,manual,True,True
"Сопляки пишут на авто-әр қазақ менің жалғызым. Указываю на бедолагу-накорми его, подтверди надпись. Почему то агрессия появляется",mixed,,1.0,False,,mixed,manual,True,True
"Как вообще напасть на скорую помощь в голове мысль допустить, что с человеком нужно сделать, как нужно психику и мораль извратить чтобы человек напал на 103? 🤦‍♂ Ұят не ұят, а это мы ведь, наша составляющая общества странно это.",mixed,,1.0,False,,mixed,manual,True,True
"Жан тәтті бәрінде, я даже из дома не вышла 🙄",mixed,,1.0,False,,mixed,manual,True,True
"Турецкие землетрясение дошли до средней Азий готовьтесь жігіттер мен кыздар тряснеть до 6-9 баллов,  особенно юг атырау актау сильно пострадают грубо смятение со землей.  Кызылорда там качают нефть воду не заливают не наполняют там будет хлеще",mixed,,1.0,False,,mixed,manual,True,True
"Они работали в это время на пути , иманды болсын жақындарына көңіл айтамыз",mixed,,1.0,False,,mixed,manual,True,True
"Осында отырған жүздеген адамдар тек кемсітіп,жаман жағын жазуға тырысып  отыр да..Рахмет,участковыйға..а,вед мог бы сказать “не знаю,не в курсе” и идти по свойм делам. А,он поехал в такую погоду спасать людей...Молодец!",mixed,,1.0,False,,mixed,manual,True,True
Тэцтың керектігі қазірдің өзінде байқалып тұр,kz,,1.0,False,,mixed,manual,True,True
"Лучше бы инфраструктуру поменяли по Кз, гниет все , пол страны без отопления и воды, летом без света, чем эти боққада керек емес темірді дәм болсын туда сюда тасып, салыб, алыб, жасаб.",mixed,,1.0,False,,mixed,manual,True,True
