text,language,label,lingua_label
"Қимыл бар ғо, процесс жүріп жатыр екен.",kaz,,mixed
Аман есен жазылып қатарға қосылсын.Кіші басшыдан жоғары қарай бәрін жазалау керек.,kaz,,mixed
"Жақсы қимыл, МЧС пен дәрігерлер жылдам әрекет еткен екен.",kaz,,mixed
"тыныштық керек, бәрі шешіліп жатар, процесс жүріп жатыр ғо",kaz,,mixed
"Қимыл бар, процесс жүріп жатыр ғо. Жаңа IT құралдар іске қосылып, нәтиже де көрініп тұр. Жақсы бастама сияқты.",kaz,,mixed
"Сондықтан шахматтың өмірлік маңызы зор, әрі ол кез келген адам дамуына үлес қоса алатын бірегей өнер.",kaz,,mixed
"Шахмат ойнайтын адам өзіне, өз ойына сенуді, қиын жағдайдан жол табуды және жеңіске деген ерік-жігерін шыңдайды.",kaz,,mixed
"шахмат — ақыл-ойдың гимнастикасы ғана емес, тұлғаны тәрбиелейтін тәрбие құралы. Ол шыдамдылыққа, қырағылыққа, әділеттілікке үйретеді.",kaz,,mixed
"Бұл — жан-жақты даму, жан-жақты тәрбиенің бір құралы. Шахмат ойнаған адам: сабырлы, ойлы, стратегиялы, шешіміне жауапты болуға үйренеді. Бұл қасиеттер — адамның өмірдегі жетістіктеріне де, қоғамдағы жетістіктеріне де жол ашады.",kaz,,mixed
"Шахмат тақтасының ақ пен қара шаршылары өмірдің жарығы мен көлеңкесін, ал әрбір жүріс — адамның таңдауы мен жауапкершілігін бейнелейді.",kaz,,mixed
"Ол тек ойын ғана емес, ойлау өнері, стратегия мен логиканың тоғысқан ерекше әлемі.",kaz,,mixed
Шахмат — адамзат өркениетінің ең көне әрі ең терең мағыналы ойындарының бірі.,kaz,,mixed
"Шахмат — жай ойын ғана емес, адамның логикасын, ойлау қабілетін, стратегиялық шешім қабылдау дағдыларын дамытатын интеллектуалды спорт түрі. Мұндай спорт түрін мемлекет деңгейінде қолдау — бұл тек дене тәрбиесін емес, **зияткерлік ел** қалыптастыруды мақсат тұтқан жауапты қадам.",kaz,,mixed
"Жақсы, процесс жүріп жатыр ғо. Біртіндеп іске қосылады енді.",kaz,,mixed
"Жақсы, процесс жүріп жатыр ғой. Қарап, реттеп жатқан сияқты.",kaz,,mixed
"Егер айтылған шаралар жүйелі түрде іске асса, тасымалдаушылар үшін де, мемлекеттер үшін де жағдай жақсарары анық.",kaz,,mixed
"Көршімен тату болған жақсы ғо, тәртіпке келтіріп жатыр екен.",kaz,,mixed
Туризм мен салықтар үшін жақсы мүмкіндік сияқты. Жұмыс орындары да пайда болады ғо.,kaz,,mixed
"Е, түсіндім, процесс жүріп жатыр ғо.",kaz,,mixed
ОДКБ елдерінің өзара сенімге негізделген ынтымақтастығы ортақ қауіп-қатерлерге қарсы тиімді әрекет етуге мүмкіндік беретіні тағы да дәлелденді.,kaz,,mixed
ОДКБ елдерінің өзара сенімге негізделген ынтымақтастығы ортақ қауіп-қатерлерге қарсы тиімді әрекет етуге мүмкіндік беретіні тағы да дәлелденді.,kaz,,mixed
"Бастысы не только соз айтылып қоймай, нақты іске айналса жаксы болар еди",kaz,,mixed
"Таза рабочая атмосфера лидеры жиналды, қауіпсіздік мәселелерін ашық айтты",kaz,,mixed
ОДКБ елдерінің өзара сенімге негізделген ынтымақтастығы ортақ қауіп-қатерлерге қарсы тиімді әрекет етуге мүмкіндік беретіні тағы да дәлелденді.,kaz,,mixed
"Біздікі Бішкекке түсіп, резиденцияға кіргенде Жапаров өзі шығып қарсы алды көрші елдер арасындағы сыйластық осыдан ақ көрініп тұр. Енді саммитте нақты дүниелер шешілсін",kaz,,mixed
"ОДКБ бойынша сөйлесетін шаруа көп, бастысы регион тыныш болсын",kaz,,mixed
"Атмосферасы прям бауырлардікі біздің президент келді, қабылдау таза мәдениетпен",kaz,,mixed
"«Қырғыз айылы» – тек этнографиялық кешен емес, сонымен бірге қонақжайлықтың символы. Мұнда келген әрбір мейманды ұлттық тағамдармен қарсы алып, көшпенді халықтың кең пейілін сезіндіреді. Кымыздың дәмі, қуыру мен нанның иісі, ұлттық музыка мен би – барлығы да рухты сергітіп, адамның жанын жылытады.",kaz,,mixed
"Медицинада еңбек ақы өте төмен,жұмыстан кейін екінші жұмыс істейді.Несие ,ипотека, балалардың ақылы оқуы,отбасының мұқтаждығы,бәрін ойластыру керек.",kaz,,mixed
Міне нағыз нәтиже жарайсыңдар жігіттер елімізден жаудан қорғап турган шекарашылар аман болсын,kaz,,mixed
Погран жұмыс істейтіні көрініп тұр осындайдан,kaz,,mixed
"Елдеріміз мәңгі дос, серіктес болсын!",kaz,,mixed
Жаңа порттың ең маңызды артықшылығы – «Қытай – Қазақстан – Ақтау – Баку – Поти – Еуропа» бағытындағы жаңа халықаралық көлік дәлізін қалыптастыруға ықпал етуі. Бұл дәліз жүктерді жеткізу уақытын 7–15 күнге дейін қысқартуға мүмкіндік береді. Уақыттың қысқаруы – жаһандық логистикада шешуші фактор.,kaz,,mixed
"Әлемдік саясаттағы динамика үнемі өзгеріп отырады, ал осындай кездесулер елдің ұлттық мүдделерін қорғауда және жаңа жаһандық шындыққа икемделуде шешуші рөл атқарады.",kaz,,mixed
"Құтты болсын , Гена мы верим в тебя - как раньше ..",kaz,,mixed
"Бұл — өз еңбегіңіз бен кәсіби біліктілігіңіздің лайықты нәтижесі. Жаңа қызметіңіз сізге тың мүмкіндіктер, маңызды жетістіктер және үлкен табыстар әкелсін.",kaz,,mixed
"Жақсы жаңалық екен! Жарайсың, Амир! ",kaz,,mixed
"Көршімен тату болған жақсы ғо, бәріне пайдасы тиеді.",kaz,,mixed
"Ірі инфрақұрылымдық жобалардың жүзеге асуы, әлеуметтік бастамалар және спорт саласындағы жетістіктер – ел өркендеуінің маңызды құрамдас бөліктері. Мемлекет пен бизнес өкілдерінің тиімді ынтымақтастығы Қазақстанның тұрақты дамуына және қоғам игілігіне қызмет ететіні сөзсіз.",kaz,,mixed
"екі халықтың бір-біріне деген сыйластығы мен құрметі жыл өткен сайын артып келеді. Мәдени бастамалар, туризмнің дамуы, Абай есімінің Арменияда дәріптелуі – осының барлығы Қазақстан мен Армения арасындағы достықтың жарқын дәлелі.",kaz,,mixed
"Армян халқының өнері, әдебиеті, сәулеті мен тағылымды тағдыры қазақ қоғамына да жақын. Соңғы жылдары екі ел арасындағы мәдени байланыстар жаңа қарқынға ие болып, өзара туризмнің дамуына жол ашты.",kaz,,mixed
"екі халықтың бір-біріне деген сыйластығы мен құрметі жыл өткен сайын артып келеді. Мәдени бастамалар, туризмнің дамуы, Абай есімінің Арменияда дәріптелуі – осының барлығы Қазақстан мен Армения арасындағы достықтың жарқын дәлелі.",kaz,,mixed
"Бүгінде Армения Қазақстан азаматтары жиі баратын туристік бағыттардың біріне айналды. Бұл үрдіс тек саяхат қана емес, халқымыздың бір-бірін жақыннан тани түсуіне, рухани алмасуға мүмкіндік береді.",kaz,,mixed
"Армения мен Қазақстан өзара құрметке, ынтымақтастыққа және көпжақты әріптестікке негізделген қатынастар орнатқан. Екі елдің байланысы алдағы уақытта да экономикалық, мәдени және саяси бағыттарда дами беретіні сөзсіз.",kaz,,mixed
Армян мәдениеті мен кәсіпкерлігі Қазақстанның қоғамдық және экономикалық өміріне өз үлесін қосып келеді.,kaz,,mixed
Қазақстандағы көпұлтты қоғамда армян диаспорасы елеулі орын алады.,kaz,,mixed
"Армения мен Қазақстан кеңестік кезеңде бір одақ құрамында болғандықтан, олардың даму жолында ортақ тарихи тәжірибе бар.",kaz,,mixed
"Яғни бұл тәжірибе тек АЭС атауын анықтаумен шектелмей, елдегі басқа энергетикалық жобаларға да қоғамды тарту мәдениетін нығайтады.",kaz,,mixed
"Қатты жел, метель күтіледі екен. Жолда абай болыңдар.",kaz,,mixed
Балқаш» АЭС-інің құрылысы мен локализация жоспары – елдің болашағына бағытталған маңызды стратегиялық бастама.,kaz,,mixed
"Реестр құру арқылы мемлекет бір жағынан қауіпсіздік стандарттарын сақтаса, екінші жағынан отандық өндірісті дамытып, жаңа технологиялардың енгізілуіне мүмкіндік береді.",kaz,,mixed
Бұл — атом энергетикасы сияқты жоғары жауапкершілік талап ететін сала үшін аса маңызды.,kaz,,mixed
"Кешенді жоспардың өзегі – атом саласына арналған жеткізушілердің бірыңғай реестрін құру. Мұндай реестр құрылысқа тек сенімді, тәжірибесі бар, техникалық талаптарға толық сай келетін кәсіпорындардың қатысуын қамтамасыз етеді.",kaz,,mixed
Сондықтан никабқа тиіспеңдер!!! Никаб киіңдер ешқандай вирус кірмейді,kaz,,mixed
"Сақтықта қорлық жоқ, министр дұрыс айтады ғо.",kaz,,mixed
"Бұл реформа тек институционалдық өзгерістермен шектелмейді, ол қоғам мен билік арасындағы өзара сенімді нығайтып, демократиялық мәдениеттің қалыптасуына терең ықпал етеді.",kaz,,mixed
"Осы тұрғыдан алғанда, алдағы парламенттік реформа елдің саяси модернизациясының жаңа әрі маңызды кезеңі болып саналады.",kaz,,mixed
"Қарап жатыр ғо, процесс жүріп жатыр сияқты. Қаржыға қатысты нақты жоспарлар бар екен.",kaz,,mixed
"Мұндай алаяқтардан сақ болу керек. Қимыл бар екен, процесс жүріп жатыр ғо. Адамдарға көмек көрсетіп жатыр екен, дұрыс қадам сияқты.",kaz,,mixed
"Кеше анамыздай болған көрші апамыз грипптен қайтты. Өкініштісі жергелікті ауруханада дәрігер еді және пенсияға шығуға 25 күн қалып еді. Ауырғанда больничний бермеді. Үкіметтің заңы бойынша дәрігерлер ауырмайды екен. Ол болса жай ғана адам еді, суық тисе ауыратын робот емес",kaz,,mixed
"Анасы үйде туған шығар баланы, әйтпесе роддомда туса қағаз береді ғой саидетельсство о рождений алуға",kaz,,mixed
"Қайғылы жағдай екен. Сабырлық сақтайық, процесс жүріп жатыр ғой. Жолдарды кеңейту дұрыс бағыт сияқты. Қимыл бар, көрерміз.",kaz,,mixed
"Қарап жатыр, бос сөз емес сияқты.",kaz,,mixed
"Инфляцияға қарамастан, жалақы өсіп жатыр ғой. Сабыр, процесс жүріп жатыр шамасы.",kaz,,mixed
"Е, ұсыныс дұрыс сияқты, бірақ процесс жүріп жатыр ғо. Қарап жатыр.",kaz,,mixed
"Иманы саламат болсын, Аллаһ алдынан жарылқасын. Ей бы жить да жить",kaz,,mixed
Өрт қауіпсіздігі сигнализациясын қойғанда бұлай болмаспа еді.Қазір бір үйде қанша адам болса сол үйде сонша мобильдік телефон бар. Осының бәрі өртке себеб.Газ свет тағы бар. Сондықтан барлық үйлерге өртке қарсы газге қарсы сигнализация міндетті түрде қойылуы керек.,kaz,,mixed
Мен АЭС “АЛАШ” деп ұсынған едім . Өтпей қалыпты .,kaz,,mixed
"**Эстония мен Қазақстанның достығы – әртүрлі мәдениеттер мен тарихи тәжірибелерге қарамастан, ортақ құндылықтар мен болашаққа деген ұмтылыс біріккенде қандай нәтижеге қол жеткізуге болатынын көрсететін жарқын мысал.**",kaz,,mixed
"Осы уақыттан бері саяси, экономикалық және мәдени байланыстар жүйелі түрде дамып келеді. Екі елдің арасындағы ынтымақтастықтың маңызды бағыттарының бірі – цифрландыру саласы. Эстония әлемдегі ең дамыған электронды үкімет жүйесін қалыптастырған мемлекет ретінде Қазақстанға мемлекеттік қызметтерді цифрландыру тәжірибесін бөлісіп, ақпараттық технологиялар саласындағы серіктестікті тереңдетіп отыр.",kaz,,mixed
"Эстония Қазақстанды тәуелсіздік алған алғашқы жылдардан бастап қолдап, дипломатиялық қатынастар орнатқан мемлекеттердің бірі болды.",kaz,,mixed
"Екі елді байланыстыратын ең басты құндылық – өзара құрметке, ынтымақтастыққа және бейбіт даму идеалдарына негізделген ашық саяси диалог.",kaz,,mixed
"Эстония мен Қазақстан – Еуразия кеңістігіндегі географиялық жағынан алшақ орналасқан мемлекеттер болғанымен, олардың арасындағы достық пен өзара түсіністік жылдар бойы нығайып келеді.",kaz,,mixed
"Көршімен тату болған жақсы ғо, жол ашылады.",kaz,,mixed
"Сонымен қатар, **Орталық Азия қауіпсіздік тәуекелдерінің каталогы және оларды 2026–2028 жылдары алдын алу шаралары** аймақтың қауіпсіздік архитектурасын жүйелі түрде қалыптастыруға бағытталған. Бұл құжаттар өңірдегі қатерлерді ғылыми негізде талдап, практикалық шешімдер ұсынуға мүмкіндік береді.",kaz,,mixed
"Орта Азия – геосаяси орналасуы ерекше, бай табиғи ресурстарға ие және мыңжылдықтар бойғы өркениеттер тоғысқан өңір. Қазіргі таңда бұл аймақ үшін ең маңызды мәселелердің қатарында **орнықты даму**, **аймақтық интеграция**, **экологиялық қауіпсіздік** және **экономикалық өзара байланыс** тұр.",kaz,,mixed
Республика Дагестан! Саламалейкум баурлар!Қазақстан Республикасы!,kaz,,mixed
Сәлем Темиртау каласынан! Алла болстыгын берсин!,kaz,,mixed
Біздің Президент Қазақстан Республикасы Токаев К.К.Тигр как он все ловко !!!! Настоящий дипломат!Он его....)))),kaz,,mixed
)))))Біздің  президент Қазақстан Республикасы Тигр и нағыз дипломат !!!,kaz,,mixed
"Мен, екі мемлекет арасындағы ынтымақтастық ты қолдаймын! Пусть будет мир во всём мире!",kaz,,mixed
"Осы дұрыс бағыт сияқты, технология дамуы ғо.",kaz,,mixed
Ел басымыз Тоқаев мырза мықты политик негізі барлық елге үлгеріп жүр!,kaz,,mixed
Ленуся Айналайын Жарайсың Гордость Казахстана ,kaz,,mixed
"Елена, гордимся тобой! Вдохновляешь всех нас своим примером. Алга, Қазақстан! ",kaz,,mixed
"Дженерики дешевле говорит минздрав. Нашли выход сэкономить на детях. Какой ужас,  куда катимся Жаңа Казахстан?",kaz,,mixed
"Сабыр, процесс жүріп жатыр ғо. Қажетті дәрілерді сатып алып жатыр екен.",kaz,,mixed
Әркім есте сақтасын. Әділет бар және әрқашан орнайды,kaz,,mixed
"Сабыр, процесс жүріп жатыр ғо. Қорқатын ештеңе жоқ сияқты.",kaz,,mixed
"Жарайсың, Аруна! Қазақстанды қуанттың ғо.",kaz,,mixed
"Сабыр, процесс жүріп жатыр ғо. Қарап жатыр, бәрі бақылауда сияқты.",kaz,,mixed
"Сабыр, процесс жүріп жатыр ғо. Құтқарушылар қимылдауда, бақылауда бәрі.",kaz,,mixed
"мм, экологияны бақылап жатыр ғой.",kaz,,mixed
"Сабыр, процесс жүріп жатыр ғо. Қарап жатыр, бос сөз емес сияқты.",kaz,,mixed
Красавчик !  Құтты болсын !!,kaz,,mixed
"Сабыр, процесс жүріп жатыр ғо, құтқарады деп үміттенеміз.",kaz,,mixed
"Қазақстан мен Американың достығы — тек мемлекетаралық қатынастармен шектелмейді. Бұл — бейбітшілік пен өзара түсіністікті дәріптейтін, халықтар арасындағы шынайы сенімге негізделген байланыс. Болашақта да бұл достық берік болып, жаңа белестерге жететініне сенім мол.",kaz,,mixed
"Қазақстан мен Американың достығы — тек мемлекетаралық қатынастармен шектелмейді. Бұл — бейбітшілік пен өзара түсіністікті дәріптейтін, халықтар арасындағы шынайы сенімге негізделген байланыс. Болашақта да бұл достық берік болып, жаңа белестерге жететініне сенім мол.",kaz,,mixed
"Жақын көршілес елдермен ғана емес, мұхит асып, сонау Америкамен де тығыз байланыс орнатудамыз",kaz,,mixed
"Жарайсың, Елена! Қазақстанның абыройын көтеріп жүр ғой өзі.",kaz,,mixed
"мм, ауа райына байланысты екен ғо. рейс статусын тексеріп жүрген дұрыс.",kaz,,mixed
"Тамакка кредит алып жатырмыз , айлык жетпейді,  не болып кетті өзі ,вроде бы дамыған елде өмір сүріп жатырмыз((",kaz,,mixed
"Е, кредиттік амнистия болмайды екен. Түсінікті ғо, бюджетке салмақ түсірмеу керек шығар. Банкроттық арқылы шешім іздеп жатыр ғо.",kaz,,mixed
"Жақсы жаңалық сияқты ғо. Ипотека бойынша проценттер түссе, халыққа жеңілдеу болар еді. Күтеміз, көрерміз.",kaz,,mixed
"Хорошо, если конкуренция реально снизит ставки, ипотека қолжетімді болады",kaz,,mixed
"мм, заңға бағыну керек енді",kaz,,mixed
"Динамика уже положительная, темпы снижаются — постепенно реттейді",kaz,,mixed
"Работают нормально, техника жеткілікті екен",kaz,,mixed
Снег жауғанда коммуналдық қызметтер уақытында жұмыс жасап жатыр екен ,kaz,,mixed
"Ай, өзің де тыныш жүрмейсіңбе басқа қалада Астанада жүрсің  слов нет ",kaz,,mixed
"Красавчик парень, уважуха, что казахша үйреніп жүр,молодец",kaz,,mixed
"Абзал Нүкенов профессионал, өз ісіне мықты, креативті, кісілік келбеті, адами қасиеті жоғары мемлекетшіл тұлға. Сәттілік тілеймін!",kaz,,mixed
Пирамида емес қой Назира голд. Алтын бар ғой ол жерде тек ақша емес.,kaz,,mixed
"Бізге бұл пропаганда қажет емес, дұрыс қадам екен",kaz,,mixed
"мм, ауа райы күрделі болайын деп тұр екен",kaz,,mixed
"Мошенники ештеңеден тайынбайды екен, сақ болайық",kaz,,mixed
"Финляндиямен әріптестік жақсы бағытта дамып жатыр, технология мен инвестиция келеді.",kaz,,mixed
"Екі елдің өзара құрметке, тұрақты дамуға және бейбітшілікке негізделген әріптестігі алдағы жылдары да жемісті боларына сенім мол.",kaz,,mixed
"Финляндия – инновация мен білім саласында әлемге танымал мемлекет. Қазақстан үшін бұл тәжірибе маңызды, себебі еліміз өз экономикасын әртараптандыру және тұрақты даму бағытында батыл қадамдар жасап келеді. Білім беру, жасыл энергетика, цифрлық технологиялар және экологиялық тұрақтылық салаларындағы бірлескен жобалар екі елдің стратегиялық серіктестігін жаңа деңгейге көтеруде.",kaz,,mixed
Финляндия мен Қазақстан арасындағы достық — өзара сыйластық пен ортақ құндылықтарға негізделген берік көпір.,kaz,,mixed
"Қазақстан мен Финляндия — Еуразия құрлығында орналасқан, өзара сыйластық пен ынтымақтастыққа негізделген елдер.",kaz,,mixed
"Энергия саласында осындай жоспарлар керек, болашаққа жақсы қадам екен",kaz,,mixed
"Мына жігіт өсіп кетипти гой темир жолда бир бастыктын көмекшиси болып жүр еді, өткенде минтранста комитет бастыгы болганда халык пен журналист сұрагына жауап бере алмай мынкылдап тұр еді утил сбор алып таста дегенде баскада сұрактарга",kaz,,mixed
"Керемет жетістік, регби дамып келеді екен!",kaz,,mixed
"Погода жақсы сияқты, бірақ Алматы мен Шымкентте жаңбырға дайын болу керек екен ",kaz,,mixed
"Қвшан расходы аз кішірек шағын заманауи самолет, тік ұшақтармен тасиды екен",kaz,,mixed
Против сильных спортсменов Китая! Жарайсың! Жаратқан Тіл Көзден сақтасын сені!,kaz,,mixed
"Ол комиссиядан не пайда, онданда жолдың ақшасын жегендерді соттамайсыңдарма. Бүкіл жерде жол екі жолақ екі бөлек, ал Ақтөбе мен Атырауда бір жолақ, авария көп болмағанда несі қалды",kaz,,mixed
"Алаяқтар ұсталса, енді сот шешімін күтеді екен",kaz,,mixed
Осы уақытша мораторий халыққа жақсы көмек болады екен,kaz,,mixed
Пафос ең слабый команда гой,kaz,,mixed
"Парни тырысып жатыр, екінші таймда гол болса екен",kaz,,mixed
"Ой, Темирлан жарақат алған екен, бірақ матчты жалғастырыпты екен ғой",kaz,,mixed
"Еее, қызық матч болайын деп тұр",kaz,,mixed
"Кайратқа сәттілік, стадион лық толы сияқты",kaz,,mixed
"Стадионда атмосфера мықты болады, полиция да қадағалап жүр ғой",kaz,,mixed
Енді не істеу керек министерство?,kaz,,mixed
"Казахстан мен Әзербайжанның бауырлық байланыстары нығая түсті екен, жақсы қадам",kaz,,mixed
"Елге пайдасы мол жоба екен, даму үшін жақсы қадам",kaz,,mixed
Орта дәліздің дамуы бізге логистика мен экономика жағынан пайдалы болады,kaz,,mixed
"Транзит күшейсе, экономикаға серпін береді ғой",kaz,,mixed
"Әйтеуір бір причина табасыңдар,көтеріңдер квартал сайын.82 жастамын .Бәрін көтеріңдер электричество суды,мусорды.Пенсия 40 жылдан 157 мың.",kaz,,mixed
Баяғыша халықтың құлағынан тебу. Министр өзі шығып неге көрмейді тексермейді интернетің жағдайын өтірік айтқанша.Сенбесе Мерке санаториясына келіп көрсін ИНТЕРНЕТІҢ ЖАҒДАЙЫН?,kaz,,mixed
"Жақсы жаңалық, интернет қолжетімді болады екен барлық жерде",kaz,,mixed
"Красота, конечно, космос — бөлек әлем",kaz,,mixed
"Хорошо, что с Азербайджаном байланыс күшейіп жатыр",kaz,,mixed
"Осындай жаңалықтар керек еді, халыққа пайдасы мол екен",kaz,,mixed
"Госинтерес защитили, прокуратура жұмысты дұрыс істеп жатыр екен",kaz,,mixed
А ИИпрограмироаали НАВЕРНОЕ в көрші елде:ТЭНГЕ,kaz,,mixed
"Интерес к стране растет, туризмға да ақша түсіп жатыр",kaz,,mixed
"Взаимные поездки теперь проще будут, қосымша мүмкіндік ашылады",kaz,,mixed
"Осы блогерлерге қатал жаза қолданыылсын,тәртіптен жұрдай бола бастадық! Ұялмайды Америкалық дейді ғой.Телефонға Вирус болып кіреді.",kaz,,mixed
Алла сақтасын Крановщик  употребляет во время работы наркотик.Балық басынан шіриді.Барлық стройканы тексеру керек.,kaz,,mixed
"Расследование идет, кінәлілер жауап береді",kaz,,mixed
"Ммм, әлемде тыныштық жоқ екен",kaz,,mixed
Парламент реформасы уақтылы қолға алынған сияқты,kaz,,mixed
"Ого, қандай қызық жаңалық, үлкен олжа болуы мүмкін екен!",kaz,,mixed
"Красава, Давид — на әлемдік деңгейде елдің атын шығарып жүр",kaz,,mixed
"Красава, нацияның атын шығарып жүр",kaz,,mixed
"Киберспорт дамып жатыр, Қазақстан үшін керемет жетістік! ",kaz,,mixed
"Видно, скрининг күшейту керек сияқты",kaz,,mixed
"Бизнес үшін ашық ережелер керек еді, енді бәрі әділ болады",kaz,,mixed
"Дұрыс жасапты, енді бизнес ашық болады",kaz,,mixed
"Нормально, теперь и порядок, и контроль күшейген сияқты",kaz,,mixed
"Показатель жақсы вырос, экспортқа да үлес қосады",kaz,,mixed
"Красавчик Караман, нағыз гол болды",kaz,,mixed
"Мир бәрібір керек, келісімге қадам бар",kaz,,mixed
"Жақсы, теперь сот шешімін күтейік",kaz,,mixed
"Посмотрели, бәрін анықтапты, енді тынышталатын шығар",kaz,,mixed
"Бастысы, министр өзі бақылап отыр, бәрі анықталады",kaz,,mixed
"Хорошая инициатива, парки зеленее болады, студенттерге де, қалаға да ауа керек",kaz,,mixed
"Послы обновляются, байланыс кеңейіп жатыр",kaz,,mixed
"Поздравляю Ержана, тәжірибесі бар адам",kaz,,mixed
"мм, ауа райы құбылып тұр екен ",kaz,,mixed
"Погода шындап тұр екен, абайлап жүрейік.",kaz,,mixed
"Ну, теперь очередь быстрее болады ғой, биометрия бәрібір керек нәрсе",kaz,,mixed
"Хоть бы соғыс тоқтаса, халыққа азық жетсе екен",kaz,,mixed
"Молодцы, экологияға осылай көңіл бөліп жатқаны қуантады",kaz,,mixed
"мм, қызық бастама екен ",kaz,,mixed
"Жақсы ой, осындай экожобалар керек-ақ",kaz,,mixed
"Мынау красавчиктер ғой, жарады жігіттер",kaz,,mixed
"Жарайсың, Зангар, тағы да жеңістер көп болсын! ",kaz,,mixed
Молодец Зангар! Қазақстанның атын шығарып жатыр.,kaz,,mixed
"Комиссию құрып жатыр, бәрі тексеріледі",kaz,,mixed
"Везде шиеленіс, тыныштық жетіспейді екен",kaz,,mixed
"Как раз ертең бүгін өскеменге кетіп бара жатыр едім. Қандай киім алатынымды білмей тұрған едім, жақсы болды ғой.",kaz,,mixed
"Проблему шеше бастағаны көрініп тұр, келіссөздер жүріп жатыр",kaz,,mixed
"Переговоры жүріп жатыр екен, мәселе шешіліп қалады деп үміттенемін",kaz,,mixed
"Жас боп , қаншама проблемалар денсаулығыңда",kaz,,mixed
"Молодёжь когда шын ниетпен жұмыс істесе, елдің дамуына үлес қосады",kaz,,mixed
"Молодцы, жастарға үлгі болып жүрсіңдер ",kaz,,mixed
"Жақсы жұмыс, щенок аман қапты екен ",kaz,,mixed
Хотуны мына қыздың жабысқанын көріп әтәтәйт демесін,kaz,,mixed
"Рабочие места болады, өңірге серпін береді",kaz,,mixed
"Если инфляция төмендесе, үй бағасына да оң әсері болады ғой",kaz,,mixed
Ортақ транспорт жолдарын дамыту елге пайдалы болады екен,kaz,,mixed
"Токаев молодец, осындай форумдар елге пайдасын береді",kaz,,mixed
"Ну вообще логика бар, подделудан қорғау керек қой",kaz,,mixed
"Ұлттық банк жақсы қадам жасаған сияқты, теңге нығайып жатыр екен.",kaz,,mixed
"По делу говорят, инфляцияны ұстап тұру керек",kaz,,mixed
"Это реально облегчит жизнь водителям, спокойно жұмыс істейді теперь",kaz,,mixed
Екі деңгейлі авторизация қауіпсіздік үшін дұрыс қадам екен.,kaz,,mixed
"Алматыда 1 бөлме алып 25 жылға үйленеді,тумай ипотека төлеп пенсияға шығып кетесің ғой",kaz,,mixed
"Кассир қыз біраз шулатыпты екен, енді заңмен шешіледі.",kaz,,mixed
Парламентті реформалау бойынша жұмыс тобы құрылғаны жақсы жаңалық екен,kaz,,mixed
"Полиция дело қозғап, тергеу жүргізіп жатыр, кінәлілер жазасын алады.",kaz,,mixed
"Сот дұрыс шешім қабылдаған сияқты, заң бәріне ортақ.",kaz,,mixed
"Дұрыс қадам, қала инфрақұрылымы дами түседі",kaz,,mixed
За рекламу казино қатаң шара керек екен.,kaz,,mixed
"Погода қатаң болады екен, абай болу керек.",kaz,,mixed
"Проблему анықтап жатыр, ветеринарлар жұмыс істеп жатыр ғой.",kaz,,mixed
"Керемет жаңалық, Джеки Чанның фильмдерін Қазақстанда түсірсе, туризм дамиды ғой ",kaz,,mixed
Елде бизнеске жаңа серпін беретін форум өтетін сияқты ,kaz,,mixed
"Тәжірибесі мол, дұрыс тағайындау сияқты",kaz,,mixed
"Аман болсын бәрі, штаб бақылауға алған екен ",kaz,,mixed
"Керемет жеңіс, жарайсың Зангар! ",kaz,,mixed
"Еее, Перейра қайта чемпион болған екен!",kaz,,mixed
Токаев Люксембургтің жаңа ұлы герцогын құттықтады — жақсы дипломатиялық қадам екен.,kaz,,mixed
"Костанайлықтар жарады, Лига Европаға жол ашылды! ",kaz,,mixed
"Жарайсың, Амира, алдағы жарыстарда сәттілік тілейміз!",kaz,,mixed
"мм, ауа райы өзгеріп тұр екен",kaz,,mixed
"Мектептерде фастфуд сатуға шектеу дұрыс қойылған екен, жауапкершілік те маңызды.",kaz,,mixed
АЭС салу — еліміздің энергия тәуелсіздігі үшін маңызды қадам екен.,kaz,,mixed
"Форум Digital Bridge 2025 пайдалы бастама екен, жаңа технологиялар мен білім саласын дамытамыз.",kaz,,mixed
"мм, ауа райы құбылмалы екен ",kaz,,mixed
"Қазақстан — Орталық Азиядағы маңызды мемлекет, ал Венгрия — Еуропа Одағының мүшесі ретінде Қазақстан үшін Еуропаға апарар көпір іспетті. Инвестициялар, ауыл шаруашылығы, энергетика және көлік салаларында бірлескен жобалар жүзеге асырылып жатыр",kaz,,mixed
"Мәселе шұғыл шешілуі керек екен, маңызды ұсыныс көтеріпті депутат.",kaz,,mixed
"Бүгінгі таңда жасанды интеллект технологиялары әлемнің барлық салаларына еніп жатыр. Әсіресе, денсаулық сақтау, білім, өнеркәсіп және мемлекеттік басқаруда бұл технологиялар шешуші рөл атқарып келеді. Осындай жаһандық өзгерістерге бейімделу үшін әр мемлекет жаңа серіктестік орнатуға және технологияны өз даму жолына енгізуге ұмтылуда.",kaz,,mixed
"жасанды интеллект – тек технология емес, ол – болашаққа бастар жол. Ал бұл жолда халықаралық ынтымақтастық – сенімді серік.",kaz,,mixed
"никогда не говори никогда  Аллахтың құдіреті шексіз, Қайратқа жеңіс тілейік (мамам 5К тікті қайратқа)",kaz,,mixed
"Президент Италии келген екен, пайдалы келіссөздер болған сияқты",kaz,,mixed
"мм, алда суық ауа райы күтіледі екен",kaz,,mixed
