text,language,label,label_source,seed_id,batch,qc_flags
"Донер вкусы прям кушти унайды.Всегда заказ беремиз 
Кеше Бирден оперативти турде тусинбеушиликти шешти 
Комплимент ретине айран сок жане косымша Донер салып жиберген 
Рахмет улкен ",mixed,positive,llm_composer,,,
Заказ қабылдайтын қызда жауапкершілік жоқ за ранее 2 сағат бұрын заказ бергем сонда да дайын емес заказ көп деп телефон басып тастап тұр,mixed,negative,llm_composer,,,
Тамақтары өте дәмді шәйдің түр турі бар десерттер вообще,mixed,positive,llm_composer,,,
"Димаш деген официант жаман официант екен тамакты дурыс пробить етпей, не шакырсам келмейды, быз ышпеген тамактарды акелп берп турды, касык вилка акелп берш десек казыр казыр деп жок болп кеттып жатты, кайта онын орнына баска официанттар акелп берп турды лучше его увольте и все будет хорошо ну я так думаю",mixed,negative,llm_composer,,,
"кремет офицантый кушті улгереді унады маған 
админ : Бануғада рахмет адемі жерде орналасқан маринат кафе идиялный прая кушті барлығына рахмет өте көп ",mixed,positive,llm_composer,,,
Зулфия деген қыз молодец екен,mixed,positive,llm_composer,,,
Главный менеджер Қуанышқа көп рахмет,mixed,positive,llm_composer,,,
"Кассирша грубая, сурагына Дурс жауап бермид",mixed,negative,llm_composer,,,
Заказ Бердык собой кутып отырамыз 2 сагат постаянно. Уже 3 шы рет солай персонал грубый собой алуга кенес бермимыз проста ужас бастыктары не карайды былмим,mixed,negative,llm_composer,,,
Наш бизнес ланч превратился на бизнес покур . Цены хорошие . Ғасырға алғыс айтамыз.,mixed,negative,llm_composer,,,
"Поликника вообще нашар вечно запис полный осы пятница запись ашыладымен каттырады тек
Еки ай отти запись ашылмапты ужас вообще",mixed,negative,llm_composer,,,
"1 донер и айран алғам, айранды салмаған келген соң бір ақ көрдім

Покупка: 1 940 ₸
ATA DONER orbita сағат 15:51де",mixed,negative,llm_composer,,,
"Заведение өте жақсы, официант Ерназ вааще мықты. Көңілден шықты",mixed,positive,llm_composer,,,
"Ужасный сервис! Его в принципе вообще нету. Оставил помыть машину в итоге админ поставил мытую машину в грязь и ещё взял за это дополнительно 100тг. На, что даже не извинился а банально сказал «орын жок!»",mixed,negative,llm_composer,,,
"Тамак оте керемет унады 
Иши оте жайлы

Малика ",mixed,positive,llm_composer,,,
"Ценасы мыкты кымбат! Еще уйден шыга алмайтын болган сон онлайн заказ берип едим, 2 кун откен сон отмена басып товар жок дейди..5 минут откен сон карасак кымбаттатып койыпты...мулдем уят нарсе гой!!!",mixed,negative,llm_composer,,,
32 б Алтынфудтың тамақтары свежий мен постаянны клиентпын персоналдарына рақмет көмектесіп жүрет соның ішінде Ахад деген бала молодец сау болсын,mixed,positive,llm_composer,,,
"Суши ТОП. В Шыме точно нет таких суши. Все четко,грамотно.",mixed,positive,llm_composer,,,
"От донер , мұз болып келеді даже фольга не помогает",mixed,negative,llm_composer,,,
Алла разы болсын қанша телефон ондатым скидкамен ондап бердіңіз жақсы ремонт жасаиды телефонға Алла разы болсын ваше супер күшті,mixed,positive,llm_composer,,,
Мына жерден тамак ішпеніздер тазалык жок тамактары кымбат еще дәмсіз алған тамактарымыз боска калды,mixed,negative,llm_composer,,,
Мал ломбард екен 3 кун болды звондап ала алмай жатканыма операторды куып жыберу керек шшс вообще котермейды трубканы что за беспредел,mixed,negative,llm_composer,,,
Өте керемет завидение.Асема офицатка күшті қызмет көрсетті,mixed,positive,llm_composer,,,
Томбик жедык дамды бырак обслуживание ноль акция туралы Быз официантка айту керек екенбыз донер куриный еттын иысы ужас,mixed,negative,llm_composer,,,
Қызмет көрсету нашар офицанттар грубиян сөйлеу мәдениеті жоқ меню әкелуге қиналады,,negative,manual,,,
мастер Аида маникюрди всегда ойымдагыдай жасап береді.Қанша мастерге барсамда Аида мастер сиякты ойымдагыдай ешкайсысы істеп бермеген.Аида суперрр,mixed,positive,llm_composer,,,
"Всем советую ,заведение 10/10 
кухня топ,очень вкусно и сытно
обслуживание все в отличном качестве!
Рим кафесінің тамағын жемепсің
Бұл өмірді сүрмепсің ",mixed,positive,llm_composer,,,
"Ужасно просто,начинкасы аз,еще вообще дәмді емес пиццалары",mixed,negative,llm_composer,,,
Автолектрик Куанышка мында бир рахмет!!! Жолы болып журсын!!!,mixed,positive,llm_composer,,,
"Оте нашар обслуживание, 3рет кнопка бастым бирде Бир официант келген жок. Оз озимен жур. Вообще нашар. Заказ кабылдамайды келип. Кутип шаршадым. Тамактары суып калган. Оте оте нашар кафе екен. Кабинканын акша туратынын айтпай, расчет жасарда гана сагаты 3мын деп айтты. Совсем бессовестные, наглые",mixed,negative,llm_composer,,,
"Акция мошный,донер сочный,кассадагы кыз милашка",mixed,positive,llm_composer,,,
"Дания медке ауырып барасың керемет емделіп күліп мәз болып кайтасың Кабылдауда отырған Замира деген қыз өз жұмысына өте жауапты карайды ,керемет кыз жәнеде массажист Севара деген кыз білікті,карапайым мыкты маман екен. Дания медке алғысым шексіз По больше бы таких поликлиник.",mixed,positive,llm_composer,,,
"Атмосфера әдемі іші ұнады тамақтарыда вауу, Ақбота деген официант өте керемет обслужвание жасады, ұнады. Ақбота ға мыңда бір алғыс айтқым келеді Рахмет!!!
Всем советую летник Томирис",mixed,positive,llm_composer,,,
"Диспетчер вообще сөйлесіп білмейді, телефонды лақтырып тастайды жауап беруге жарамай.",mixed,negative,llm_composer,,,
"Турар Дауренович дым ауыртпайды,ағай күшті молодец",mixed,positive,llm_composer,,,
"Были там недавно присмотреть, получить консультацию, менеджера молодцы, особенно парень по имени Нұркелді, всё грамотно чётко объяснил., показал. Желаю удачи",mixed,positive,llm_composer,,,
Бір зат барып алсан жоқ қашан көрсен персанал жұмыс істемейді жоқ деп отра берет 1 күн болса 1 апта жоқ сол нарсе,mixed,negative,llm_composer,,,
"I republic ен кушти магазин Аягоз Улан Нурила Асылбек, рахмет улкен ",mixed,positive,llm_composer,,,
Керемет дамди и колемди унады бизге енди унеми заказ беремиз,mixed,positive,llm_composer,,,
Алишерге коп рахмет. Шашлык керемет. Обслуживаие 1000%,mixed,positive,llm_composer,,,
Радмир керемет сыпайы бала екен. Обслуживание на высшем уровне,mixed,positive,llm_composer,,,
Жақсы кафе.Официант Рамазан супер обслуживание,mixed,positive,llm_composer,,,
"Неге шыгу есинин белгимен корсетип коймайсыздар, канша рет келсемде шыгу есигин таба алмай айналып журемин, продавецтер жалыккан шыгар тусиндирип отыруга , вечно недовольно жауап береди, тусиниксиз, жалгыз мен емес издеп журген шыгу есигин, пакеттпен айналып журу онай емес",mixed,negative,llm_composer,,,
"Оте кушты жер тамактары татты, официант Диля сыпайы ашык кыз екен",mixed,positive,llm_composer,,,
"Самые лучшие сервис ,продавец вежливый ,оз истерін жаксы білед екен,стекло и чехолдары да качествалары кушти екен,только сиздерден алам енд ",mixed,positive,llm_composer,,,
"“Гранат” мейрамханасы тағамдары өте дәмді, официант Рахатқа үлкен рахмет! Өз жұмысына ұқыпты! Молодец!",mixed,positive,llm_composer,,,
18 участок врач жок жан жакта сандалып журемиз регистрацияны вообще айтпаякоян жогары жака шыгып врач суратамызба медсестрасыда онып турган жок не деген жауапсыздык регистрацияга звандасак алмайды ужыской,mixed,negative,llm_composer,,,
"Отличный врач хирург имплантолог Бауржан Балтабаевич, лечит безболезненно, ювелирная работа. Аллах разы болсын. Индивидуальный подход, сервис на высшем уровне, и местоположение удобное. Цены соответсвуют качеству. Новейшие оборудования и технологии. Всем советую",mixed,positive,llm_composer,,,
"!!!!!Кеше болдық,еттері қатты ,порциялары аз қылып тастаған,бұоын көбірек еді,казір вообше кухнясы слабый,ұнамады шашлыктары,хотя большой сеть заказали там еті аз,!!!бізге ұнамады,қызмет көресту сапасы ұзаааақ оффицантарды қайта қайта шақырғасын ғана келед,",mixed,negative,llm_composer,,,
"Персонал 100%, сыпайы, таза, качество, кеш барсам да кутип жаксы кызмет аткарды",mixed,positive,llm_composer,,,
"Тағамы өте жақсы. Офицанттар сыпайы,әсіресе Ғалымжан молодец ",mixed,positive,llm_composer,,,
Официанттан тасбака жылдамго тамак 40-45 минутта келед даласында ит мышык журет ит мысык пен бырге тамак жедк сервис ноль пораженяк,mixed,negative,llm_composer,,,
Гаухар официантка рахмет керемет обслуживание жасады,mixed,positive,llm_composer,,,
"Өтеее нашар тамақтары сорпалары шылдыр су дым магызы жок етти кайнатпайма тусинбедим, дамсиз тамак жегиниз келмесе не проходите ",mixed,negative,llm_composer,,,
Телефондағы үлкен кісі вечно недовольнаяЖас адамды қою керек,mixed,negative,llm_composer,,,
"Тема донеры,все дерзко отдельный Рахмет повору:Ерғанату",mixed,positive,llm_composer,,,
"Тамақтары жақсы, қызмет көрсеткен офитцантка Диляра өте ұқыпты керекмет",mixed,positive,llm_composer,,,
Коп коп Рахмет шугыла кызга бугынгы жаксы кунде ерекше шашлик болды,mixed,positive,llm_composer,,,
"Тамактары өте дәмді,офф Дияс ка бөлек рахмет өте жаксы обслуживание",mixed,positive,llm_composer,,,
"Дәмді ас, обслуживание керемет. Жылы жүзді қызметкерлер.",mixed,positive,llm_composer,,,
"Обслуживание нашар,грубо сойлеседы,чикендеры жунымен шыгады,вавше не советую,сервис нашар, кешырымде сурамаиды!Урсысуга дайын турады.Шымкентте жалгыз чикен болсада келмеспын!",mixed,negative,llm_composer,,,
Талон беруин берип иште врач жох деуи кате оны бирден айту керек адам ауырып барадыго поликлиникага ойнап емес,mixed,negative,llm_composer,,,
Вообще официантары адамен клиент пен калай сойлесу керек екенин билмеит сыйластык жок тагамдары дурыс емес Дурыс писирмеит поварлары,mixed,negative,llm_composer,,,
"Халатно относится к клиентам, заказали заранее к ауызашару, не смогли доставить, говорят перепутали заказ, сделали возврат, больше не будем заказывать здесь.",mixed,negative,llm_composer,,,
Панель официант 30.04.2026 керенки кыз екен жаксы обслуживание жасады,mixed,positive,llm_composer,,,
"Сервис нашар совсем, заказ болип болип акеледи, заранее берилген заказ дайын емес. Жуылмаган касык вилька акелип берди...",mixed,negative,llm_composer,,,
"Хан палау, шашлык, бауырсақ бәрі дәмді, афганский наполеон ерекше күшті, за быстрое обслуживание Асылға рақмет ",mixed,positive,llm_composer,,,
"Керемет Ресторан екен 
Официантары лучщий",mixed,positive,llm_composer,,,
Өте керемет. Обслуживание . Бәрі дәмді және балғын. Бәрімізге ұнады.,mixed,positive,llm_composer,,,
"Мансард как всегда самый лучший, музыка, обслуживание все шикарно.Особенно официантка Арайка красавица, обслужка бәрііін өте күшті жасады вежливая пушкаааа",mixed,positive,llm_composer,,,
Клиника оте керемет. Жумыстары унады. оз истеринин маманы,mixed,positive,llm_composer,,,
"Чикені өте нашар
Пиццасы қатып жатыр және шеттері күйген",mixed,negative,llm_composer,,,
Всё СУПЕР чисто уютно одминистратор вежливая приятная и красивая хамам КЛАССНЫЙ не дорого рекомендую,mixed,positive,llm_composer,,,
Ауыртпай аккуратно жасайды и обслуживанясы оте керемет,mixed,positive,llm_composer,,,
Күшті жер екен. Қатты ұнады. Особенно хабиби күшті прям обслуживаниесы тема,mixed,positive,llm_composer,,,
"Толберген Серикгул кассадагы кыз,очень медленно работает, и поэтому чтавлю 2 зв.
Менеджер Аблайхан тоже айткан переоформление 30 минут,потом 40 ,нет это не так! Уже 2 -жарым сагат осында отырмыз,не ужели переоформление сколько времени занимает, крынж вообще.",mixed,negative,llm_composer,,,
"Тамақтары жақсы но обслуживание ужасное!!только вчера побывала, официантов много но походу все стажёры,ешкым ешнәрсе білмейді сұрасаң мыңқиып тур, шақырсақ игнорируют ещё.Сами не знаю меню и что добавляют в еду!Обучайте как следует или не берите много ",mixed,negative,llm_composer,,,
"Врачтары оте нашар,миндетсинип карайдыОнколог тоже айкайлап,урсып отыратын ер адам",mixed,negative,llm_composer,,,
"Уйде жылу жок, заявка тастадык неше рет соктык, ужас вообще жумыстары. Постоянно проблема",mixed,negative,llm_composer,,,
"Мирас молодец бала 
Жұмысыңның жемісін көр балам",mixed,positive,llm_composer,,,
"Бургер алдык Оте нашар сап салкын котлет коясалган арасына и котлет через чур дау как попало жасап бере салды,09.09.25,23:45 кинога диын жеп отырайк десек",mixed,negative,llm_composer,,,
"Достық Амина салон кірпік ужас кілейлері нашар, сразу түсті",mixed,negative,llm_composer,,,
"Персоналдардын пациентке отношениясы унамады, кайталап сурап едик ашуланып жауап бергилери келмеди……5рет сурасакта толык жауап беруге миндетти, себеби баланын денсаулыгы (операция),жарты миллион толейин деп турган жерден хамское отношениядан сон бурылып кетип калдык, руководству на заметку……",mixed,negative,llm_composer,,,
"Счет төлеп 5 минуттай отқанбызғо такси күтіп, ішіп жеп болсаңдар орынды босатасыңдарма дегені қызық болды официант сары бала атын сұрамаппыз) как то ауылбайский болып кетті)) жәй ауылдың кафелеринде олай айтпайтын шығар. Енді суши жақсы болды но стейк и бабл ти  бабл тиға су қосып берген сияқтыма слов нету.",mixed,negative,llm_composer,,,
"Шашлыктеры шикы писирген 
не вариант не советую",mixed,negative,llm_composer,,,
Абархан официантка рахмет авторски десерттар унады тамактары унады 10)10,mixed,positive,llm_composer,,,
"Күшті жер советуюю, отводила племянника, мастер Мустафа быстро и четко сделал прическу , знает подход к детям, самое главное родители довольны спасибо",mixed,positive,llm_composer,,,
Официанттар нашар қызмет атқарады. Кухня тоже нашар. Заказды 1 сағат созып алып келеді. Хотья бы клиенттер аз болсада,mixed,negative,llm_composer,,,
"ужасное отношение, оздери тусиндирип аитпайт, еще возврат жасасан булданып, когерип турады, не первый раз уже, алмаган затынды косып жібереді, сураган затынды емес, баска зат салып жібереді, потом байкамай алып кетип, кайтып алып келсен айкайласып тур, дауыс котерип, самое ужасная Аптека в Актау 16мкр Наршараб касындагы точка",mixed,negative,llm_composer,,,
"Севара массажист өте күштііқолы жеңіл,массаж істеттім,күшті болп қалдым керемет,респект⚘",mixed,positive,llm_composer,,,
"Қызметкерлерге улкен рақмет, адаммен керемет байланыс, қызмет көрсету дәреже жоғары. Тез,әрі жылдам. Қыздар да ,жігіттер де молодцы",mixed,positive,llm_composer,,,
"самый нашар сервис 0 вообще вас ожидает деп 5 минут болды жок такси , звандасам айналып журмын дид домды , домнын алдында турганыма 20 минут болды ",mixed,negative,llm_composer,,,
Доставка өте баяу жұмыс жасайды севис тым нашар. Ақшаны алып алады да жауап деген жоқ,mixed,negative,llm_composer,,,
Бир тараганнан осынша тусти Сонша мактап еди вообще топ мастерге жатпайды,mixed,negative,llm_composer,,,
"балықтары өте дәмді, қатты ұнады, демалып қайтқанға атмосферный жер, администратор қызға рақмет, барлық капризымызды көтерді, 

ертерек бронь жасап барыңыздар, біз дүйсенбі күні барғанның өзі зал толы болды",mixed,positive,llm_composer,,,
Бздн тамак алатын жеримиз осы жер всегда татти свежий общм не издесен барлыгы бар всем советую керемет бир созбен айтканда,mixed,positive,llm_composer,,,
Кеше осы заведения да болганмын не советую баруга иши салкын вытежка косылп турад столдары лас шашлык баранина вообще буртирли дами зира косылама официант уиктап жур даже счет толендима деп те ешким сурамад туалеттеринде свет жок сырты бутин иши тутин екен,mixed,negative,llm_composer,,,
Артем Павловичке Рахмет. Орыс врач болсада казакша амалын тауып тусиндирп бергеныне рахмет. Жаксылап емдеп берды. Красавчик ,mixed,positive,llm_composer,,,
"Байыған сайын өзгерген жаман жаққа.вообще тамақтары ужас еще қымбат обал дым жеми кеттік. Рақмет сіздерге ерінбей үйде тамақ істеу керегін түсіндіктамақтар шекі, дәмсіз халал дейсіздер адамның ақшасын бағалап адал жасасандарш",mixed,negative,llm_composer,,,
"Ужас вообще офицанттары да жас дым білмид сушидын да турин білинбид лас жер өте не советую келуге
 жазылған отзывтары бари өтірік кішкентай балдар жүрген лас жер ужас",mixed,negative,llm_composer,,,
"Техничка грубая , алмастыру керек екен.",mixed,negative,llm_composer,,,
"Кпц, деревянный суп алып едім ішінде бір штук тауық еті бар и все  соны 550тг сатты, ужас, имейте совесть, қызметкерлерге айтқанда солай салып беріңдер деді ма екен?короче ....",mixed,negative,llm_composer,,,
"Кеше болдық обслуживание өте нашар тамақтарды да өте аз , 550 тг шашлык іші тек сүйек, пицца өте маленкий , әсіптері өте ащщы бұрышы көп! Картошка фри заказ берсек картошка долький әкелген вообще ұнамады!",mixed,negative,llm_composer,,,
Касса да неге топас адам отыр не чек беру білмейд бірдене сұрасаң дм білмейд айтсаң күңкілдейд,mixed,negative,llm_composer,,,
Айгерим жане Магжан жаксы обслужить етти риза болдым ,mixed,positive,llm_composer,,,
"Классный ресторан, официант Адилетке рахмет ",mixed,positive,llm_composer,,,
"Тамақтары күшті болды, особенно Аружан деген красавица қыз бізге күшті обслуживание жасап берді, хачапури имба, рамен имба, мараканский чай имба, цены приличные но зато вкусные и сытные",mixed,positive,llm_composer,,,
Не очень суйек шикти еще кассирша математика ноль екы сагат есептеды гой и отравления алдым больницада жатрмын,mixed,negative,llm_composer,,,
Пиццалары күшті өте дәмді ,mixed,positive,llm_composer,,,
"өте өте күшттіі таап-таза стоматология чистка жасату үшін келгенмін, Асел есімді стоматолог өте білімді, грамотная бәрін нақты-нақты айтып түсіндіреді және ісі де тиянақты тап-таза пациентпен қарым-қатынасы да өте керемет ойланбай таңдап келіңіздер ",mixed,positive,llm_composer,,,
"Коп Рахмет! Нургазы мен Ислам официанты очень внимательные парни. Обслуживание отличное, кухня вкусная",mixed,positive,llm_composer,,,
Ужасно номер вапче алмайды  номерлери Кате деп тур..кызмет корсету сапасы вапче жок .ар жакка силтеп жибереди,mixed,negative,llm_composer,,,
Дастан деген кісі дерски алады екен,mixed,positive,llm_composer,,,
"Колл центр вечно не отвечает. Канша звондасанда тусе алмайсын. Сиздерге звондаймын дегенше барып боласын поликлиникага.
10 минут кутип 10 рет звондап. Енли калай звонлауга болат билмим. Сол жагын реттесеніздер жаксы болатын еди. Вроде барсан сол телефоннын жанында отрат персоналдар",mixed,negative,llm_composer,,,
"Адеми кассир кыз хорошо обслуживает,донерлерыде дамиды",mixed,positive,llm_composer,,,
Жансая офф жақсы қызмет көрсетті тамақтары дәмді милый қыз екен,mixed,positive,llm_composer,,,
"Алла істеріңізге береке мен сәттілік берсін. Әдемі болып жүруге ""Для себя"" көмектеседі. Рахмет ",mixed,positive,llm_composer,,,
Регистратура үнемі телефонға жаувп бермейді. Врачқа жазылу проблема. Врачтардың обслуживаниесіде өте төмен деңгейде,mixed,negative,llm_composer,,,
"Ахмад деген сатушы красавчик, оте жаксы сатат, добрый, сын легенды. Далида плазага келсендер обьязательно бабл ти ышып корындер, какая же имба",mixed,positive,llm_composer,,,
"Ақтаудағы өте нашар аптека,каспийден заказ бергем,жаман отзывтарды отклонить етіп отыр шығармай,ештеңе білмейді,директорыда ештеңе істей алмайды,жақсы отзывтарға сенбеңіздер",mixed,negative,llm_composer,,,
"Машина алдым Т2 бары жаксы, бырак сервиске жазылу нереального, тел алмайт, койып тастайт, ватсап жауап бермит, барсан очередь, сервис ноль, адам кормит, май ауйстыру багасы х2 болсада, кызмет корсету керекко нормальный",mixed,negative,llm_composer,,,
Ужасно вечно врачтары орнында болмайт 1 деги запиське кешигип келд 2 де омири шаруан битпит,mixed,negative,llm_composer,,,
"Дәмі жақсы, но форма не стандартный разный, отыратын столдар аз, жалпы дәмі жақсы",mixed,positive,llm_composer,,,
"Отравились вся группа, хотели вместе ауызашар сделать. Кассадагылар 10 сағ. күттіріп қояды оплата қабылдамай. Заказды 3 рет шатастырып әкеледі. В конце барлығымыз құысып, отравление болып шықтық. Вообще не советую ең нашар точкасы осы жер сияқты?",mixed,negative,llm_composer,,,
Барлыгы унады оте керемет болды балыктары супееер.за обслуживание Аружанга Рахмет,mixed,positive,llm_composer,,,
"кушти , нурайлым деген официантка вообще кайф , комфорт",mixed,positive,llm_composer,,,
Молодец күшті болып жатыр Әсіресе Зивара деген кыз молодец,mixed,positive,llm_composer,,,
ӨТЕ НАШАР поликлиника ТЕРАПЕВТЕРІ 1 баланы 1-1:30 сағат қарайды. Врачтары точно врач медсестра екеніне күмәнім бар барлығы телефон шұқып туда сюда жүред. Түр салып алып. Бәрі адамдардан қашып бос кабинетке қашып жүреді.,mixed,negative,llm_composer,,,
"Очень чистый,просторный и удобный зал.Оссобенно хорошая работа менеджера Шұғыла",mixed,positive,llm_composer,,,
Обслуживание нашарлап кеткен. Бір бірімен қырылып журген официанттар.(сенің столыңды обслуживать етпеймін деп) Официант кыздар көздерін алартып жаман қарайды как будто біз жігіттерін тартып алған сияқтымыз,mixed,negative,llm_composer,,,
27-10 кун аязда отопление оширед дитын не приколУйде куттай бала бар ойланбайсындарма,mixed,negative,llm_composer,,,
"Тамақтары дәмді, уютно. Аружанның қызмет көрсетуі өте жақсы, сыпайы. Барлығы ұнады",mixed,positive,llm_composer,,,
"Кашан келсен очред Деп кайтарып жибереди администратор 
Самом деле свободен все боксы 
Администратор ауыстырса дурыс болар еди 
Мойка оте жаксы",mixed,negative,llm_composer,,,
"Адамның ақысын жемей, жалақыларын уақылы берсейші! Тамақ бар жер таза болу керек емес пе анау не тірлік?",mixed,negative,llm_composer,,,
"Өте керемет ресторан. Барлығы ұнады, тамақтарының дәмі өте дәмдііі. Официанттар вежливые очень добрые. Айгерім, Венера официанттар қаааттты ұнадыы",mixed,positive,llm_composer,,,
кымбат. еще консултация га акша алатынын ескерпеди ватсаппен сураганда дурыс карамайды. Унаган жок!,mixed,negative,llm_composer,,,
"Өте қатты ұнады, запись бойынша барлығын әдемілеп күтіп алды, Абу мастер прям топ",mixed,positive,llm_composer,,,
Донер жақсы.Но хиджап киіп кассада тұрған қызды шығарасыздар ау уже неше рет байкадым.Всегда недовольная.Как будто менын жумысымды тегин истеп турган адам кусап жулкынып ответ кайтармай.Админ аустырыныздар или нормально турсын акшасын алып жумыс истеп отыр.Или айлык бермисздерма,mixed,negative,llm_composer,,,
приготовили и привещли быстро. Рақмет!,mixed,positive,llm_composer,,,
"Тамактары дамды кушты обслуживание керемет,Даниял мен Магжан деген жыгыттерге рахмет",mixed,positive,llm_composer,,,
"Керемет обслуживание
Жанель деген оффициант жаксы істеді",mixed,positive,llm_composer,,,
"Не могу попасть, посстояно пишет завтра а на завтра говорит полно на завтра так уже какой день стою",mixed,negative,llm_composer,,,
"Грубо жауап береди. Не ужели клиенттерге нормально жауап бере алмайма? кирип келгенде жаксы жауап берсе боладыгой, лично жекесине отип жаткан жокпыз например неге клиентпен дурыс сойлесуди кадагаламайды? Аппетит пропала если честно ",mixed,negative,llm_composer,,,
"Жұмыс істеуге баратын жер емес,кеңес бермеймін,лучше нормально бастықтары бар жер табындар.",mixed,negative,llm_composer,,,
"салат Хрустящий баклажан өте дәмді болды, сиыр етімен бауырдақ кішкене сухой, но тоже дәмді, ыстық сорпасы ",mixed,positive,llm_composer,,,
Вопше алманныздар жаман алып келген донеры ужасса шаш шыгип тагы мойындамайды го олардыкы екенынне самый ужасный фу,mixed,negative,llm_composer,,,
"Воп врачта, медсестрада жауапсыз, привывкаға шақырады звондап келіңіз деп… Бцж алмаған қызым, шақырмайды. Өзім қанша рет бардым. Портал енді ашылады шақырамыз деп қайтарады, тағы барсам өтіп кеткен деп отырады. Уже 2жасқа толайын деп жатыр.  бір-біріне сілтеп мен отпускдамын анау-мынау деп ешкім жауап бергісі келмейді",mixed,negative,llm_composer,,,
"Астананың кино театр бағасы қол жетімді,күшті,тек попкорндары не очень екен ап ашшы ішінде қоқымы көп.",mixed,negative,llm_composer,,,
Дамы оте керемет және тойымды,mixed,positive,llm_composer,,,
"Балыктары шикы как всегда, жана звандаган да айттым кызартып куырып берыныздер деп, жок аппак пыспеген ышы былжырап тур!",mixed,negative,llm_composer,,,
Адиль официант ка рахмет оз исин жаксы истейди,mixed,positive,llm_composer,,,
"Тазалык жок  Тырнагымды биткенше мастердн конилине карап арен шыдадым онда да тырнагымды ойымдагыдай корсеткендей емес озинин ынгайына караи жасап берды 9000 тг ге булай тырнак жасатпас едым
Тырнагымнын ауырганы сонша кыркып тастадым Слой гель он кабат шыгар Калын невозможно ужас   ито отзыв жаздн деп звандайт Мастерлеры Беспредел",mixed,negative,llm_composer,,,
Ұнады сервис керемет офицанткалары жақсы обслуживание,mixed,positive,llm_composer,,,
Бомба лаваш пиццалары тагамдары жаксы постоянный клиентпн операторлары жаксы молодец админдери керемет орамал таккан,mixed,positive,llm_composer,,,
"Өте нашар, жұмыстарына бейқам қарайды. Направление жіберем алдым деп уйге келесің қарасаң направление жоқ тағы барасың направление неге жоқ деп, 3-4 жүресің соңдарынан запиське жазуларыда қиын особенно 44 участок медсестра Жаннур",mixed,negative,llm_composer,,,
"Коробканын Майын ауыстырып кеттым, бари четко. Фильтрларды адемы орнатып берды, поддонды тап таза кылып берды! Сервис мыкты Рахмет жыгыттер",mixed,positive,llm_composer,,,
тамак бергенимизге канша сагат болды 1 1тиндеп акелди не жегенимизди билмейкалдык арасы жарты сагат 20мин жолдасым артынан журип шай алгыздык ужс вообще нанды магазиннен алдык общем не советую,mixed,negative,llm_composer,,,
"До до пицца жақсы пицца сырлары да ерекше дәмді
Бірак бугін баскаша болды или пиццер ауыстыма фриді піретін адам уйінен әкелема стандарт 900 тг фридін ішіңде 8 шт жұргой ",mixed,negative,llm_composer,,,
Регистратура вообще былмит киынын кайда екенын кым больничный да кым жумыста екенын былмиды ещё бызге айтпайды дейды стоматолог всегда жумыс орнында болмайды запись уакыты дурыс жазылмайды 28.10.2024,mixed,negative,llm_composer,,,
Донер лавашы көгеріп кеткен заготовка уакыты мен жасау кажет кой не нау енд еше мойындай тур донер де жасап кордык бундай болмайды оте нашар!,mixed,negative,llm_composer,,,
"Не советую доставкамен алдырттым, как попало салып жиберген, 3кусок и 1басымен куйрыгын салып жиберген, бастын ози 0,5кг шыгады еще 30минутта дайын болады деп 1,5 сагатта зорга салып жиберди",mixed,negative,llm_composer,,,
Мастер Аружаан лэшмейкер өте ұқыпты жасайдыресницы 2 ай тұрдыы,mixed,positive,llm_composer,,,
"Викторияс фитнес центры маган унады.Иши жарык,Барлык жагдай жасалган. Тренерім Лиза – өз ісінің маманы 
Әр жаттығуды бақылап, техникаға ерекше мән береді. Жақсы нәтижелер үшін жұмыс жасайды рахмет",mixed,positive,llm_composer,,,
"Айдын деген стом.врач молодец, ажеме протез жасатып едик, багасы тиимди, тез жане адеми.",mixed,positive,llm_composer,,,
Мектеп жаманақ көшіп келіп сабақтан тусіп кетім гой киәм қайда кітап қайда.2 класска 1 куратор ужас,mixed,negative,llm_composer,,,
Шашлык уткасы мощный екен Ермурат деген официант жигит молодец жаксы жумыс жасайды екен,mixed,positive,llm_composer,,,
"Обслуживание кушти 
Салатлары енди айталмайм кыдырып келгенбиз таксист мактап еди келиншегимен барадыкен именно тамак салаты ушын бизгеде унады хрустящий баклажан неше жерден жеп коргем унапам еди осы жердиги дамди катты жаксы корип калдым осы салатты",mixed,positive,llm_composer,,,
Оте керемет Офицант Намик респект,mixed,positive,llm_composer,,,
"Заказ алдырайык десем, бирде бир номер дурыс жауап бермит, постоянно алдырып журмин, озим курьер жиберип. 45 номер бар, биреуы дурыс жауап бермит",mixed,negative,llm_composer,,,
"Ужасный жер операторга звандасам ашык диды барсак жабык , шашын жайып журген кандай повор ол? Калай калай карайсыздар жумыста барсак жабыкпыз деп тур кассир, отыр соо жерде машинада, жумыс ыстеу ушын келесыздерма жалпы?или тексермисыздерма жуммысшыларнзды",mixed,negative,llm_composer,,,
Метрополис ози куттай болсада ишинде коп зат бар например каспи бар сол жерден коп шаруамды битиремин торт сататын жер бар,mixed,positive,llm_composer,,,
