text,rating,city,category,place_id,place_name,review_id,date_created,source,language
"К сожалению нету сета под названием ""чотам"" но и так сойдёт, в ватцапе пообщались все норма, все объяснили круто, и все подробно
(время работы 11:00-23:00)
|||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||
я скоро к вам приду, ждите",5,astana,доставка еды,70000001055336448,,209845497,2026-01-02T22:17:50.719051+07:00,2gis,mixed
"Оте катты унады, бари керемет болды, особенно официант Жениске коп коп Рахмет, кущти обслужка жасады",5,astana,доставка еды,70000001055336448,,191726100,2025-10-09T18:50:48.666576+07:00,2gis,mixed
"Бәрі өте дәмді болды. Жеңіс деген официант жаксы обслужка жасады, коп коп рахмеет",5,astana,доставка еды,70000001055336448,,191725584,2025-10-09T18:48:40.678488+07:00,2gis,mixed
Официант Жеңіс өте керемет обслуживание жасады Тамақтар дәмді болды,5,astana,доставка еды,70000001055336448,,167061143,2025-06-23T20:08:50.711838+07:00,2gis,mixed
Лаваштары өте дәмді кассир Нигина добрая обслуживание на высшем уровне осы қыз тұрақты стиді молодец,5,shymkent,шаурма,70000001060587651,,248723785,2026-06-09T16:29:07.548288+07:00,2gis,mixed
Бомба лаваш тармақтары күшті жұмысшылары күлімсіреп қарсы алады Мадина офф тооп ,5,shymkent,шаурма,70000001060587651,,248547293,2026-06-08T20:50:42.465612+07:00,2gis,mixed
Лаваш бомбаа Мадина офф супеер Айдана офф тооп,5,shymkent,шаурма,70000001060587651,,248547076,2026-06-08T20:49:48.38285+07:00,2gis,mixed
Мадина апше зор екен күшті тамақтары зор кайфко,4,shymkent,шаурма,70000001060587651,,248528201,2026-06-08T19:32:22.333515+07:00,2gis,mixed
Лаваштар бомба Офф тар өте жақсы обслуживание көрсетеді поварларға рақмет өте дәмді әрқашан,5,shymkent,шаурма,70000001060587651,,248528179,2026-06-08T19:32:16.444079+07:00,2gis,mixed
Бомба лаваш тамақтары всегда сочный маған қатты ұнайды советую Мадина офф ,5,shymkent,шаурма,70000001060587651,,248482583,2026-06-08T16:32:13.510281+07:00,2gis,mixed
Үнемі келіп тұрамын өте жақсы жер маған ұнацды тамақтары кассир қыз офф қыз Мадина керемет қызмет көрсетті бомба лаваш топ,5,shymkent,шаурма,70000001060587651,,248435531,2026-06-08T13:21:57.632637+07:00,2gis,mixed
Бомба лаваш шымкентте номер 1  офф обслуживание тооп Мадина Шұғыла оффтар самая лучшаяя,5,shymkent,шаурма,70000001060587651,,248313668,2026-06-07T21:20:38.623898+07:00,2gis,mixed
Бомба десе бомба тармақтары Мадина офф топ мадина әпше әдемі екен,5,shymkent,шаурма,70000001060587651,,248305430,2026-06-07T20:43:31.506937+07:00,2gis,mixed
Лаваштары сочный Мадина офф топ керемет қызмет көрсетті ,5,shymkent,шаурма,70000001060587651,,248305373,2026-06-07T20:43:18.151358+07:00,2gis,mixed
"лаваштары адемы, кассир кушти екенн, прям обслуживание супер",5,shymkent,шаурма,70000001060587651,,247359559,2026-06-03T21:38:47.8906+07:00,2gis,mixed
Бомба лаваш ең мықты точкасы осы тағамдары оте дәмді оператор қыз жақсы жауап береді екен ,5,shymkent,шаурма,70000001060587651,,247358742,2026-06-03T21:35:22.448388+07:00,2gis,mixed
Лаваштары сочный кыздары мощный номер 1,5,shymkent,шаурма,70000001060587651,,247356087,2026-06-03T21:24:05.988603+07:00,2gis,mixed
Ваще супер бұндай донер бірінші рет жеп отрмн ,5,shymkent,шаурма,70000001060587651,,247309572,2026-06-03T18:28:44.693306+07:00,2gis,mixed
Оте дамды екен унады обслуживание керемет,5,shymkent,шаурма,70000001060587651,,247277824,2026-06-03T16:27:54.190414+07:00,2gis,mixed
"Бомба десе Бомбаа
Лаваш бургерлері зор екен Қатты ұнады,Оператор өте сыпайы екен жылдам заказ қабылдап алды
СОВЕТУЮ ",5,shymkent,шаурма,70000001060587651,,247064229,2026-06-02T23:23:12.858291+07:00,2gis,mixed
Осы Бомба лаваш оте каты унайды 2жылдан аса солардан аламыз чикендері хрустяшый үлкен үлкен лаваш пицца и.т өте дәмді,5,shymkent,шаурма,70000001060587651,,247061041,2026-06-02T23:11:27.935048+07:00,2gis,mixed
Бомба лаваш тамак тары оте Дамды екен постоянный клиенттпын,5,shymkent,шаурма,70000001060587651,,245610004,2026-05-28T20:06:25.846178+07:00,2gis,mixed
Бомба екен базар жоқ обслуживание жақсы дәмдері өте жақсы түнде келіп смела отырып кетуге вариянт,5,shymkent,шаурма,70000001060587651,,244553054,2026-05-24T05:10:22.089261+07:00,2gis,mixed
Поврлари кушты заказдарды тез дайындап береды бургер сочный мошный екеннн,5,shymkent,шаурма,70000001060587651,,244002587,2026-05-21T17:47:35.943341+07:00,2gis,mixed
Кассадагы кыздын клентке общениесы вобще 0000000 18 май,5,shymkent,шаурма,70000001060587651,,243228810,2026-05-18T06:01:13.815595+07:00,2gis,mixed
Опслужвания зор тамактары дамды кунде келемыз келулерынзге кенес берем,5,shymkent,шаурма,70000001060587651,,243163665,2026-05-17T20:53:43.856082+07:00,2gis,mixed
"Еда вкусная, лаваштары бағасына лайық.
Қызмет көрсетуі де керемет.
Одан артық не керек 
Бағасы да қолжетімді.В целом жақсы место,келіп тұруға күшті
Кассадағы Медина да керемет",5,shymkent,шаурма,70000001060587651,,240574897,2026-05-05T19:54:02.524438+07:00,2gis,mixed
"Чикендер оте дамды Бургерлерыде 
Обслуживание керемет",5,shymkent,шаурма,70000001060587651,,240193996,2026-05-03T23:52:07.704398+07:00,2gis,mixed
"Обслуживание керемет,заказдарым тез уакытылы сочный болып келды ,оператор лар кыздар молодец керемет жауап береды,кассир кыз да сабой заказ жаксы кабылдайды екен жалпы керемет жер келуге кенес беремын ",5,shymkent,шаурма,70000001060587651,,240137034,2026-05-03T19:25:01.254607+07:00,2gis,mixed
Тамактары кушти балалармен келемиз обслуживание керемет тамактары мощный ,5,shymkent,шаурма,70000001060587651,,239684076,2026-05-01T17:38:09.114126+07:00,2gis,mixed
"Өте керемет, лаваштары сочный. Балнұр қызметкер керемет. Қызметкерлері күшті қарсы алады. Әрдайым риза болып кетеміз",5,shymkent,шаурма,70000001060587651,,239003652,2026-04-29T01:03:46.149344+07:00,2gis,mixed
"Молодцы дәмі өте керемет бургелердіңде, лаваштардыңда и шауырманыңда
Сервис вообще топ
Ақниет деген қыз бар жүгіріп жүріп заказдарды тез алады и тез әкеледі.
Молодцы қыздар-жігіттер",5,shymkent,шаурма,70000001060587651,,238896140,2026-04-28T15:55:52.07752+07:00,2gis,mixed
ОБСЛУЖИВЫНИЕ кушты лаваштары супер келуге кенес беремын,5,shymkent,шаурма,70000001060587651,,238895181,2026-04-28T15:51:27.874507+07:00,2gis,mixed
"лаваштары оте дамды,оперативно тез жұмыс жасайды официанттары зор",5,shymkent,шаурма,70000001060587651,,238895053,2026-04-28T15:50:46.060931+07:00,2gis,mixed
Лаваштары кушт туракты клиентпиз обслуживание оте жаксы,5,shymkent,шаурма,70000001060587651,,238815330,2026-04-28T03:16:52.791206+07:00,2gis,mixed
Лаваштары өте керемет хрустящий прям каасадағы қыз персоналдары очень приятно сойлейді.Пицца вообще супер !!!Келіңіздер оператор кушты сөйлеседі ,5,shymkent,шаурма,70000001060587651,,238733739,2026-04-27T18:58:31.505408+07:00,2gis,mixed
Бомба лаваш шаурмасы куштыы постоянный клиентпиз еш озгермит молодец,5,shymkent,шаурма,70000001060587651,,238140922,2026-04-24T20:10:30.765186+07:00,2gis,mixed
Бомба лаваш пиццалары тагамдары жаксы постоянный клиентпн операторлары жаксы молодец админдери керемет орамал таккан,5,shymkent,шаурма,70000001060587651,,238140088,2026-04-24T20:06:45.384648+07:00,2gis,mixed
"Бомба лаваш тамактары оте дамди.Персонал проста бомба, кассиры тоже очень приятно и быстро обслуживаеть.Операторы тоже с клиентами приятно разговаривает. Ну атына сай бомба екен.",5,shymkent,шаурма,70000001060587651,,237166401,2026-04-20T04:49:35.85147+07:00,2gis,mixed
Өте жақсы жер бургер жақсы Мерей деген қыз молодец заказ тез қабылдайды,5,shymkent,шаурма,70000001060587651,,236500830,2026-04-16T20:48:02.429047+07:00,2gis,mixed
Чикендери Жаксы екен тек осы жерден аламыз обслуживания Керемет кыздары кулип тез заказ алып акелип берди,5,shymkent,шаурма,70000001060587651,,236447012,2026-04-16T17:47:39.659344+07:00,2gis,mixed
Обслуживание күшті офф қыздарға көөп көп рахмет,4,shymkent,шаурма,70000001060587651,,236236489,2026-04-16T00:22:23.957224+07:00,2gis,mixed
чикендеры сочный тема екен.Бексұлу Назмина жақсы қызмет көрсетті,5,shymkent,шаурма,70000001060587651,,236235705,2026-04-16T00:17:44.786233+07:00,2gis,mixed
Очень вкусно особенно Зингер кетедыгоо,5,shymkent,шаурма,70000001060587651,,231375084,2026-03-25T06:43:31.131767+07:00,2gis,mixed
Бары кушты  бомба шынмен,5,shymkent,шаурма,70000001060587651,,231263659,2026-03-24T17:57:38.106784+07:00,2gis,mixed
Операторлары жаксы екен Сразу ответ жазып бургерлері сощный күшті екен доставка мен алдырамыз барып жесекте сол ,5,shymkent,шаурма,70000001060587651,,231235162,2026-03-24T15:50:37.620054+07:00,2gis,mixed
Бургер оте дамди официант Бексулу оте жаксы обслуживание керемет,5,shymkent,шаурма,70000001060587651,,231234610,2026-03-24T15:48:03.200159+07:00,2gis,mixed
Операторлары жаксы екен лаваштары жаксы келді тек осы жерден заказ береміз барып отсакта обслужвание күшті ,5,shymkent,шаурма,70000001060587651,,225527183,2026-03-01T23:13:58.222695+07:00,2gis,mixed
Кассир Нигина оте жылдам екен бургерлеры дамды екен советую,5,shymkent,шаурма,70000001060587651,,225333754,2026-02-28T23:11:46.967193+07:00,2gis,mixed
Операторлары жақсы екен сразу ответ жазады доставка тез жеткізіп берді,5,shymkent,шаурма,70000001060587651,,225333739,2026-02-28T23:11:42.007308+07:00,2gis,mixed
"Барлығы дәмді, керемет. Постоянно осы жерден аламыз.",5,shymkent,шаурма,70000001060587651,,197049843,2025-11-01T22:32:00.463887+07:00,2gis,mixed
Асад деген повр оте адемы ыстйды лаваштарды,5,shymkent,шаурма,70000001060587651,,210058814,2026-01-04T04:48:13.974918+07:00,2gis,mixed
Самал 3тегы еңңңңң зорр лавашкойй,5,shymkent,шаурма,70000001060587651,,206019494,2025-12-16T01:09:07.001045+07:00,2gis,mixed
Пиццалары ужс вообще күйіп кеткен всегда осылай,5,shymkent,шаурма,70000001060587651,,184595601,2025-09-05T22:26:07.948473+07:00,2gis,mixed
Керемет тағамдары Маржан деген қыз вапшее күштіі,5,shymkent,шаурма,70000001109564326,,240973114,2026-05-07T12:39:22.849743+07:00,2gis,mixed
"Тамақтары күшті,обслуживание да жақсы офицантка Маржан топ топ",5,shymkent,шаурма,70000001109564326,,240917146,2026-05-07T01:08:56.596966+07:00,2gis,mixed
әдемі место живая музыка классно администратор Акбар молодец,5,shymkent,шаурма,70000001109564326,,237342310,2026-04-20T23:27:11.666038+07:00,2gis,mixed
"Оте жаксы жер, тамактары дами,живая музыка. Бастығының ози кутип,шығарып салып тур",5,shymkent,шаурма,70000001109564326,,235134843,2026-04-10T13:06:13.642325+07:00,2gis,mixed
Кухняны сөзбен айтып жеткізе алмаймын прям күштіі персонал вобщем суперрр,5,shymkent,шаурма,70000001109564326,,235091983,2026-04-10T05:04:52.204645+07:00,2gis,mixed
Жаксы жер маган унады. Обслуживающий персонал на высшем уровне. Цены не кусаются. Бауырсаки очень вкусные.,5,shymkent,шаурма,70000001109564326,,232500401,2026-03-29T21:37:25.153389+07:00,2gis,mixed
"Приехали из Алматы, искали хорошее заведение чтобы день рождение отпраздновать  это прекрасное место, шашлык вкусный, салаты, закуски, для детей тоже все есть картошка фри, пицца, наггетсы! Персонал тоже молодцы  шеф повару отдельный рахмет ",5,shymkent,шаурма,70000001109564326,,231092771,2026-03-23T20:38:46.610504+07:00,2gis,mixed
Зор тамақ лаваш өте сочный мощный шаурма зор тамақ дәмді,5,shymkent,шаурма,70000001109564326,,231028749,2026-03-23T16:05:16.947589+07:00,2gis,mixed
Жанды дауыста музыка оте кушти и тамактарыда ,5,shymkent,шаурма,70000001109564326,,230032044,2026-03-18T18:11:12.285632+07:00,2gis,mixed
Барлығы күшті керемет бір ғана но тағамдардың тұзы өткірлеу екен а так персоналдарыңыз мықты,5,shymkent,шаурма,70000001109564326,,229743190,2026-03-18T04:02:37.274609+07:00,2gis,mixed
"Тамақтары өте дәмді
Қарын мантысына сөз жоқ 
Обслуживаниесі топ  и то процент жоқ  Рахмет айтамын ",5,shymkent,шаурма,70000001109564326,,225152429,2026-02-28T01:17:39.831954+07:00,2gis,mixed
"Тамақтары өте дәмді, Нургуль жақсы қызмет жасады, бәрі көңілімізден шықты
Музыкамен тамақтану вообще топ
Алла істеріңізге береке берсін",5,shymkent,шаурма,70000001109564326,,224935162,2026-02-26T23:19:18.793596+07:00,2gis,mixed
"Тамактары оте дамды !Асыресе карын манты , номад коже советую Кызмет корсету сапасы оте жогары ",5,shymkent,шаурма,70000001109564326,,223741755,2026-02-25T23:19:21.758922+07:00,2gis,mixed
"Өте керемет қызмет көрсетті осы кафеде 
Жансая деген официантка жарайсың",5,shymkent,шаурма,70000001109564326,,220378362,2026-02-18T22:55:13.075224+07:00,2gis,mixed
Маған обслуживания қатты ұнады оссобенно Анель Маржан Жансая осы 3 қыз енді көп келем,5,shymkent,шаурма,70000001109564326,,220333659,2026-02-18T19:17:39.635296+07:00,2gis,mixed
"Керемет орын! Живая музыка бар, атмосферасы өте жағымды. Админ жігіт қарсы алып, сыпайы қызмет көрсетті. Тамақтары да өте дәмді, бәрі ұнады. Тағы келеміз.Ұсынуға тұрарлық орын",5,shymkent,шаурма,70000001109564326,,214588512,2026-01-26T18:57:52.951126+07:00,2gis,mixed
Анель деген офф жақсы обслужабание етеды екен риза болдым,5,shymkent,шаурма,70000001109564326,,212561188,2026-01-17T01:28:14.490419+07:00,2gis,mixed
"Өте таза, приятная атмосфера, обслуживает очень хорошо. Отбасымызға ұнады!",5,shymkent,шаурма,70000001109564326,,211529870,2026-01-11T22:47:51.178135+07:00,2gis,mixed
Қарын мантылары дерзкий екен келіңіздер өкінбейсіздер! Сервис өте жоғары деңгейде. Ресторан ұжымына респект!,5,shymkent,шаурма,70000001109564326,,211483031,2026-01-11T18:50:54.501207+07:00,2gis,mixed
"Бешбармақ пен қуырдақ 
Дәмді асқа жата ма?
Жегің келсе дәмдісін 
Паталогы SAFA да 

Обезятельно барыңыздар тамақтары өте дәмді ",5,shymkent,шаурма,70000001109564326,,207783538,2025-12-24T22:25:24.253354+07:00,2gis,mixed
"Бүгін жақындарымызбен бардық, өте керемет тыныш жер екен, тамақтары дәмді әрдайым солай болса екен, повар, және офик кызға рахмет күшті обслуживоение болды, тех персаналдағы апшеде сондай жылы жузды апке екен, жалпы барлығы ұнады, всем советую",5,shymkent,шаурма,70000001109564326,,207749452,2025-12-24T20:20:46.749937+07:00,2gis,mixed
"Обслуживание күшті, іші әдемі и жылы, тағамдары да дәмді и қымбатта емес,техничка апай и Асқар молодец One love ",5,shymkent,шаурма,70000001109564326,,207739772,2025-12-24T19:45:16.736861+07:00,2gis,mixed
"Тамақтары дәмді, обслуживание тегін ещё",5,shymkent,шаурма,70000001109564326,,201875988,2025-11-24T20:46:58.976346+07:00,2gis,mixed
"Өте керемет! 
қызыметтері тамақтары көңілден шықты Советую келіңіздер!!!",5,shymkent,шаурма,70000001109564326,,201537165,2025-11-22T22:15:37.824713+07:00,2gis,mixed
оте жаксы обслужка персонал буткылыде келып турамын,5,shymkent,шаурма,70000001109564326,,201405723,2025-11-22T09:57:09.593379+07:00,2gis,mixed
"Тамактары оте дәмді свежийй 
Баруға кеңес беремін",5,shymkent,шаурма,70000001109564326,,201313148,2025-11-21T19:00:40.416074+07:00,2gis,mixed
"Тамақтары дәмді, порцияларыда жақсы екен! Істеріне береке берсін, плов, самса  Обслужевание 0%",5,shymkent,шаурма,70000001109564326,,201288325,2025-11-21T16:56:19.549663+07:00,2gis,mixed
Тамаша Жаксы дамди тамактар приятный персонал,5,shymkent,шаурма,70000001109564326,,201067153,2025-11-20T16:13:19.174213+07:00,2gis,mixed
Оте керемет ресторан дизаин тамактары,5,shymkent,шаурма,70000001109564326,,200929009,2025-11-19T20:14:29.433138+07:00,2gis,mixed
куриный бургер адем шықты дәмді болды,5,shymkent,шаурма,70000001100149113,,248541956,2026-06-08T20:28:44.932386+07:00,2gis,mixed
Куриный бургер темаНұрқанат повар вкусно готовит,5,shymkent,шаурма,70000001100149113,,248541807,2026-06-08T20:28:11.488072+07:00,2gis,mixed
"Бұл жерге бір емес,екі емес,үш емес,төрт емес,уже БЕС рет келдім!
Өте дәмді,вкусно,ням-ням
Приходите с друзьями,так будет вкуснее
Ещё и внутри все красиво",5,shymkent,шаурма,70000001100149113,,239839564,2026-05-02T12:52:50.733929+07:00,2gis,mixed
"Шаурмааа кереметтт екен 
Всегдаа келетын боламызззз",5,shymkent,шаурма,70000001100149113,,238212142,2026-04-25T03:57:41.974794+07:00,2gis,mixed
"Сервис куштыыы кассадагы апше милашкаа,всё вкусно келындер",5,shymkent,шаурма,70000001100149113,,237926978,2026-04-23T18:51:35.862078+07:00,2gis,mixed
"Вкусно+идёт акция 2 бургера за 1490тг,а шаурма 790тг",5,shymkent,шаурма,70000001100149113,,237511897,2026-04-21T21:08:24.428402+07:00,2gis,mixed
Обслужка зор рахмет унады сочный шаурма,5,shymkent,шаурма,70000001100149113,,237680823,2026-04-22T14:53:54.000931+07:00,2gis,mixed
САМАЯ ЛУЧШАЯ ДОНЕРКА В ШЫМКЕНТЕ,5,shymkent,шаурма,70000001100149113,,236197097,2026-04-15T21:01:48.373913+07:00,2gis,mixed
"Күшті, күнде келеміз Обслуживание топ",5,shymkent,шаурма,70000001100149113,,235053081,2026-04-09T22:51:55.632958+07:00,2gis,mixed
Меруерт жақсы офицантка керемет қыз ашық жарқын 4 жігіттің артынан мың алғыс,5,shymkent,шаурма,70000001100149113,,229552461,2026-03-17T05:40:09.802609+07:00,2gis,mixed
"Шаурма зор, лаваш 10 нан 7 берем. Керемет. Рахмет",5,shymkent,шаурма,70000001100149113,,229548509,2026-03-17T03:53:27.858297+07:00,2gis,mixed
Касссдагы Дана апше зор екен унады тагыда келемыз лаваштары сочный,5,shymkent,шаурма,70000001100149113,,228433407,2026-03-11T17:12:56.462268+07:00,2gis,mixed
"Обслуживание на высшем уровне кассадағы қызғада рахмет,өте дәмді екен",5,shymkent,шаурма,70000001100149113,,228433051,2026-03-11T17:11:10.641861+07:00,2gis,mixed
Шеф донер оте зор тек осы жерге келып шаурма жеймыз Дана админ ге рахмет кушты админ екен,5,shymkent,шаурма,70000001100149113,,212090890,2026-01-14T17:19:01.26453+07:00,2gis,mixed
Прямм куштыы постоянно сабой аламын осылай куштыы кылып салып жбереды айлаввв ююю жумысшы кыздарда кулыпп турады жүздері жыллыы куштыы жерр 10/1000,5,shymkent,шаурма,70000001100149113,,219260364,2026-02-14T14:58:15.180232+07:00,2gis,mixed
"Ұлибеке офцант топ топ топ
Премия алуға лайықты",5,shymkent,шаурма,70000001100149113,,214735105,2026-01-27T14:39:28.962242+07:00,2gis,mixed
ЖАНЫМММ. УЛБИКЕ АПШЕ ТОП ТОП ТОПП. УНЕМЫ ТЕК ОСЫ КЫЗ УШЫН КЕЛЕМЫЗ. Всегда вежливая добрая. КЛАССНО ОБСЛУЖИВАЕТ,5,shymkent,шаурма,70000001100149113,,214735147,2026-01-27T14:39:38.681854+07:00,2gis,mixed
Абслуживание топ  қыздары на ,5,shymkent,шаурма,70000001100149113,,213203651,2026-01-20T14:59:37.993435+07:00,2gis,mixed
Чикен бургер унады прям уауДана админге рахмет үлкен,5,shymkent,шаурма,70000001100149113,,212092071,2026-01-14T17:24:30.382226+07:00,2gis,mixed
"Шаурма,лаваштары өте дәмді екенсочный,мошный ",5,shymkent,шаурма,70000001100149113,,211194184,2026-01-10T01:37:46.554661+07:00,2gis,mixed
"Офицанты очень хорошие,но чикен тым майлы жи алмадык",4,shymkent,шаурма,70000001100149113,,209769986,2026-01-02T14:32:13.370836+07:00,2gis,mixed
Обслуживание жоғары деңгейді Дана администратор өте керемет ,5,shymkent,шаурма,70000001100149113,,206624767,2025-12-19T12:37:18.065685+07:00,2gis,mixed
"Оте керемет обслуживание, кассадагы кыздар оте жаксы карсы алады, бары тамаша ",5,shymkent,шаурма,70000001100149113,,206502297,2025-12-18T18:05:16.921723+07:00,2gis,mixed
Обслужка зор тагамдары оте дамды кыздары кулып карсы алып шыгарады,5,shymkent,шаурма,70000001100149113,,206491656,2025-12-18T17:16:40.068767+07:00,2gis,mixed
Фатима деген офиццантка әдемі екен ,5,shymkent,шаурма,70000001100149113,,205262890,2025-12-12T01:42:22.182311+07:00,2gis,mixed
Тек осы жерден заказ беремін шаурмалары өте дәмді все на высшем уровне!!!,5,shymkent,шаурма,70000001100149113,,205243202,2025-12-11T23:26:09.013479+07:00,2gis,mixed
Донерлері зор прям аппетитный Ойланбай бара беріңіздер,5,shymkent,шаурма,70000001093454001,,248775115,2026-06-09T19:46:48.268998+07:00,2gis,mixed
Тема прям))) багет өтті бізге) доставкамен барлығын приятно етіп салып жіберген,5,shymkent,шаурма,70000001093454001,,247773252,2026-06-05T15:39:46.082026+07:00,2gis,mixed
"Обслуживание отдельно керемет Донер дәмі жағынан келсееек өтініп сұрағанымызды елеп жасап берді керемет, заказ көп болғанның өзінде тез шығарып берді",5,shymkent,шаурма,70000001093454001,,245036225,2026-05-26T12:09:00.495467+07:00,2gis,mixed
"Өте дәмді, кушты обслуживание !!! филиял көбейе берсын",5,shymkent,шаурма,70000001093454001,,247699374,2026-06-05T07:27:44.5195+07:00,2gis,mixed
Донер супер  ғашықпын именно осы адрестегіге,5,shymkent,шаурма,70000001093454001,,246502728,2026-05-31T20:39:42.579492+07:00,2gis,mixed
"Соондай дәмді. Донерге заказ беріп, айрандарына заказ бермеген болатынбыз, но + айран и  қосып жіберіпті приятно!!! Почти бірааз болды осыннан алатынымызға",5,shymkent,шаурма,70000001093454001,,246223811,2026-05-30T20:48:56.519092+07:00,2gis,mixed
"Онлайн заказ берем 
Асияға рахмет жылы қбылдап алады онлайн заказды",5,shymkent,шаурма,70000001093454001,,246125040,2026-05-30T15:18:09.801157+07:00,2gis,mixed
"“Шыны керек, көптен бері мұндай вкусный донер жемеппін 
Еті juicy, бәрі свежий, соусы вообще отдельный кайф 
Порциясы да тойымды.
Қызмет көрсеткен ағаларға да respect 
Атмосфера, сервис, дәм — бәрі топ деңгейде.
Енді донер жесем, тек сіздерден аламын""",5,shymkent,шаурма,70000001093454001,,245973639,2026-05-29T23:40:41.588573+07:00,2gis,mixed
"“Doner na Argynbekova”алғысым шексіз Өзім басқа қалада болсам да, бальницада жатқан бауырыма заказды жеткізіп, бәрін жоғары деңгейде ұйымдастырды Әсіресе менеджер қыздың қызметі мен қарым-қатынасы өте ұнады. Осындай сервистен кейін міндетті түрде тағы заказ беремін Шымкентім күшті ғой",5,shymkent,шаурма,70000001093454001,,245800187,2026-05-29T12:11:38.924827+07:00,2gis,mixed
"Өте қатты ұнады, рахмет дәмі мочный сочный болды, менеджер қыздар тез қабылдап күштілеп таңғы 5 те салып жіберді, ыстық қылып",5,shymkent,шаурма,70000001093454001,,245706807,2026-05-29T07:23:17.488025+07:00,2gis,mixed
Дәмі керемет.жеткізу қызметі де прям зоорррр,5,shymkent,шаурма,70000001093454001,,245364391,2026-05-27T18:09:12.514039+07:00,2gis,mixed
Донер Керемет Катты унады организация Донер на Аргынбекова улкен Рахмет подача Керемет келды 17.05.2026,5,shymkent,шаурма,70000001093454001,,243189257,2026-05-17T23:03:29.332548+07:00,2gis,mixed
"Номер 1 шымкент донер унайды прям  
Дәмине ешқандай донер жете алмайд
24/7 ыститыне куанасынгой 
Еще заказымде сразу келды ыстыктай жеп алдым обожаю прям 
Кассир кызгада рахмет сразу отв берып кабылдаганына",5,shymkent,шаурма,70000001093454001,,243026989,2026-05-17T04:45:16.044976+07:00,2gis,mixed
"Ммммуааа  Донерлерінің дәмі пах-пах шіркін! Бір жесең, қайта-қайта жегің келіп тұрады ғой
Наггетсылары да сочный, нағыз мощный! 
Келіп, өздеріңіз де дәмін көріңіздер",5,shymkent,шаурма,70000001093454001,,242433030,2026-05-14T12:55:55.07987+07:00,2gis,mixed
Донеры керемет екеен кассер вообще зоор ,5,shymkent,шаурма,70000001093454001,,242219394,2026-05-13T13:02:06.935335+07:00,2gis,mixed
Оте керемет условиясы да Мерей не рахмет Алла разы болсын,5,shymkent,шаурма,70000001093454001,,241728067,2026-05-11T06:22:20.324614+07:00,2gis,mixed
"Донерлерыы кушты пряям, тез дайндайдыы и вкуснооо",5,shymkent,шаурма,70000001093454001,,241603188,2026-05-10T16:40:19.088547+07:00,2gis,mixed
Прям донерлері отт күшті дәмі енді зорр прям обслуживание ваше суперр,5,shymkent,шаурма,70000001093454001,,241581683,2026-05-10T14:51:53.754655+07:00,2gis,mixed
Прямммм донерр сочныййй суперрр  жақсыыы көрсеткішш уақытылы келед,5,shymkent,шаурма,70000001093454001,,241578320,2026-05-10T14:33:23.178763+07:00,2gis,mixed
"Донер просто бомба  Қызмет көрсетуі де керемет, атмосферасы уютный.",5,shymkent,шаурма,70000001093454001,,241577767,2026-05-10T14:30:18.586599+07:00,2gis,mixed
Керемет жер донерлеры вообще күштііі,5,shymkent,шаурма,70000001093454001,,241572490,2026-05-10T14:00:50.292905+07:00,2gis,mixed
"Обслуживание нашарлау заказды толық бермейді ұмытып кетіппіз деп тұрады 
А так лаваштары ұнайды",4,shymkent,шаурма,70000001093454001,,240476556,2026-05-05T12:06:36.448537+07:00,2gis,mixed
Все было вкусно. Поварға үлкен рахмет қызмет көрсету сапасы ерекше әсер етті,5,shymkent,шаурма,70000001093454001,,238603460,2026-04-27T01:40:56.338875+07:00,2gis,mixed
"Рахмет, постоянно заказ беремін, күшті",5,shymkent,шаурма,70000001093454001,,238330087,2026-04-25T19:06:54.659508+07:00,2gis,mixed
"прям обожаю вас!
донерлері өте дәмді қызмет сапасы прям вау өсе беріңіздер",5,shymkent,шаурма,70000001093454001,,238152686,2026-04-24T21:05:58.926276+07:00,2gis,mixed
"Администратор хорошая, оз жумысын жаксы жасайды",5,shymkent,шаурма,70000001093454001,,238010541,2026-04-24T04:36:05.873634+07:00,2gis,mixed
Донерлері прям кушті как всегда осы жерге кеп жеп кетеміз өте тойымды әрі бағалары тиімді,5,shymkent,шаурма,70000001093454001,,237575134,2026-04-22T01:34:14.648157+07:00,2gis,mixed
"Донерлер өте дәмді, всегда заказды уақытымен, ыстық күйінде жібереді.",5,shymkent,шаурма,70000001093454001,,237224665,2026-04-20T14:19:20.934045+07:00,2gis,mixed
"Донеркадан жиі аламын, әрқашан дәмді. Бүгін де бәрі керемет болды. Оператор Асия молодец, өте сыпайы әрі жылдам жұмыс істейді!",5,shymkent,шаурма,70000001093454001,,236455452,2026-04-16T18:29:17.92297+07:00,2gis,mixed
Әдемі екен дөнерлері курийный жедім чесночный соустары да әдемі 15 минутта дайындап берді сабой алдык салфетка салуды умытып кеткен шыгар бірақ донерлері өте дәмді,5,shymkent,шаурма,70000001093454001,,236116264,2026-04-15T14:53:14.822176+07:00,2gis,mixed
"Донер вкусы прям кушти унайды.Всегда заказ беремиз 
Кеше Бирден оперативти турде тусинбеушиликти шешти 
Комплимент ретине айран сок жане косымша Донер салып жиберген 
Рахмет улкен ",5,shymkent,шаурма,70000001093454001,,235777926,2026-04-13T16:04:58.726727+07:00,2gis,mixed
