text,language,label,lingua_label
"Жақсы жаңалық сияқты ғо. Ипотека бойынша проценттер түссе, халыққа жеңілдеу болар еді. Күтеміз, көрерміз.",kaz,,mixed
"Хорошо, если конкуренция реально снизит ставки, ипотека қолжетімді болады",kaz,,mixed
"мм, заңға бағыну керек енді",kaz,,mixed
"Динамика уже положительная, темпы снижаются — постепенно реттейді",kaz,,mixed
"Работают нормально, техника жеткілікті екен",kaz,,mixed
Снег жауғанда коммуналдық қызметтер уақытында жұмыс жасап жатыр екен 🌨️,kaz,,mixed
"Ай, өзің де тыныш жүрмейсіңбе басқа қалада Астанада жүрсің 🤦‍♀️ слов нет 👎",kaz,,mixed
"Красавчик парень, уважуха, что казахша үйреніп жүр,молодец",kaz,,mixed
"Абзал Нүкенов профессионал, өз ісіне мықты, креативті, кісілік келбеті, адами қасиеті жоғары мемлекетшіл тұлға. Сәттілік тілеймін!",kaz,,mixed
Пирамида емес қой Назира голд. Алтын бар ғой ол жерде тек ақша емес.,kaz,,mixed
Герои нағыз батырлар 👍,kaz,,mixed
"Бізге бұл пропаганда қажет емес, дұрыс қадам екен",kaz,,mixed
"мм, ауа райы күрделі болайын деп тұр екен",kaz,,mixed
"Мошенники ештеңеден тайынбайды екен, сақ болайық",kaz,,mixed
"Финляндиямен әріптестік жақсы бағытта дамып жатыр, технология мен инвестиция келеді.",kaz,,mixed
"Екі елдің өзара құрметке, тұрақты дамуға және бейбітшілікке негізделген әріптестігі алдағы жылдары да жемісті боларына сенім мол.",kaz,,mixed
"Финляндия – инновация мен білім саласында әлемге танымал мемлекет. Қазақстан үшін бұл тәжірибе маңызды, себебі еліміз өз экономикасын әртараптандыру және тұрақты даму бағытында батыл қадамдар жасап келеді. Білім беру, жасыл энергетика, цифрлық технологиялар және экологиялық тұрақтылық салаларындағы бірлескен жобалар екі елдің стратегиялық серіктестігін жаңа деңгейге көтеруде.",kaz,,mixed
Финляндия мен Қазақстан арасындағы достық — өзара сыйластық пен ортақ құндылықтарға негізделген берік көпір.,kaz,,mixed
"Қазақстан мен Финляндия — Еуразия құрлығында орналасқан, өзара сыйластық пен ынтымақтастыққа негізделген елдер.",kaz,,mixed
"Энергия саласында осындай жоспарлар керек, болашаққа жақсы қадам екен",kaz,,mixed
"Мына жігіт өсіп кетипти гой темир жолда бир бастыктын көмекшиси болып жүр еді, өткенде минтранста комитет бастыгы болганда халык пен журналист сұрагына жауап бере алмай мынкылдап тұр еді утил сбор алып таста дегенде баскада сұрактарга",kaz,,mixed
"Керемет жетістік, регби дамып келеді екен!",kaz,,mixed
"Шуламайық, по закону разберутся",mixed,,mixed
"Погода жақсы сияқты, бірақ Алматы мен Шымкентте жаңбырға дайын болу керек екен 🤔",kaz,,mixed
"Қвшан расходы аз кішірек шағын заманауи самолет, тік ұшақтармен тасиды екен",kaz,,mixed
Против сильных спортсменов Китая! Жарайсың! Жаратқан Тіл Көзден сақтасын сені!,kaz,,mixed
Поселение Көкен находиться у подножия гор Кокентау недалеко от города Семей.,ru,,mixed
"Ол комиссиядан не пайда, онданда жолдың ақшасын жегендерді соттамайсыңдарма. Бүкіл жерде жол екі жолақ екі бөлек, ал Ақтөбе мен Атырауда бір жолақ, авария көп болмағанда несі қалды",kaz,,mixed
Ой зачем так пугать! По факту ведь не будет такого уведомления! Алла сақтасын,mixed,,mixed
"Алаяқтар ұсталса, енді сот шешімін күтеді екен",kaz,,mixed
Осы уақытша мораторий халыққа жақсы көмек болады екен,kaz,,mixed
"мм, қызық жағдай 🤔",kaz,,mixed
Пафос ең слабый команда гой,kaz,,mixed
"Парни тырысып жатыр, екінші таймда гол болса екен",kaz,,mixed
"Ой, Темирлан жарақат алған екен, бірақ матчты жалғастырыпты екен ғой💪",kaz,,mixed
"Еее, қызық матч болайын деп тұр",kaz,,mixed
"Кайратқа сәттілік, стадион лық толы сияқты",kaz,,mixed
"Стадионда атмосфера мықты болады, полиция да қадағалап жүр ғой",kaz,,mixed
Енді не істеу керек министерство?,kaz,,mixed
"Казахстан мен Әзербайжанның бауырлық байланыстары нығая түсті екен, жақсы қадам👏",kaz,,mixed
"Елге пайдасы мол жоба екен, даму үшін жақсы қадам",kaz,,mixed
Орта дәліздің дамуы бізге логистика мен экономика жағынан пайдалы болады,kaz,,mixed
"Транзит күшейсе, экономикаға серпін береді ғой",kaz,,mixed
"Әйтеуір бір причина табасыңдар,көтеріңдер квартал сайын.82 жастамын .Бәрін көтеріңдер электричество суды,мусорды.Пенсия 40 жылдан 157 мың.",kaz,,mixed
Баяғыша халықтың құлағынан тебу. Министр өзі шығып неге көрмейді тексермейді интернетің жағдайын өтірік айтқанша.Сенбесе Мерке санаториясына келіп көрсін ИНТЕРНЕТІҢ ЖАҒДАЙЫН?,kaz,,mixed
"Жақсы жаңалық, интернет қолжетімді болады екен барлық жерде",kaz,,mixed
"Красота, конечно, космос — бөлек әлем",kaz,,mixed
"Хорошо, что с Азербайджаном байланыс күшейіп жатыр",kaz,,mixed
"Осындай жаңалықтар керек еді, халыққа пайдасы мол екен",kaz,,mixed
"Госинтерес защитили, прокуратура жұмысты дұрыс істеп жатыр екен",kaz,,mixed
"Байкамуров реально зверь на ковре, просто машина. Заслуженная победа,құтты болсын",mixed,,mixed
А ИИпрограмироаали НАВЕРНОЕ в көрші елде:ТЭНГЕ,kaz,,mixed
"Интерес к стране растет, туризмға да ақша түсіп жатыр",kaz,,mixed
"Взаимные поездки теперь проще будут, қосымша мүмкіндік ашылады",kaz,,mixed
"Осы блогерлерге қатал жаза қолданыылсын,тәртіптен жұрдай бола бастадық! Ұялмайды Америкалық дейді ғой.Телефонға Вирус болып кіреді.",kaz,,mixed
Алла сақтасын Крановщик  употребляет во время работы наркотик.Балық басынан шіриді.Барлық стройканы тексеру керек.,kaz,,mixed
"Расследование идет, кінәлілер жауап береді",kaz,,mixed
"Поздравляю, тәжірибесі бар адам",kaz,,mixed
"Полезные изменения, люди больше қорғалады теперь",ru,,mixed
"Ммм, әлемде тыныштық жоқ екен",kaz,,mixed
Парламент реформасы уақтылы қолға алынған сияқты,kaz,,mixed
"Молодец, характер көрсетіп жатыр",kaz,,mixed
"Керемет, Шевченко алға! 🎾",kaz,,mixed
"Ого, қандай қызық жаңалық, үлкен олжа болуы мүмкін екен!",kaz,,mixed
"Главное, что сейчас девочка бақылауда и көмектесіп жатыр",mixed,,mixed
"Разбираются, бәрі бақылауда",kaz,,mixed
"Красава, Давид — на әлемдік деңгейде елдің атын шығарып жүр",kaz,,mixed
"Красава, нацияның атын шығарып жүр",kaz,,mixed
"Киберспорт дамып жатыр, Қазақстан үшін керемет жетістік! 🎮✨",kaz,,mixed
"Видно, скрининг күшейту керек сияқты",kaz,,mixed
"Бизнес үшін ашық ережелер керек еді, енді бәрі әділ болады",kaz,,mixed
"Дұрыс жасапты, енді бизнес ашық болады",kaz,,mixed
"Нормально, теперь и порядок, и контроль күшейген сияқты",kaz,,mixed
"Производится больше, а дифицит бюджета не меньше, цена нефти в долларах, а зарплата в теңге, куда налоги уходят, чиновникам в карман, чтобы за границу уехать?",ru,,mixed
"Показатель жақсы вырос, экспортқа да үлес қосады",kaz,,mixed
"Красавчик Караман, нағыз гол болды",kaz,,mixed
"Мир бәрібір керек, келісімге қадам бар",kaz,,mixed
Подземных паркингах надо запретить поркаваться электроавтомобили если загориться его не қақ не потушить.,mixed,,mixed
"Жақсы, теперь сот шешімін күтейік",kaz,,mixed
"Посмотрели, бәрін анықтапты, енді тынышталатын шығар",kaz,,mixed
"Бастысы, министр өзі бақылап отыр, бәрі анықталады",kaz,,mixed
"Хорошая инициатива, парки зеленее болады, студенттерге де, қалаға да ауа керек",kaz,,mixed
"Послы обновляются, байланыс кеңейіп жатыр",kaz,,mixed
"Поздравляю Ержана, тәжірибесі бар адам",kaz,,mixed
"Выборы акима в Семее — новый этап, халықтың дауысы естіледі енді",mixed,,mixed
"мм, ауа райы құбылып тұр екен 🤔",kaz,,mixed
"Погода шындап тұр екен, абайлап жүрейік.",kaz,,mixed
"Ну, теперь очередь быстрее болады ғой, биометрия бәрібір керек нәрсе",kaz,,mixed
"Хороший шаг для города, люди сами таңдайды теперь",ru,,mixed
"Хоть бы соғыс тоқтаса, халыққа азық жетсе екен",kaz,,mixed
"Молодцы, экологияға осылай көңіл бөліп жатқаны қуантады",kaz,,mixed
"мм, қызық бастама екен 🤔",kaz,,mixed
"Жақсы ой, осындай экожобалар керек-ақ",kaz,,mixed
"Мынау красавчиктер ғой, жарады жігіттер",kaz,,mixed
"Жарайсың Зангар, мықтысың!",kaz,,mixed
"Жарайсың, Зангар, тағы да жеңістер көп болсын! 💪🎾",kaz,,mixed
Молодец Зангар! Қазақстанның атын шығарып жатыр.,kaz,,mixed
"Комиссию құрып жатыр, бәрі тексеріледі",kaz,,mixed
"Везде шиеленіс, тыныштық жетіспейді екен",kaz,,mixed
"Как раз ертең бүгін өскеменге кетіп бара жатыр едім. Қандай киім алатынымды білмей тұрған едім, жақсы болды ғой.",kaz,,mixed
"Проблему шеше бастағаны көрініп тұр, келіссөздер жүріп жатыр",kaz,,mixed
"Переговоры жүріп жатыр екен, мәселе шешіліп қалады деп үміттенемін",kaz,,mixed
"Жас боп , қаншама проблемалар денсаулығыңда",kaz,,mixed
"Хорошо что глава государства лично принял экологическую акцию и посетил несколько мест, действительно экология одна из ключевых вопросов нашей страны, мы за Таза Қазақстан",ru,,mixed
"Молодёжь когда шын ниетпен жұмыс істесе, елдің дамуына үлес қосады",kaz,,mixed
"Молодцы, жастарға үлгі болып жүрсіңдер ✊",kaz,,mixed
"Жақсы жұмыс, щенок аман қапты екен 🐶",kaz,,mixed
Хотуны мына қыздың жабысқанын көріп әтәтәйт демесін,kaz,,mixed
"Много шума ночью было в мире, но нам главное — тыныштық пен тұрақтылық",mixed,,mixed
"Осень в этом году реально радует, фотки кайфовые шығып жатыр",mixed,,mixed
"Рабочие места болады, өңірге серпін береді",kaz,,mixed
"Если инфляция төмендесе, үй бағасына да оң әсері болады ғой",kaz,,mixed
Ортақ транспорт жолдарын дамыту елге пайдалы болады екен,kaz,,mixed
"Токаев молодец, осындай форумдар елге пайдасын береді",kaz,,mixed
"Ну вообще логика бар, подделудан қорғау керек қой",kaz,,mixed
"Ұлттық банк жақсы қадам жасаған сияқты, теңге нығайып жатыр екен.",kaz,,mixed
"По делу говорят, инфляцияны ұстап тұру керек",kaz,,mixed
"Это реально облегчит жизнь водителям, спокойно жұмыс істейді теперь",kaz,,mixed
"Видно, инфляцияны тежемекші",kaz,,mixed
Екі деңгейлі авторизация қауіпсіздік үшін дұрыс қадам екен.,kaz,,mixed
"Тогда СА входили УЗ,КР,ТУРКМЕНИЯ,ТАДЖИКСТАН, ОНИ ВМЕСТЕ ҚАЗАҚСТАНОМ ЦА",ru,,mixed
"Алматыда 1 бөлме алып 25 жылға үйленеді,тумай ипотека төлеп пенсияға шығып кетесің ғой",kaz,,mixed
"Весь мир едет в Казахстан на заработки, а наша молодежь бежит из страны. Этот факт не красит страну и власть, которые не смогли создать нормальные условия для свои граждан. Советую власти послушать слова Голда Мейер (V-Премьер Израиля) по поводу выезда из страны своих граждан. Саны бір уысқа татымайтын, тарыдай шашылып жүрген қазақтың болашағы не болмақ?",mixed,,mixed
"Кассир қыз біраз шулатыпты екен, енді заңмен шешіледі.",kaz,,mixed
Парламентті реформалау бойынша жұмыс тобы құрылғаны жақсы жаңалық екен,kaz,,mixed
"Полиция дело қозғап, тергеу жүргізіп жатыр, кінәлілер жазасын алады.",kaz,,mixed
"Сот дұрыс шешім қабылдаған сияқты, заң бәріне ортақ.",kaz,,mixed
"Дұрыс қадам, қала инфрақұрылымы дами түседі",kaz,,mixed
За рекламу казино қатаң шара керек екен.,kaz,,mixed
"Погода қатаң болады екен, абай болу керек.",kaz,,mixed
"Проблему анықтап жатыр, ветеринарлар жұмыс істеп жатыр ғой.",kaz,,mixed
"Керемет жаңалық, Джеки Чанның фильмдерін Қазақстанда түсірсе, туризм дамиды ғой 🎥",kaz,,mixed
Елде бизнеске жаңа серпін беретін форум өтетін сияқты 🤔,kaz,,mixed
"Тәжірибесі мол, дұрыс тағайындау сияқты",kaz,,mixed
"Аман болсын бәрі, штаб бақылауға алған екен 🙏",kaz,,mixed
"Вы правы, но если бы не эта команда, то в прошлом сезоне ФК Қайрат не был бы чемпионом, и не играл бы Шерхан сегодня в ЛЧ против Реала",ru,,mixed
"Сонда, Қазақстанда барлығы жоғы 28 мың га алма бауы бар ма? Өте аз ғой. Кезінде, алма егемін деп, айқай салып, мемлекеттен қырауыр қаржы алғандар қайда. Тағы да, сол алма бауын өсіріп жатқандарға субсидия беріп жатырмыз дейді. Мен, ата қонысым, Түркістан  (ОҚО) облысы  Төлеби ауданы Сайрамсуда 2001-ші жылдан   5,5га жерге  алма бауын отырғызып өсірдім. Мемлекеттен субсидия да алғаным жоқ. Жылдағы бауға себетін дәрі де қымбат. Ең қиыны, алма, алмұртты өткізетін жер жоқ. Саудагерлер бағасын төмен ұрып, кетірген шығынды да орнына келтіре алмайсың. Ең ары, аудан және облыс басшыларына алманы, алмұртты өткізуге көмектесіңдер, болмаса кем балалар оқитын оқу орнын  тауып беріңдер. Олардың қызметкерлері бауға көмектесіп қарасса, шыққан өнімнің жартысын тегін берейін деп те сұрандым. Ешқайсысы сұранышыма көңіл бөлген жоқ. Бұрынғы кезде әр аудан орталығында жеміс қабылдайтын баздар бар еді. Соларды қайтадан құрып жұмыс істетсе. Дұрыс болар еді.",kaz,,mixed
"Керемет жеңіс, жарайсың Зангар! 🎾💪",kaz,,mixed
"Еее, Перейра қайта чемпион болған екен!",kaz,,mixed
Токаев Люксембургтің жаңа ұлы герцогын құттықтады — жақсы дипломатиялық қадам екен.,kaz,,mixed
"Костанайлықтар жарады, Лига Европаға жол ашылды! ⚽️",kaz,,mixed
"Жарайсың, Амира, алдағы жарыстарда сәттілік тілейміз!",kaz,,mixed
"мм, ауа райы өзгеріп тұр екен🤔",kaz,,mixed
Бағдат Мусин молодец,kaz,,mixed
"Мектептерде фастфуд сатуға шектеу дұрыс қойылған екен, жауапкершілік те маңызды.",kaz,,mixed
АЭС салу — еліміздің энергия тәуелсіздігі үшін маңызды қадам екен.,kaz,,mixed
"Форум Digital Bridge 2025 пайдалы бастама екен, жаңа технологиялар мен білім саласын дамытамыз.",kaz,,mixed
"мм, ауа райы құбылмалы екен 🤔",kaz,,mixed
"Қазақстан — Орталық Азиядағы маңызды мемлекет, ал Венгрия — Еуропа Одағының мүшесі ретінде Қазақстан үшін Еуропаға апарар көпір іспетті. Инвестициялар, ауыл шаруашылығы, энергетика және көлік салаларында бірлескен жобалар жүзеге асырылып жатыр",kaz,,mixed
"Мәселе шұғыл шешілуі керек екен, маңызды ұсыныс көтеріпті депутат.",kaz,,mixed
"Бүгінгі таңда жасанды интеллект технологиялары әлемнің барлық салаларына еніп жатыр. Әсіресе, денсаулық сақтау, білім, өнеркәсіп және мемлекеттік басқаруда бұл технологиялар шешуші рөл атқарып келеді. Осындай жаһандық өзгерістерге бейімделу үшін әр мемлекет жаңа серіктестік орнатуға және технологияны өз даму жолына енгізуге ұмтылуда.",kaz,,mixed
"жасанды интеллект – тек технология емес, ол – болашаққа бастар жол. Ал бұл жолда халықаралық ынтымақтастық – сенімді серік.",kaz,,mixed
"никогда не говори никогда 💪🏻 Аллахтың құдіреті шексіз, Қайратқа жеңіс тілейік (мамам 5К тікті қайратқа)",kaz,,mixed
"В любом случае -респект команде""Кайрат""!Такой праздник для Казахстана,.. событие.М-О-Л-О-Д-Ц-Ы !!!!ОХ-ТЫЖ кайфово-""... Қайрат принимает на своём поле мадридский королевский Реал..."" Фраза мечты любого спортивного комментатора👍👌🥹",ru,,mixed
"Наши Казахстанские фанаты реала шумят и ждут 😁,  им нет дела до Қайрата, в других играх Қайрата такого ажиотажа не было никогда.",ru,,mixed
"Осындай іштен шыққан жауларды аяамай соттап жаза қолдану керек . Бұл әдейі жасалып отырған қазақ халқына , ата аналарға үрей туғызатын балаларын әскер қатарына жібертеу мақсатында жасалған жауыздық . Тауып , ата жөнін халыққа айтып қатал жаза қолдану қажет . Осы сияқты халыққа үрей туғызатын видиолар өте көп , жазаланбаған соң өршіп көбейіп барады . Шұғыл тоқтатайық заң орындары .",kaz,,mixed
"Президент Италии келген екен, пайдалы келіссөздер болған сияқты",kaz,,mixed
"мм, алда суық ауа райы күтіледі екен",kaz,,mixed
Болашақта көп көшеде жүріп қойғанымызға штраф алмасақ  болды,kaz,,mixed
"Мм, қызықты матч болайын деп тұр екен 🤔",kaz,,mixed
"Машиностроение дамып жатқаны қуантады, жастар үшін үлкен мүмкіндік екен 🔧",kaz,,mixed
Жандос Умиралиев еңбек жолын прокуратура саласынан бастаған. 25 жыл болыпты қызмет атқарғанына. Білікті. Халық үшін атқаратын қызметіне сәттілік тілейік.,kaz,,mixed
Нағыз министр болатын кісі деп ойлаймын.Осы уақытқа дейін білім саласвнда жүрген адам. Депутат болған кездегі  айтвп жүрген әңгумелері де көңілге қонады. Осы салада жақсы өзгерістер болады деп ойлаймын. Жұлдыз ханым Іске сәт!,kaz,,mixed
"Ооо Құтты болсын сары қыз, менің көршім , Ақтөбе обл Шалқар ауданы, Бершоғыр деген тау ішіндегі ауылдан! Қарапайым жанұядан шыққан, өте керемет бала😘Сәттілік тілеймін !",kaz,,mixed
"Мм, қызық екен 🤔",kaz,,mixed
"Еее, ""Реал"" футболистері келіп қалған екен ғой ⚽️",kaz,,mixed
"Ого, жанкүйерлер жиналып жатыр екен 🤔",kaz,,mixed
"Құдалар келе жатыр, бас құда Алонсо",kaz,,mixed
"мм, қызық жағдай екен 🤔",kaz,,mixed
"мм, ауа райы құбылмалы екен 🤔",kaz,,mixed
"Оның өзі бір жеңіс,  енді тек сухой болып ұтылып калмаса екен",kaz,,mixed
"Ойнаңдар машина береді, қорықсаңдар өзіміз ойнаймыз.",kaz,,mixed
"Елге жақсы болады, ""Апорт"" алмалары қайта оралып жатыр екен 👍",kaz,,mixed
"Жарайсың Иван, керемет жеңіс! 🎾💪",kaz,,mixed
"Қазақстанда атом саласы дамып жатқаны қуантады, елге пайдалы қадам сияқты",kaz,,mixed
"мм, қызық жағдайлар болып жатыр екен 🤔",kaz,,mixed
"мм, қызық жағдайлар болып жатыр екен 🤔",kaz,,mixed
"Керемет, Данил! Енді алтынды да алатын күн алыс емес сияқты 🤞",kaz,,mixed
"мм, күз жақындап қалған сияқты 🤔",kaz,,mixed
"мм, қызық жағдай екен 🤔",kaz,,mixed
"мм, ауа райы құбылмалы екен, сақ болайық",kaz,,mixed
"Ксения жарады, осылай бізді қуанта берсін! 🎉",kaz,,mixed
Между Конаевым и Алматы (Қапчагай - Алма-Ата),kaz,,mixed
"Главное, чтобы всё было в интересах Казахстана. Негізі энергиямен проблеман шешуге керек АЭС👍",mixed,,mixed
Қайдағы участковый толпа жүр ғо,kaz,,mixed
"мм, қызық екен 🤔",kaz,,mixed
Бұл Палестина үшін маңызды қадам сияқты,kaz,,mixed
Әлемге танымал заводтар Жамбылдан шығатын сияқты😍,kaz,,mixed
Ұлы дала жорығы деген аттың өзі звучит величественно🤝,kaz,,mixed
"мм, қызық жағдай екен 🤔",kaz,,mixed
"Тәжірибесі мол, дұрыс қадам сияқты",kaz,,mixed
"Қоқысқа төленген ақша қайда кетіп жатыр? Міне үнемі төлейміз, бірақ нәтиже жоқ, қай өңірді алып қарасақ та қоқыс полигоны өртке оранып, экологияға зиян келтіруде. Жақында Алматы маңындағы өрттің өзі- ақ осыған нақты дәлел. Қаржы жетпейді емес, соны дұрыс есептеп, нақты тарифты реттейтін ақыл жетпей жатыр. Әрине, қазіргі тариф өте төмен деңгейде. Од түсінікті, бірақ неге өз уақытында осыларды есептеп, реттеуге шамалары келмейді? Оны істеуге не кедергі? Әлде осы аз ақшаның сұрауы болмайтынын біліп, әдейі ескермей отыр ма? Енді цифрлық система арқылы тарифты нақты реттеу керек. Уақыт сылбырлықты көтермейді. Шенеуніктер, ояну, жан- жаққа қарау керек енді!",kaz,,mixed
"Бір жетіде,бір пакет шығарамын.",kaz,,mixed
"Қай өңірде тұр сол жердің атын беру керек, логично же. Басты қатыратын басқа да мәселелер көп қой. Соларды ойлансын одан да.",kaz,,mixed
КАЗ АЭС болдығо,kaz,,mixed
"Қызық конкурс басталды екен, қатысып көрейік",kaz,,mixed
"мм, қызық ауа райы күтілуде екен 🤔",kaz,,mixed
"Туризм дамып жатыр, бірақ инфрақұрылымды реттеу керек екен",kaz,,mixed
"Неге штраф, қатаң жазаға тартылуы керек",kaz,,mixed
"Бұл жақсы жаңалық екен, коммуналка қымбаттамайды екен ғой жыл соңына дейін",kaz,,mixed
Медициналық қызметтерге НДС жеңілдігі дұрыс қадам екен,kaz,,mixed
"Климат мәселесі өте маңызды, дұрыс қадамдар жасалып жатыр",kaz,,mixed
Красавчик 👍 Алла тағала тауфик хидаят берсін 🤲,kaz,,mixed
"Дамуға жақсы қадам, инвестиция мен технология саласында пайдасы көп болады",kaz,,mixed
"Керемет, Бублик тағы бір жеңісін тойлады екен! 👏",kaz,,mixed
"Керемет жетістік, Бублик жарайсың! 💪🎾",kaz,,mixed
"Жарайсың Бублик, Қазақстанның атын әлемге танытып жүрсің! 🎾",kaz,,mixed
"мм, қызық матч болады екен",kaz,,mixed
"Еее, керемет концерт болып жатқан сияқты",kaz,,mixed
Керемет концерт болған сияқты🤍,kaz,,mixed
"Жедел жәрдем бригадаларының арасында өткен чемпионат қызық болған екен, Жамбыл облысы жарады 💪",kaz,,mixed
"Кеше болдық базар - жәрменкеде Астанада , рахмет арзан халық көп бәрі риза болды . Етте , көгеністер де тиімді баға . Өте дұрыс ұйымдастырған , қазақ әндері орындалды адамға шабыт көңіл күй сыйлағандарыңызға алғысымыз шексіз .",kaz,,mixed
Үау ❤️🤗 круто 😀 кутты болсын ❤️🇰🇿🇰🇿🇰🇿🇰🇿,kaz,,mixed
Қандай премиальный? Басың дұрыс па? Жұмыстары емес па?,kaz,,mixed
"Полицияның осындай жеріне тәнті боласыңғой шіркін! Осы баланы ұстаған Полицейлерге премиальное вознаграждение беру керекқой! Неге, өйткені ол ештеңеге арандамай алдын ала ұсталды. Аялдамада тұрған елді басыпта кетуі ғажап емесқой. Алла сақтасын!",kaz,,mixed
21 ғасырдағы тұңғыш чемпион!!!!!!,kaz,,mixed
"Жақсы бастама, Денис Теннің есімі қалада мәңгі есте қалады✨",kaz,,mixed
"мм, кибератака бәрін шатастырып жіберген екен 🤔",kaz,,mixed
"Баға саясатпен тығыз байланысты, сонымен бірге елдегі инфляция мен  қосымша құнның бағамына байланысты реттеп отыр. Ал бізде төменгі жалақы мен орта жалақының орта деңгейінде болса жөн ғой. Бізде төменгі жалақыны есепке алмай, орта және жоғары жалақының бағамымен есептейтін сияқты, сол себепті де бізде баға қымбат, ал ортр жалақымен есептесек,әрине, басқа елдерге қарағанда арзан. Ресей соғыс жағдайында, Түркияда баға төменгі деңгейді қосып есептейді, ал оларда төменгі жалақы бізден әлдеқайда жоғары, сондықтан баға өсімі де жоғары болады. Бұл қарапайым есеп, К. Маркстің ""Капиталындағы"" баға тақырыбын асықпай ежіктеп оқвп көрсеңіздер болады. Кезінде кеңем кезін жамандаймыз, бірақ жақсы жақтарына көңіл аудармаймыз. Сол кезде барлық жоғары оқу орындарында ""Саяси экономика"" деген сабақ жүретін. Сонда осы мәселені де қамтитын. Қазір экономика сабағы тек финансистер ғана оқиды. Сол себепті баға мәселесінен көпшілігінің хабары не аз, не мүлде жоқ. Сол себепті жалақы мәселесінде басым көпшілігінің жеңіліс тауып отырғаны белгілі. Президент мырза осы олқылықтарды толтыру мақсатында ""халыққа қаржылық- құқықтық білім беру керек"",- үнемі тапсырма береді, бірақ ол орындалмайды. Әр мекемелерде, ұйымдарда аптасына бір рет болса да  сабақ өтіп, сол сабақты білікті мамандар өткізіп отырса, құп болар еді...",kaz,,mixed
"мм, ауа райы құбылмалы екен🤔",kaz,,mixed
"мм, жаңбыр күшті жауатын сияқты, абай болу керек",kaz,,mixed
"Уразбахтин не тянет тренером Қайрат, уровень не тот, следите за его речью, потом сами поймете",ru,,mixed
Білгенін істеп  жатыр спортинг,kaz,,mixed
Кучкуются воротаның қасында 🙊,mixed,,mixed
Минут сайын кетіп қалдығо чето,kaz,,mixed
"Трансфер у них 10 раз больше, Қайрат алға✊🏼",kaz,,mixed
"Министерство ИИ құруы дұрыс қадам екен, цифрлық дамуға серпін береді",kaz,,mixed
"Спорт пен туризмді дамытуға нақты қадамдар жасалып жатыр екен, жақсы жаңалық!",kaz,,mixed
"Керемет 👍той тойлап кетпесін енді 😂😂2028,де алтын күтеміз",kaz,,mixed
"Назымға да медаль беру керек еді ғойі, негізі. Күміс медаль алды емес па. Назым, ты лучшая!!!",kaz,,mixed
"Екпе алмағандар көп екен, вакцинация маңызды ғой",kaz,,mixed
"Былай қарап отырсаң өз ақшамыз жинаған, соны қолымызға бересалса, адамдар бұндай махинация жасамау шеді өздері істеп отыр 🤬🤬",kaz,,mixed
"Жоқ қылу керек самокатты, денсаулыққа зиян, қазыргі жастар жаяу жүруге ерінет, мына самокат деген бәле болт, жаяу жүрсе денсаулыққа пайда ғои",kaz,,mixed
"Синергия ұғымы – әртүрлі күштердің біріккен кезде үлкен нәтижеге қол жеткізуін білдіреді. Бұл съезд дәл осы синергия идеясын діндер арасында қолдануға бағытталған. Әр діннің өз құндылықтары бар, бірақ бәрінің түпкі мақсаты – адамзаттың рухани кемелденуі, әділеттілік пен ізгілікті сақтау.",kaz,,mixed
"Токаев дұрыс айтып жатыр, климатқа қарсы күш біріктіру керек",kaz,,mixed
"Шахмат үйін балаларға бергені жақсы болған, енді болашақ чемпиондар осында өседі екен",kaz,,mixed
Естен кетпес концерт болады деп сенемін! 🎶,kaz,,mixed
"мм, қызық жағдай 🤔",kaz,,mixed
Леонид Ильич Брежневте осылай бидай аралағанды жақсы көретін еді.,kaz,,mixed
"Ақмола облысы — аграрлық салада зор мүмкіндіктерге ие аймақ. Ауыл шаруашылығын автоматтандыру мен жаңашыл технологиялар арқылы дамыту — облыстың ғана емес, бүкіл елдің экономикалық қауіпсіздігін нығайтудың жолы. Мемлекеттік қолдау, жеке сектордың белсенділігі мен заманауи технологиялардың үйлесімі арқасында өңірде ауыл шаруашылығы бұрын-соңды болмаған жаңа деңгейге көтерілуі әбден мүмкін.",kaz,,mixed
Халықаралық білім олимпиадасынан келген балаларды осылай қарсы алса мотивация болар еді.Олар болашақта әлдеқайда көп пайда әкеледі,kaz,,mixed
"Кибершабуыл түрлері көп: **фишинг**, **вирус тарату**, **троян бағдарламалары**, **DDOS-шабуылдар** және басқалар. Осындай шабуылдарға қарсы тұру үшін антивирустық бағдарламаларды қолдану, күрделі құпиясөздер орнату, жүйелі түрде жаңартулар жүргізу және ақпараттық сауаттылықты арттыру маңызды.",kaz,,mixed
"Бастысы, жаңа станция оңтүстіктегі энергия тапшылығын шешеді екен",kaz,,mixed
Супер чемпион!!! 🔥🔥🔥👏🏻👏🏻👏🏻👏🏻 Құтты болсын!!!,kaz,,mixed
Молодец құтты болсын,kaz,,mixed
"мм, ауа райы құбылмалы болады екен",kaz,,mixed
Боксер депутаттар көбейетін болды ғо ура,kaz,,mixed
"Работают ребята, малышу шұғыл көмек жетті",kaz,,mixed
Просто красавчик. Өркеннің өсе берсін.,kaz,,mixed
Молодец. Өркеннің өсе берсін. Туылған күніңмен құттықтаймын.,kaz,,mixed
"Серебро в день рождения — круто, Назымға респект",ru,,mixed
"Красава Назым, тағы да медаль алып жатыр",kaz,,mixed
"Дұрыс кой , өзімізде әділдік жоқ ,жемқорлық барлық жерде",kaz,,mixed
