text,language,label,label_source,seed_id,batch
"Повар молодец, подача аккуратная и горячая. Столик у окна занят был долго. Қызмет жылдам, бағасы қолжетімді. В Ақтөбе были на прошлой неделе.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Счёт принесли быстро, без навязывания допов. Кофе могли подать теплее. Кезек қысқа болды, жылдам қызмет көрсетті. Тазалық жақсы, орындар ыңғайлы екен. Павлодар қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Атмосфера уютная, с детьми комфортно. В выходной народу многовато. Аспаз керемет, ұсынамын достарыма. Кезек 9 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Интерьер красивый, внутри очень чисто. Кезек қысқа болды, жылдам қызмет көрсетті. Парковка правда маленькая. Отбасымен келдік, қуанышты кеттік. Счёт около 1723 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Зашли с коллегами, всем понравилось. Музыка чуть громковата была. Бағасы қолжетімді, көлемі жеткілікті. В Өскемен были на прошлой неделе.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Блюда подают быстро и всегда горячими. Соуса могли бы положить побольше. Іші таза, орындар ыңғайлы екен. Көкшетау қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Чисто на кухне, видно что следят за гигиеной. Столик у окна занят был долго. Тазалық жақсы, орындар ыңғайлы екен. Ыстық ыстығымен берді, ұнады. Кезек 4 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Обслуживание вежливое, официант внимательный. Кофе могли подать теплее. Қайта келеміз, ұнады отбасыға. Счёт около 2079 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Качество стабильное, каждый раз радует. Парковка правда маленькая. Қызметкерлер мейірімді, рахмет. Орал қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Цена приятная для такого качества. Дәмі күшті, тағы да келеміз. Музыка чуть громковата была. Тамақ дәмді, ыстық келді бізге. Кезек 8 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Меню разнообразное, вкус на высоте. Соуса могли бы положить побольше. Ыстық ыстығымен берді, ұнады. Бағасы қолжетімді, көлемі жеткілікті. Счёт около 2435 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Повар молодец, подача аккуратная и горячая. Столик у окна занят был долго. Қызмет жылдам, бағасы қолжетімді. В Алматы были на прошлой неделе.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Счёт принесли быстро, без навязывания допов. Кофе могли подать теплее. Кезек қысқа болды, жылдам қызмет көрсетті. Астана қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Атмосфера уютная, с детьми комфортно. В выходной народу многовато. Аспаз керемет, ұсынамын достарыма. Кезек 3 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Интерьер красивый, внутри очень чисто. Парковка правда маленькая. Отбасымен келдік, қуанышты кеттік. Счёт около 2791 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Зашли с коллегами, всем понравилось. Музыка чуть громковата была. Бағасы қолжетімді, көлемі жеткілікті. Қызметкерлер мейірімді, рахмет. В Ақтөбе были на прошлой неделе.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Блюда подают быстро и всегда горячими. Отбасымен келдік, қуанышты кеттік. Соуса могли бы положить побольше. Іші таза, орындар ыңғайлы екен. Павлодар қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Чисто на кухне, видно что следят за гигиеной. Столик у окна занят был долго. Тазалық жақсы, орындар ыңғайлы екен. Кезек 7 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Обслуживание вежливое, официант внимательный. Кофе могли подать теплее. Қайта келеміз, ұнады отбасыға. Счёт около 3147 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Качество стабильное, каждый раз радует. Парковка правда маленькая. Қызметкерлер мейірімді, рахмет. Аспаз керемет, ұсынамын достарыма. Көкшетау қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Цена приятная для такого качества. Музыка чуть громковата была. Тамақ дәмді, ыстық келді бізге. Кезек 11 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Меню разнообразное, вкус на высоте. Соуса могли бы положить побольше. Ыстық ыстығымен берді, ұнады. Счёт около 3503 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Повар молодец, подача аккуратная и горячая. Тамақ дәмді, ыстық келді бізге. Столик у окна занят был долго. Қызмет жылдам, бағасы қолжетімді. В Петропавл были на прошлой неделе.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Счёт принесли быстро, без навязывания допов. Кофе могли подать теплее. Кезек қысқа болды, жылдам қызмет көрсетті. Орал қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Атмосфера уютная, с детьми комфортно. В выходной народу многовато. Аспаз керемет, ұсынамын достарыма. Қайта келеміз, ұнады отбасыға. Кезек 6 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Интерьер красивый, внутри очень чисто. Парковка правда маленькая. Отбасымен келдік, қуанышты кеттік. Счёт около 3859 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Зашли с коллегами, всем понравилось. Музыка чуть громковата была. Бағасы қолжетімді, көлемі жеткілікті. В Алматы были на прошлой неделе.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Блюда подают быстро и всегда горячими. Соуса могли бы положить побольше. Іші таза, орындар ыңғайлы екен. Астана қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Чисто на кухне, видно что следят за гигиеной. Столик у окна занят был долго. Тазалық жақсы, орындар ыңғайлы екен. Кезек 10 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Обслуживание вежливое, официант внимательный. Іші таза, орындар ыңғайлы екен. Кофе могли подать теплее. Қайта келеміз, ұнады отбасыға. Қызмет жылдам, бағасы қолжетімді. Счёт около 4215 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Качество стабильное, каждый раз радует. Парковка правда маленькая. Қызметкерлер мейірімді, рахмет. Павлодар қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Меню разнообразное, вкус на высоте. Соуса могли бы положить побольше. Ыстық ыстығымен берді, ұнады. Счёт около 4571 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Повар молодец, подача аккуратная и горячая. Столик у окна занят был долго. Қызмет жылдам, бағасы қолжетімді. Іші таза, орындар ыңғайлы екен. В Өскемен были на прошлой неделе.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Счёт принесли быстро, без навязывания допов. Кофе могли подать теплее. Кезек қысқа болды, жылдам қызмет көрсетті. Көкшетау қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Атмосфера уютная, с детьми комфортно. Қызмет жылдам, бағасы қолжетімді. В выходной народу многовато. Аспаз керемет, ұсынамын достарыма. Кезек 9 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Интерьер красивый, внутри очень чисто. Парковка правда маленькая. Отбасымен келдік, қуанышты кеттік. Счёт около 4927 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Зашли с коллегами, всем понравилось. Музыка чуть громковата была. Бағасы қолжетімді, көлемі жеткілікті. В Петропавл были на прошлой неделе.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Блюда подают быстро и всегда горячими. Соуса могли бы положить побольше. Іші таза, орындар ыңғайлы екен. Тамақ дәмді, ыстық келді бізге. Орал қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Чисто на кухне, видно что следят за гигиеной. Столик у окна занят был долго. Тазалық жақсы, орындар ыңғайлы екен. Кезек 4 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Обслуживание вежливое, официант внимательный. Кофе могли подать теплее. Қайта келеміз, ұнады отбасыға. Счёт около 1283 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Качество стабильное, каждый раз радует. Қайта келеміз, ұнады отбасыға. Парковка правда маленькая. Қызметкерлер мейірімді, рахмет. Астана қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Цена приятная для такого качества. Музыка чуть громковата была. Тамақ дәмді, ыстық келді бізге. Отбасымен келдік, қуанышты кеттік. Кезек 8 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Меню разнообразное, вкус на высоте. Соуса могли бы положить побольше. Ыстық ыстығымен берді, ұнады. Счёт около 1639 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Счёт принесли быстро, без навязывания допов. Кофе могли подать теплее. Кезек қысқа болды, жылдам қызмет көрсетті. Павлодар қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Интерьер красивый, внутри очень чисто. Парковка правда маленькая. Отбасымен келдік, қуанышты кеттік. Дәмі күшті, тағы да келеміз. Счёт около 1995 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Зашли с коллегами, всем понравилось. Аспаз керемет, ұсынамын достарыма. Музыка чуть громковата была. Бағасы қолжетімді, көлемі жеткілікті. В Өскемен были на прошлой неделе.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Обслуживание вежливое, официант внимательный. Кофе могли подать теплее. Қайта келеміз, ұнады отбасыға. Счёт около 2351 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Еда вкусная и свежая, порции большие. В выходной народу многовато. Дәмі күшті, тағы да келеміз. Кезек қысқа болды, жылдам қызмет көрсетті. В Петропавл были на прошлой неделе.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Меню разнообразное, вкус на высоте. Қызметкерлер мейірімді, рахмет. Соуса могли бы положить побольше. Ыстық ыстығымен берді, ұнады. Счёт около 2707 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Счёт принесли быстро, без навязывания допов. Кофе могли подать теплее. Кезек қысқа болды, жылдам қызмет көрсетті. Тазалық жақсы, орындар ыңғайлы екен. Астана қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Атмосфера уютная, с детьми комфортно. В выходной народу многовато. Аспаз керемет, ұсынамын достарыма. Кезек 6 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Интерьер красивый, внутри очень чисто. Парковка правда маленькая. Отбасымен келдік, қуанышты кеттік. Счёт около 3063 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Зашли с коллегами, всем понравилось. Музыка чуть громковата была. Бағасы қолжетімді, көлемі жеткілікті. В Ақтөбе были на прошлой неделе.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Блюда подают быстро и всегда горячими. Соуса могли бы положить побольше. Іші таза, орындар ыңғайлы екен. Павлодар қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Чисто на кухне, видно что следят за гигиеной. Бағасы қолжетімді, көлемі жеткілікті. Столик у окна занят был долго. Тазалық жақсы, орындар ыңғайлы екен. Ыстық ыстығымен берді, ұнады. Кезек 10 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Обслуживание вежливое, официант внимательный. Кофе могли подать теплее. Қайта келеміз, ұнады отбасыға. Счёт около 3419 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Качество стабильное, каждый раз радует. Парковка правда маленькая. Қызметкерлер мейірімді, рахмет. Көкшетау қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant
"Ждали почти час без единого объяснения. Бір тағам жақсы болды ғана. Қызмет көрсету нашар, күттік көп. Шамамен 49 минут күттік.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Обещали за полчаса, ждали больше часа. Баға арзан сияқты көрінді. Кезек ұзақ, уақыт кетті босқа. В Қостанай были на прошлой неделе.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Санитария под вопросом, стол был липкий. Іші жарық екен шамасы. Тамақ суық келді, разочарованмын. Қызмет көрсету нашар, күттік көп. Петропавл қаласында болдық біз.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Порции крошечные, цена не оправдана. Қызметкерлер дөрекі сөйледі бізге. Бір қызметкер сыпайы еді. Тазалық нашар, жағымсыз болды. Счёт около 4042 тенге.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Персонал грубый, заказы постоянно путают. Орналасуы ыңғайлы еді әрі. Ұнамады бізге, қайта келмейміз. Шамамен 54 минут күттік.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Блюдо не соответствует меню совсем. Бір тағам жақсы болды ғана. Тапсырыс шатасты, ешкім кешірім сұрамады. Тазалық нашар, жағымсыз болды. В Алматы были на прошлой неделе.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Еда пришла холодная, это недопустимо. Баға арзан сияқты көрінді. Қызметкерлер дөрекі сөйледі бізге. Астана қаласында болдық біз.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"На кассе нагрубили, больше не приду. Кезек қысқа сияқты көрінді. Енді осы жерге келмейміз біз. Счёт около 4487 тенге.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Но сервис просто ужасный и медленный. Кезек ұзақ, уақыт кетті босқа. Бір қызметкер сыпайы еді. Порция кішкентай, баға қымбат. Дәмі жоқ, тағам нашар дайындалды. Шамамен 19 минут күттік.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Очередь огромная, никто не извинился. Орналасуы ыңғайлы еді әрі. Баға қымбат, сапасы төмен екен. В Павлодар были на прошлой неделе.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Ждали почти час без единого объяснения. Бір тағам жақсы болды ғана. Қызмет көрсету нашар, күттік көп. Семей қаласында болдық біз.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Обещали за полчаса, ждали больше часа. Баға арзан сияқты көрінді. Кезек ұзақ, уақыт кетті босқа. Кезек 9 адамдай болды.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Санитария под вопросом, стол был липкий. Іші жарық екен шамасы. Тамақ суық келді, разочарованмын. Қызмет көрсету нашар, күттік көп. Счёт около 4932 тенге.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Порции крошечные, цена не оправдана. Қызметкерлер дөрекі сөйледі бізге. Бір қызметкер сыпайы еді. Тазалық нашар, жағымсыз болды. В Атырау были на прошлой неделе.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Персонал грубый, заказы постоянно путают. Орналасуы ыңғайлы еді әрі. Ұнамады бізге, қайта келмейміз. Қостанай қаласында болдық біз.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Еда пришла холодная, это недопустимо. Баға арзан сияқты көрінді. Қызметкерлер дөрекі сөйледі бізге. Счёт около 1377 тенге.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Но сервис просто ужасный и медленный. Кезек ұзақ, уақыт кетті босқа. Бір қызметкер сыпайы еді. Порция кішкентай, баға қымбат. Дәмі жоқ, тағам нашар дайындалды. Алматы қаласында болдық біз.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Ждали почти час без единого объяснения. Бір тағам жақсы болды ғана. Қызмет көрсету нашар, күттік көп. Счёт около 1822 тенге.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Обещали за полчаса, ждали больше часа. Баға арзан сияқты көрінді. Кезек ұзақ, уақыт кетті босқа. Шамамен 34 минут күттік.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Санитария под вопросом, стол был липкий. Іші жарық екен шамасы. Тамақ суық келді, разочарованмын. Қызмет көрсету нашар, күттік көп. В Ақтөбе были на прошлой неделе.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Персонал грубый, заказы постоянно путают. Орналасуы ыңғайлы еді әрі. Ұнамады бізге, қайта келмейміз. Счёт около 2267 тенге.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Еда пришла холодная, это недопустимо. Баға арзан сияқты көрінді. Қызметкерлер дөрекі сөйледі бізге. В Көкшетау были на прошлой неделе.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Но сервис просто ужасный и медленный. Кезек ұзақ, уақыт кетті босқа. Бір қызметкер сыпайы еді. Порция кішкентай, баға қымбат. Дәмі жоқ, тағам нашар дайындалды. Счёт около 2712 тенге.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Ждали почти час без единого объяснения. Бір тағам жақсы болды ғана. Қызмет көрсету нашар, күттік көп. В Түркістан были на прошлой неделе.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Обещали за полчаса, ждали больше часа. Баға арзан сияқты көрінді. Кезек ұзақ, уақыт кетті босқа. Жезқазған қаласында болдық біз.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Санитария под вопросом, стол был липкий. Іші жарық екен шамасы. Тамақ суық келді, разочарованмын. Қызмет көрсету нашар, күттік көп. Кезек 7 адамдай болды.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Персонал болтает в телефоне, клиентов игнорируют. Кезек қысқа сияқты көрінді. Кассир дөрекі, енді келмеймін. Счёт около 3157 тенге.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Персонал грубый, заказы постоянно путают. Орналасуы ыңғайлы еді әрі. Ұнамады бізге, қайта келмейміз. В Қарағанды были на прошлой неделе.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Еда пришла холодная, это недопустимо. Баға арзан сияқты көрінді. Қызметкерлер дөрекі сөйледі бізге. Кезек 3 адамдай болды.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Вкус пресный, соуса почти не положили. Іші жарық екен шамасы. Дәмі жоқ, тағам нашар дайындалды. Счёт около 3602 тенге.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Но сервис просто ужасный и медленный. Кезек ұзақ, уақыт кетті босқа. Бір қызметкер сыпайы еді. Порция кішкентай, баға қымбат. Дәмі жоқ, тағам нашар дайындалды. В Өскемен были на прошлой неделе.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Ждали почти час без единого объяснения. Бір тағам жақсы болды ғана. Қызмет көрсету нашар, күттік көп. Кезек 8 адамдай болды.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Обещали за полчаса, ждали больше часа. Баға арзан сияқты көрінді. Кезек ұзақ, уақыт кетті босқа. Счёт около 4047 тенге.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Санитария под вопросом, стол был липкий. Іші жарық екен шамасы. Тамақ суық келді, разочарованмын. Қызмет көрсету нашар, күттік көп. Шамамен 19 минут күттік.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Персонал болтает в телефоне, клиентов игнорируют. Кезек қысқа сияқты көрінді. Кассир дөрекі, енді келмеймін. В Орал были на прошлой неделе.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Персонал грубый, заказы постоянно путают. Орналасуы ыңғайлы еді әрі. Ұнамады бізге, қайта келмейміз. Кезек 4 адамдай болды.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Блюдо не соответствует меню совсем. Бір тағам жақсы болды ғана. Тапсырыс шатасты, ешкім кешірім сұрамады. Тазалық нашар, жағымсыз болды. Счёт около 4492 тенге.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Еда пришла холодная, это недопустимо. Баға арзан сияқты көрінді. Қызметкерлер дөрекі сөйледі бізге. Шамамен 24 минут күттік.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Вкус пресный, соуса почти не положили. Іші жарық екен шамасы. Дәмі жоқ, тағам нашар дайындалды. В Шымкент были на прошлой неделе.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Но сервис просто ужасный и медленный. Кезек ұзақ, уақыт кетті босқа. Бір қызметкер сыпайы еді. Порция кішкентай, баға қымбат. Дәмі жоқ, тағам нашар дайындалды. Кезек 9 адамдай болды.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Очередь огромная, никто не извинился. Орналасуы ыңғайлы еді әрі. Баға қымбат, сапасы төмен екен. Счёт около 4937 тенге.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Ждали почти час без единого объяснения. Бір тағам жақсы болды ғана. Қызмет көрсету нашар, күттік көп. Шамамен 29 минут күттік.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Обещали за полчаса, ждали больше часа. Баға арзан сияқты көрінді. Кезек ұзақ, уақыт кетті босқа. В Тараз были на прошлой неделе.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Санитария под вопросом, стол был липкий. Іші жарық екен шамасы. Тамақ суық келді, разочарованмын. Қызмет көрсету нашар, күттік көп. Өскемен қаласында болдық біз.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Порции крошечные, цена не оправдана. Қызметкерлер дөрекі сөйледі бізге. Бір қызметкер сыпайы еді. Тазалық нашар, жағымсыз болды. Счёт около 1382 тенге.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Персонал грубый, заказы постоянно путают. Орналасуы ыңғайлы еді әрі. Ұнамады бізге, қайта келмейміз. Шамамен 34 минут күттік.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Блюдо не соответствует меню совсем. Бір тағам жақсы болды ғана. Тапсырыс шатасты, ешкім кешірім сұрамады. Тазалық нашар, жағымсыз болды. В Петропавл были на прошлой неделе.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Еда пришла холодная, это недопустимо. Баға арзан сияқты көрінді. Қызметкерлер дөрекі сөйледі бізге. Орал қаласында болдық біз.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"На кассе нагрубили, больше не приду. Кезек қысқа сияқты көрінді. Енді осы жерге келмейміз біз. Счёт около 1827 тенге.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Но сервис просто ужасный и медленный. Кезек ұзақ, уақыт кетті босқа. Бір қызметкер сыпайы еді. Порция кішкентай, баға қымбат. Дәмі жоқ, тағам нашар дайындалды. Шамамен 39 минут күттік.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Ждали почти час без единого объяснения. Бір тағам жақсы болды ғана. Қызмет көрсету нашар, күттік көп. Шымкент қаласында болдық біз.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Обещали за полчаса, ждали больше часа. Баға арзан сияқты көрінді. Кезек ұзақ, уақыт кетті босқа. Кезек 6 адамдай болды.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Санитария под вопросом, стол был липкий. Іші жарық екен шамасы. Тамақ суық келді, разочарованмын. Қызмет көрсету нашар, күттік көп. Счёт около 2272 тенге.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Порции крошечные, цена не оправдана. Қызметкерлер дөрекі сөйледі бізге. Бір қызметкер сыпайы еді. Тазалық нашар, жағымсыз болды. В Семей были на прошлой неделе.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Персонал грубый, заказы постоянно путают. Орналасуы ыңғайлы еді әрі. Ұнамады бізге, қайта келмейміз. Тараз қаласында болдық біз.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Еда пришла холодная, это недопустимо. Баға арзан сияқты көрінді. Қызметкерлер дөрекі сөйледі бізге. Счёт около 2717 тенге.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Но сервис просто ужасный и медленный. Кезек ұзақ, уақыт кетті босқа. Бір қызметкер сыпайы еді. Порция кішкентай, баға қымбат. Дәмі жоқ, тағам нашар дайындалды. Петропавл қаласында болдық біз.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Ждали почти час без единого объяснения. Бір тағам жақсы болды ғана. Қызмет көрсету нашар, күттік көп. Счёт около 3162 тенге.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Обещали за полчаса, ждали больше часа. Баға арзан сияқты көрінді. Кезек ұзақ, уақыт кетті босқа. Шамамен 54 минут күттік.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Санитария под вопросом, стол был липкий. Іші жарық екен шамасы. Тамақ суық келді, разочарованмын. Қызмет көрсету нашар, күттік көп. В Алматы были на прошлой неделе.",mixed,negative,synthetic,split_dominant_v2,batch_02_split_dominant
"Курьер приехал раньше времени, вежливый и аккуратный. Тамақ ыстық келді, рахмет көп. Счёт вышел около 1174 тенге.",mixed,positive,synthetic,delivery_gap_v2,batch_03_delivery
"Камила молодец, довёз без задержек. Курьер уақытында келді, сыпайы еді. Заказ оформили около 36 минут.",mixed,positive,synthetic,delivery_gap_v2,batch_03_delivery
"Доставка быстрая, еда ещё горячая была. Тамақ ыстық келді, рахмет көп. Вернусь сюда ещё раз точно.",mixed,positive,synthetic,delivery_gap_v2,batch_03_delivery
"Упаковка целая, ничего не пролилось. Курьер уақытында келді, сыпайы еді. Семей қаласынан келдік бүгін.",mixed,positive,synthetic,delivery_gap_v2,batch_03_delivery
"Доставка быстрая, еда ещё горячая была. Курьер уақытында келді, сыпайы еді. Шамамен 61 минут күттік.",mixed,positive,synthetic,delivery_gap_v2,batch_03_delivery
"Курьер позвонил заранее, всё передал лично. Жеткізу жылдам болды, бәрі толық. Баға 1996 теңге шамасында болды.",mixed,positive,synthetic,delivery_gap_v2,batch_03_delivery
"Упаковка целая, ничего не пролилось. Тамақ ыстық келді, рахмет көп. Тапсырыс 20 минутта дайын болды.",mixed,positive,synthetic,delivery_gap_v2,batch_03_delivery
"Бекзат молодец, довёз без задержек. Жеткізу жылдам болды, бәрі толық. Вернусь сюда ещё раз точно.",mixed,positive,synthetic,delivery_gap_v2,batch_03_delivery
"Упаковка целая, ничего не пролилось. Жеткізу жылдам болды, бәрі толық. Рекомендую знакомым.",mixed,positive,synthetic,delivery_gap_v2,batch_03_delivery
"Упаковка целая, ничего не пролилось. Қаптама бүтін, төгілмеді ештеңе. В Петропавл заходили в субботу.",mixed,positive,synthetic,delivery_gap_v2,batch_03_delivery
"Курьер позвонил заранее, всё передал лично. Тапсырысты есіктен дейін әкелді. Счёт вышел около 2818 тенге.",mixed,positive,synthetic,delivery_gap_v2,batch_03_delivery
"Курьер приехал раньше времени, вежливый и аккуратный. Қаптама бүтін, төгілмеді ештеңе. Тапсырыс 62 минутта дайын болды.",mixed,positive,synthetic,delivery_gap_v2,batch_03_delivery
"Упаковка целая, ничего не пролилось. Жеткізу жылдам болды, бәрі толық. Тағы да келеміз деп шештік.",mixed,positive,synthetic,delivery_gap_v2,batch_03_delivery
"Упаковка целая, ничего не пролилось. Курьер уақытында келді, сыпайы еді. Ұнады, рахмет көп.",mixed,positive,synthetic,delivery_gap_v2,batch_03_delivery
