text,language,weight,source,label_id
Теперь будут очень демократично рвать власть из рук у друг друга,ru,3.0,real,0
Бұл саммит Орталық Азия мен Қытай арасындағы стратегиялық серіктестікті одан әрі дамытуға және өңірлік тұрақтылықты қамтамасыз етуге бағытталған маңызды қадам болып табылады.,kz,3.0,real,1
В Астане нет пустых автобусов ,ru,3.0,real,0
"Кто же на склоне под машину лезит. Ребёнка жалко, психологическая травма",ru,3.0,real,0
"Телефон просто класс. Качество супер. Доставка быстрая, в тот же день в который был указан. Курьер вежливый. Все понравилось.",ru,3.0,real,0
Ну вообще кто то им верит? Они сами себе не верят,ru,3.0,real,0
"AI реально облегчает жизнь клиентам, спама азаяды, бәрі өз орнымен",mixed,3.0,real,2
"Өте керемет, дәл айтылған уақытында келді.",kz,3.0,real,1
"Послы обновляются, байланыс кеңейіп жатыр",mixed,3.0,real,2
"Многих с очередей на землю тоже снимают...охренели ""там"" совсем",ru,3.0,real,0
Саудада жүргендерге де осындай мереке керек қой,mixed,3.0,real,2
"По делу всё сказал, нужные реформы и вопросы көтеріп отыр",mixed,3.0,real,2
Ежедневно погибабщие от голода и вирусов дети некоторых стран Африки Вам бәрі бip. Там даже речи об образование нет,mixed,3.0,real,2
"Еліміздің еңсесі көтерілді, өзінің шекарасы бар, тілі мен діні бар, салт-дәстүрлері қалыптасқан, Ата заңы үн қосқан, Әнұраны шырқалып, Елтаңбасы төрден орын алып, көк байрағы көгінде желбіреп тұр. Бір сөзбен айтқанда төрт құбыламыз тең.",kz,3.0,real,1
"Вовремя решили, горы и так тыныс алмай жүр еді",mixed,3.0,real,2
Екі жақтық тиімді келісім шартқа қол қояр,kz,3.0,real,1
"Красивое название, необычное, ассоциация с великим и сильным. Люди, будьте добрее, в мире столько негатива сейчас....впускайте в свою жизнь доброе и хорошее",ru,3.0,real,0
"Еліміз аман, жұртымыш тыныш болғай ",kz,3.0,real,1
"GO TO BUY үлкен рахмет, тез жеткізді, жақсы оралған, оригинал сайттан тексердім. Алғысым шексіз.",kz,3.0,real,1
"Сербиямен байланыс тереңдеп жатыр, АҚШ елшісімен де диалог бар — сыртқы саясат жаман емес, ал ГПЗ мен НПЗ-ға қатысты нақты жұмыс жүріп жатыр, Щучинскідегі жағдайға көмек көрсетіледі, фейкке де жедел жауап берді, жалпы, мемлекеттік құрылымдар бақылауда ұстап отыр бәрін",kz,3.0,real,1
Иманды болсын!!! Жақын туыстарына сабырлылық!,kz,3.0,real,1
Қуаныштымын түркі елдері бірігіп жатыр.,kz,3.0,real,1
"Поддержка хорошая, лечение в Турции жаңа мүмкіндік береді",mixed,3.0,real,2
"Өте жақсы магазин, уақытында келді, бәрі.",kz,3.0,real,1
"Будьте осторожны, паводки могут быть опасными",ru,3.0,real,0
"Наркотики тоннами завозятся в страну. Это будет продолжаться до тех пор, пока не изменят наказание как в Китае или арабских странах.",ru,3.0,real,0
Очень понравился ластик! Отличное качество и быстрая доставка. Спасибо большое магазину Big Group Shop за отличный сервис! Обязательно закажу у вас снова!,ru,3.0,real,0
Отменили якобы из за погоды во время январских,ru,3.0,real,0
"Өте тамаша, бәрі уақытында жеткізілді.",kz,3.0,real,1
"Может глючит приложение, до 25 мая далеко, попробуйте позже. А так можно и в банковских приложениях уплатить",ru,3.0,real,0
Салфеткалар өте ыңғайлы және бағасы өте тиімді. Өзіңмен алып жүргенге жақсы. Сыйлық қомып беріпті магазин. Рақмет!.,kz,3.0,real,1
"Инфляция сәл төмендепті ғой, жақсы жаңалық сияқты.",kz,3.0,real,1
"Маған ұнады, рахмет жұмыстарыңыздың берекесін берсін, тапсырыс берісіммен жылдам келді.",kz,3.0,real,1
"решение задач через алгоритмы, туча работы с данными",ru,3.0,real,0
"Садыр Жапаров — сильный лидер, видно, что он много делает для своей страны. Здорово, что Токаев отметил его заслуги",ru,3.0,real,0
"Дұрыс, балалар жарыстарға қатысып тәжірибе жинайды, үйренеді, сөйтіп қалыптасады.",kz,3.0,real,1
"Народ забыл про тот резонанс, теперь можно вернуть всё обратно",ru,3.0,real,0
"Аха. Живет в лондоне. Лухари,украшения,расточительство на фоне экономического крисиза и массовой бедности в стране",ru,3.0,real,0
"Молодцы, на высоте көрсетті өздерін",mixed,3.0,real,2
Это ж сколько времени и сил потратили! Респект следователям! Жарайсыңдар!,mixed,3.0,real,2
"Быз өте куаныштымыз, магазинге рахмет.",kz,3.0,real,1
"Хорошее дело, связи с Пакистаном крепнут, науке мен білімге де пайдасы тиеді",mixed,3.0,real,2
"Рынок прозрачнее болады, ұсақ бизнеске де жеңілдік болады екен",mixed,3.0,real,2
"Дұрыс, мал сыртқа шықпаса елде ет қымбаттамайды",kz,3.0,real,1
"Вовремя обновили, юристтерге жеңілдік болады",mixed,3.0,real,2
"Әлі үйренудемін, жаман емес, көңілден шығып датыр.",kz,3.0,real,1
красный + уже не устраивал?) надо сделать зеленый?),ru,3.0,real,0
"А вы думали , он скажет всю правду, что от него хочет запад!",ru,3.0,real,0
Қаржының тиімді жиналуы – елдің тұрақты дамуына кепіл. Енді осы қаржы дұрыс пайдаланылса болды,kz,3.0,real,1
"Жақсы, уақытынан бұрын тез келді.",kz,3.0,real,1
Значит скоро сольют на 30.000,ru,3.0,real,0
"Звоноктың өзіне беті қатып қалады, оның несі айфон?! Байқамаса алдап жібереді.",kz,3.0,real,1
"Ну, от ювеналки ничего хорошего ждать не приходится! Но взрослому бить ребенка, это недопустимо!!!",ru,3.0,real,0
"Нормально, демалыс күндері жеткілікті екен",mixed,3.0,real,2
Жергілікті бюджеттерге қосымша кірістердің түсуі дұрыс бағыт екен,kz,3.0,real,1
Жарайсың жігіт.  Тек қана алға,kz,3.0,real,1
дикий арман деген бала кішкентай бандитың рөлін ойнап жүрген,mixed,3.0,real,2
"Уақытында келді, сапасы жақсы. Өзіме ұнады.",kz,3.0,real,1
"Почему нужно пинать власть, чтобы начала исполнять свои обещания и обязательства ?",ru,3.0,real,0
"Хороший шаг, больше рейсов будет и транзит күшейеді",mixed,3.0,real,2
"Спасибо, что предупреждают заранее, можно жоспарлап алуға болады",mixed,3.0,real,2
"Отличный ластик. Очень понравился, буду пользоваться.",ru,3.0,real,0
"Экономиканы әртараптандыру – бұл елдің экономикалық құрылымындағы бір салаға тәуелділікті төмендету, жаңа салалар мен өндірістерді дамыту арқылы ресурстарды тиімді пайдалану. Қазақстанның дәстүрлі экономикасы мұнай-газ секторы мен шикізатқа негізделгендіктен, оның құбылмалылығы мен сыртқы нарықтағы тәуекелдері жоғары.",kz,3.0,real,1
Удачи ему в дальнейшем пути,ru,3.0,real,0
Қасына подаркасымен беріп жіберіпті күшті.,kz,3.0,real,1
"Золото действительно становится важным активом! Как вы думаете, есть ли риски?",ru,3.0,real,0
Мемлекет пен бизнес арасындағы ынтымақтастықты нығайту үшін активтерді қайтару маңызды қадам. Президенттің бұл мәселеге ерекше назар аударуы елдің тұрақты дамуына үлес қосады.,kz,3.0,real,1
"Инклюзивный туризм – это вообще супер! Все должны иметь возможность посетить такие места, вне зависимости от возможностей. Жарайсыңдар!",mixed,3.0,real,2
Қазақстан мен Сербия әскери техника саласында бірігіп жұмыс жасайтын болса керемет ,kz,3.0,real,1
Зато не курят и не бухают. Здоровый образ жизни,ru,3.0,real,0
"Круто, молодцы ребята, так держать и дальше елге абырой әкелсін",mixed,3.0,real,2
Не понимаю почему не займется обустройством своей личной жизни? Зачем возвращаться в прошлое?,ru,3.0,real,0
Хорошо что не чайный сервиз,ru,3.0,real,0
"Мне ваш ответ понятен. Но подкрепления не было очень долго, кол-во жертв могло быть гораздо меньше.",ru,3.0,real,0
"Красавцы, на финал бәріміз болайық",mixed,3.0,real,2
Бір күнде біраз мәселе көтерілді енді,kz,3.0,real,1
"Хорошо что быстро справились, главное все целы",ru,3.0,real,0
Бірігу арқылы болашаққа нық сеніммен қарай аламыз,kz,3.0,real,1
"Телефон бәрі жақсы, ұнады өзіме, бірақ бонусы түспеді рахмет.",kz,3.0,real,1
"Қызмет ауысу – қалыпты нәрсе, әркім өз жолымен жүреді",kz,3.0,real,1
Чем быстрее его построят тем важнее. Самое главное что бы он уже начал работать,ru,3.0,real,0
"Всё оперативно сделали, экспорт тоқтамайды",mixed,3.0,real,2
"Обновление маслихатов через прямые выборы – это вообще топ, значит там реально будут те, кого выбрали жители. Бәрі де халық үшін жақсы болады деп сенемін👏",mixed,3.0,real,2
"Серьезный масштаб, экономика реально алға жылжиды",mixed,3.0,real,2
"Керемет, жақсы, ұнайды, ойдағыдай болды.",kz,3.0,real,1
**Құтты болсын!** ❤️🇰🇿🇷🇺 Очень хорошо✊,mixed,3.0,real,2
"Өте жақсы, рахмет, қуаныштымын алғаныма.",kz,3.0,real,1
"Телефон греется при зарядке, а так пока пойдет, теперб понял что надо покупать в официальных магазинах.",ru,3.0,real,0
"Жақсы болған екен, тыныштық болса болды",kz,3.0,real,1
"Развития нашему новому городу, Сингапурдың жолын бассын ",mixed,3.0,real,2
Почему девочка не покинула машину? Она была заперта? И не пыталась звать на помощь? Родители же были дома.,ru,3.0,real,0
"Оперативно среагировали, порядок сақтау керек қой",mixed,3.0,real,2
"Все равно қадағалап жатыр, енді бәрін тексереді",mixed,3.0,real,2
"Хорошая поддержка, с Турцией бірге болу өзімізге де тиімді",mixed,3.0,real,2
После драки кулаками не машут... Ұтылғанның сөзі қурысын! )),mixed,3.0,real,2
"Всё правильно, свой металл ішінде өңделсін",mixed,3.0,real,2
"Жақсы, халықаралық байланыс осындай кезде маңызды ғо.",kz,3.0,real,1
"Ураааа красавчик!!! Қүтты болсын!!! Здороаья Шавкату, силы, терпения , счастья",mixed,3.0,real,2
если именно на поддерживаемый проект расчитывать,ru,3.0,real,0
"Көп хейтер жазған еді, жастарға жол берсін деп.",kz,3.0,real,1
Важно дождаться официальных заявлений. Не надо поднимать волну,ru,3.0,real,0
"Дұрыс қой, сапасыз отын керек емес, ірі зауытты дамытқаны жақсы шешім",kz,3.0,real,1
"Самое обидное, что некоторые вполне здоровые, не нуждающиеся люди пытаются нажиться на таких темках. Слышал недавно была новость, что какой то шал подделал документы, и долгие годы выдавал себя за ветерана второй мировой.",ru,3.0,real,0
"Нет, видят, читают что за хищение и воровство дают сроки, снимают с должностей, конфисковывают имущество...и все равно руки тянут к чужому!",ru,3.0,real,0
"Вот это уровень, горжусь нашим спортсменом!",ru,3.0,real,0
Много шума и - ничего!,ru,3.0,real,0
С этих взять то нечего. 2 миллиона у каждого второго жителя на депозите есть.,ru,3.0,real,0
"Дружба с Европой через Сербию нормальный ход. Чем крепче связи, тем шире возможности для страны",ru,3.0,real,0
"Чехол ұнады, тез арада келді.",kz,3.0,real,1
"Динамика прям мощная, глобальный рынок раскачал бәрін",mixed,3.0,real,2
"Пусть разбираются до конца, если не виноват — анықталады",mixed,3.0,real,2
"Все по правилам сделали, людей да қарапты",mixed,3.0,real,2
Кішкене жұмыс жасаса қызып кетеді. Сапасы өте төмен.,kz,3.0,real,1
"Салфетки супер! То, что нужно, чтобы носить с собой. Продавец отправил заказ быстро, обслуживанием довольна!",ru,3.0,real,0
"Это удар по иранской оси, турки только исполняют повестку израиля и сша. Правда и здесь сша провели по усам ердогана, ввели спецназ сша в кобани и несколько военных баз",ru,3.0,real,0
"Ұлттық қауіпсіздіктен ба дейім ,солай жазылыпты",kz,3.0,real,1
"Работают по-новому, прозрачность қосып жатыр, жаңа клиенттер тартылып жатыр ғой",mixed,3.0,real,2
"Спасибо продавцу за качественный товар. Ластик качественный. Всегда такой берём. Очень быстрая доставка. Продавец еще положил подарочек. Приятно, что заботится о своих клиентах.",ru,3.0,real,0
"Жолдасыма подаркаға алдым, супер. Доставка 07. 05 деді, бірақ 05. 05і келді өте ризамын, көп рақмет.",mixed,3.0,real,2
"Поздравляем наших боксеров! Жарайсыңдар, нағыз мықтылар ғой! ",mixed,3.0,real,2
"Качествосы жақсы, без запаха, ыңғайлы кішкентай сумочкаға салғанға кішкентай балаға беріп жібергенге күшті. Сатушыға рахмет, уақытынан ерте келді, жақсы упаковкада.",kz,3.0,real,1
"Телефон жақсы. Бізге ұнады, қатып қалмайды, жақсы жұмыс жасап тұр телефон.",kz,3.0,real,1
А как же цветы жизни ,ru,3.0,real,0
"Всё правильно, соседпен жақсы қарым-қатынас әрқашан тиімді",mixed,3.0,real,2
"Так то видно, что референдум сделали максимально прозрачным и легитимным. Президент может инициировать, но и Курултай, и Правительство, и Халық Кеңесі тоже могут предлагать",mixed,3.0,real,2
Офлайн регистрация только мерч пен пицца үшін керек қой?,mixed,3.0,real,2
"Жақсы, басшылар халықпен бірге шешімге өз ықпалын қосып жатыр екен",kz,3.0,real,1
Заслуженная награда.Куаныш Султанов много сделал для страны.Құтты болсын,mixed,3.0,real,2
"Если строительство первого АЭС ойдағыдай болып жатса, думаю можно будет приступать к строительству 2,3ей станции.",mixed,3.0,real,2
"Қызыма алып бердім, өте жақсы, ризамын, доставкасы да уақтылы жасалды, рахмет!.",kz,3.0,real,1
"Иманды болсын , красивая женщина",mixed,3.0,real,2
"После 20.00 можно умереть,не надейтесь вызвать скорую, не рожать,пусть инсульт,... В течение 5лет в КЗ останется где то 15млн ,дальше ещё меньше.Спасибо министерство здравохранение за такой помощь",ru,3.0,real,0
"Важное заявление, хотелось бы видеть больше таких инициатив",ru,3.0,real,0
"Уақыты келген өзгеріс, енді ретке келеді бәрі",kz,3.0,real,1
"Сопляки пишут на авто-әр қазақ менің жалғызым. Указываю на бедолагу-накорми его, подтверди надпись. Почему то агрессия появляется",mixed,3.0,real,2
Нам лишь бы хлеба и зрелищ)),ru,3.0,real,0
"Никто по этому поводу обращаться не будет в поликлинику, потому что дискомфорт и все. Надо было сначала исследовать, а потом делать, а у нас всё через одно место",ru,3.0,real,0
"От роста добычи ресурсов народу легче не становиться, парадокс... Вместо снижения цен от роста и переизбытка добычи, наблюдается дефицит и скачок цен.",ru,3.0,real,0
Қыстың өз ережелері бар ғо. Абаймен жүрсе жақсы.,kz,3.0,real,1
"Жаксы жағдайда келді, доставка сәл кештеу келді, уйге дейін жеткізілді, ұнады.",kz,3.0,real,1
"ужасс,  өрттен зардап шеккендерге көңіл айтамыз",mixed,3.0,real,2
"Жестко взялись, порядок керек қой",mixed,3.0,real,2
ТЖМ молодцы дурыс хабар бері,mixed,3.0,real,2
Жақсы екен! Курьер тез жеткізді!.,kz,3.0,real,1
"Порядок керек, заңды бұзғандар жауап береді",mixed,3.0,real,2
"считай как хочешь, в этом и смысл писанины не с официальных акаунтов",ru,3.0,real,0
"Опять аномальная жара, кондиционер керек бәріне",mixed,3.0,real,2
Для малого бизнеса полегче болады енді,mixed,3.0,real,2
"Отличный ластик, упаковка качественная, пришло все целое.",ru,3.0,real,0
"Всё по закону идёт, активтер қайтарылып жатыр",mixed,3.0,real,2
"он же не только поэт был, журналистику да көтерген ғой",mixed,3.0,real,2
вот тебе же не лень было делать это все,ru,3.0,real,0
"Арест наложили, организатор қамауда — енді шығын қайтарылуы керек",mixed,3.0,real,2
"Молодцы ребята вы настоящие Герои, ",ru,3.0,real,0
Как же они теперь без айфонов и коллы,ru,3.0,real,0
"Өз ойыңды айтуға мүмкіндік бар екен, дұрыс қадам",kz,3.0,real,1
"Всё понятно, просто очередной фейк шығыпты",mixed,3.0,real,2
С налогами порядок будет — бизнес те ашық болады,mixed,3.0,real,2
"Красиво придумали с Днем Абая, нашу культуру байқағаны қуантады",mixed,3.0,real,2
Ұнады өте күшті уақытынан ерте келді.,kz,3.0,real,1
"круто, когда люди не сдаются и делают классные вещи несмотря ни на что",ru,3.0,real,0
"Көрісу күні — это про единство и традиции, хорошо, что поддержали.",mixed,3.0,real,2
"Хоть бы соғыс тоқтаса, халыққа азық жетсе екен",mixed,3.0,real,2
"Молодцы парни, прям вплотную к Индии барған екен",mixed,3.0,real,2
"Беру уже 2 раз, хватает надолго ещё цена тоже радует.",ru,3.0,real,0
"За 20 млн баксов + процент от билетов и трансляции , думаю майк молодец за 30 минут такую сумму поднял",ru,3.0,real,0
"Лучшие салфетки, удобные и без запаха.",ru,3.0,real,0
Ластик керемет сапада. Каспи жеткізу қызметі жоғары дәрежеде. Aлматы TOO<unk> S дүкеніне көп рақмет. Өз істеріне үлкен жауапкершілікпен қарайды.,mixed,3.0,real,2
"Бедные журналисты, до сих пор ждут не понятно чего",ru,3.0,real,0
"Где наши президенты 
Чёт көрінбейді, жазып тұратын еді",mixed,3.0,real,2
"Токаев пен Си Цзиньпиннің кездесуінде маңызды межпартийных, межгосударственных, межведомственных және коммерциялық келісімдерге қол қойылды.",mixed,3.0,real,2
Еліміздің қауіпсіздігі басты орында. Сол үшінде ТМД-ның қауіпсіздіктегі ынтымақтастығын одан әрі нығайып жатқаны үшін қуаныштымын.,kz,3.0,real,1
"Для ОДКБ сейчас важна адаптация к новым условиям, поэтому расширенные заседания помогают согласовать позиции всех участников и уточнить механизмы совместной работы.",ru,3.0,real,0
29.59 ға децін болып қалармыз,kz,3.0,real,1
"Говорят,что всюду уже так-же .,зеки они и есть зеки.",ru,3.0,real,0
Бір күнде 36 документке қол қою оңай емес енді,kz,3.0,real,1
"Маған ұнады, сапасы да келуі де жақсы әрі тез.",kz,3.0,real,1
"Внешка маңызды, басқа елдермен жақсы араласу керек",kz,3.0,real,1
"Представить не могу, как люди такое творят",ru,3.0,real,0
"Бұл жыл Қазақстанның өзгерістерге бейімделіп қана қоймай, жаңа даму траекториясын қалыптастыра бастағанын көрсетті.",kz,3.0,real,1
Потому что?! Одна голова хороша а две лучше,ru,3.0,real,0
"Телефоном очень довольна! Продавец молодец, позвонил мне предварительно, чтоб предупредить, что телефон работает с двумя симками. Доставка тоже пришла вовремя. В общем все супер!",ru,3.0,real,0
Очень классно за такую цену.,ru,3.0,real,0
"Действительно не было ли хоть одного нормального мужика? Когда самолёт атаковал башни близнецов, говорят там тупо ножом угрожали, төрт адамды любой жерде қайыстыруға болады ғой",mixed,3.0,real,2
"Президент сам процесс бақылап отырғаны жақсы, жауапкершілік бар екенін көрсетеді",mixed,3.0,real,2
тыныштық керек енді. соғыс болмасын. ,kz,3.0,real,1
"Взаимодействие с Китаем для России сейчас реально важно, экономически и саяси жағынан да плюсы бар",mixed,3.0,real,2
Короче в целом может быть хуже время покажет,ru,3.0,real,0
В такие вещи надо просто верить,ru,3.0,real,0
"Джиги всем ассалаумауғалейкум,у кого желание есть вступить в команду разработчиков,будем вместе винить хакатоны,мутить стартапы .
Нужны все вообще фронт,бек,дизайнеры",mixed,3.0,real,2
"Жаңа ережелер керек еді, бәрі уақтында шықты",kz,3.0,real,1
Еще говорят тенге не зависит от рубля…,ru,3.0,real,0
Өте жақсы. Жылдам. Камерасы бәрі сапалы түсіреді. Кеңес беремін. Өкінбейсіңдер.,kz,3.0,real,1
Мошенники детей скоро будут вербовать ,ru,3.0,real,0
В данный момент идет такое ограничение в Великобритании. Там даже ножницы детские нельзя купить до 18 лет. Т.е. относительно студент не может такое себе приобрести без опекуна или родителей.,ru,3.0,real,0
Купила  подарок дочке  ей очень понравлась .,ru,3.0,real,0
"Молодец Абиба, мықты нәтиже показала",mixed,3.0,real,2
Өте жақсы ұнады рақмет сіздерге.,kz,3.0,real,1
"В свое время именно в Минске был подписан договор о создании СНГ, а теперь будущее ЕАЭС. История как бы замыкается.",ru,3.0,real,0
"Ну можно на егов посмотреть, там тоже есть",ru,3.0,real,0
Саммитке елімізге келгеніне алғысымыз шексіз,kz,3.0,real,1
"Товар мен ойлағаннан да жақсы болып шықты, рақмет Каспи магазин. Алдағы уақытта тағы беремін. Бәріне кеңес беремін, алыңыздар!.",kz,3.0,real,1
"Жалпы, Қазақстан үшін президенттік басқару ең тиімді болып көрінеді. Әрине, егер уақыт өте өзгерістер қажет болса, оны халық шешуі керек. Бірақ қазір бәрі жақсы бағытта келе жатыр",kz,3.0,real,1
"Интересно конечно, но факт вообще расталған жоқ",mixed,3.0,real,2
Өте жақсы салфеткалар. Маған ұнады. Ішінде призентик сабыны бар. Очень приятно.,mixed,3.0,real,2
"мне нужны фулл стак , фронтенд и бекенд девелоперы",ru,3.0,real,0
"Это те, которые ещё при союзе строили? Их было 3. Потом народ возмущаться будет,  что рушим то, что союз построил.",ru,3.0,real,0
"А вообще, какое дело до накоплений, которые мы заработали?",ru,3.0,real,0
уақытында қолға алған жақсы нәрсе,kz,3.0,real,1
Заказға берген товар келді. Ойдағыдай. Көп рахмет.,kz,3.0,real,1
Қандай өзгерістер орын алды екен,kz,3.0,real,1
" Осы күн тек бір сәттік құттықтаумен шектелмесін. Әйел адамдарға жыл бойы құрмет көрсетіп, алғыс айтуды ұмытпайық!",kz,3.0,real,1
"Знаю много мужчин, где именно жены оттяпов имущество живут припеваючи, а мужчины на улице на трёх работах, только на долги работают. И у них нет просвета. И это в основном трудяги, қарапайым ер кісілер.",mixed,3.0,real,2
Вы уверены что он себе в карман положил этот ярд?,ru,3.0,real,0
Когда в США кризис они начинают войну чужими руками всегда так было Иран Китай Югославия и добрались до России. Енді не стимиз и все в таком приказом тоне(интересно закончат потом с кем начнут,mixed,3.0,real,2
"Есть журналисты, как музыканты, художники и не важно какого они пола! А вот Собчак именно журналистка- скандалистка",ru,3.0,real,0
енді новичок деп тұр ғо,mixed,3.0,real,2
Дұрыс болды ақсақалдар пенсияда демалсын.,kz,3.0,real,1
А так очистился бы и в раю,ru,3.0,real,0
"в е салық этот же доход будет указан как наличный, если я еще через пей такую сумму приму, то двойной налог не будет?",mixed,3.0,real,2
"Связались с соседями, бәрін бақылауда ұстап отыр",mixed,3.0,real,2
"Құтты болсын Руся, удачи тебе",mixed,3.0,real,2
"Главное, диалог үзілмей тұр ғой",mixed,3.0,real,2
"Вы полагаете, что это единоразовая взятка. С предпринимателей регулярно дань снимают. А здесь, скорее всего, свои же и подставили.",ru,3.0,real,0
Барлық мемлекеттік қызметкерлер осы адамдай болса ғой шіркін,kz,3.0,real,1
"Тәжірибесі бар адам сияқты, дұрыс шешім болған екен",kz,3.0,real,1
"Тауарым өте тез жетті, рақмет, сәттілік істепіңе.",kz,3.0,real,1
Уақытында келді. Қызыма қаптатып алып қойдым.,kz,3.0,real,1
"Супер ластик, спасибо за доставку.",ru,3.0,real,0
"Доставили вовремя. Телефон отличный, цена приемлемая. Спасибо всем.",ru,3.0,real,0
"Күшті әрі ыңғайлы. Каждый раз осыны алам, ішінде мини 8 шт болады.",mixed,3.0,real,2
"Мұндай қадам цифрландыру саласындағы шешімдердің стратегиялық тұрғыда қабылдануына, әр жобаның маңыздылығы мен тиімділігінің сарапталуына мүмкіндік береді.",kz,3.0,real,1
"Удачи ему,у них тоже кстати флаг очень красивый оказывается",ru,3.0,real,0
"Жарайсыңдар балалар! Жеңістерін құтты болсын! Хочется сказать нытикам,и диванным критикам,не сразу все строилось и наука Казахстана в том числе. Эти дети завтра будут гордостью нашей науки. А вы и дальше будете ныть и сидеть на диване.",mixed,3.0,real,2
"Работают ребята, малышу шұғыл көмек жетті",mixed,3.0,real,2
"Бесплатно деп,адамдарды ұрлап жатқан жоқпа?",mixed,3.0,real,2
Қауіпсіздік бірінші орында ғой. Тыныштық керек бәріне.,kz,3.0,real,1
Елде бәрі тату тұрғаны жақсы ғой,kz,3.0,real,1
"Поздравил и Казахстан, и соседние страны — это про уважение и единство региона. Әр елге арнайы құттықтау жолдағаны қуантады 👍",mixed,3.0,real,2
"Фейкпен күресу керек, дұрыс айтты",kz,3.0,real,1
"Полезная инфа, сейчас аферистов реально көп",mixed,3.0,real,2
"Тауарды уақытында алдым, күшті болып келді,.",kz,3.0,real,1
Работая удаленно можно и в Кз хорошо жить,ru,3.0,real,0
"Вечная память и Вечная слава Героям павших на боях сражения против фашизма!!! Люди которых не сломил страх!!! Аллах тағалам сіздерге жаннаттың төрінен орын берсін, әумін",mixed,3.0,real,2
"Астана сегодня прям қызыққа толы екен, бір жағынан Наурыз мейрамы, с другой стороны спорттағы жеңісіміз қуантады. Ал ауа райы, как всегда, на свой вкус — біресе қар, біресе күн шығып тұр!",mixed,3.0,real,2
"Без бумаги проще, все равно онлайнға үйрендік уже",mixed,3.0,real,2
"уақытында келісім болса, нарыққа да тыныштық керек",kz,3.0,real,1
"Стерки хорошие, берём постоянно, не оставляют грязи в тетради.",ru,3.0,real,0
Онбаған адам екен істегенін жігітше мойындау керекғой,kz,3.0,real,1
"Тауарды жеткізушілерге рақмет. Жалпы жаман емес, бірақ қуаттағанда қызады.",kz,3.0,real,1
"КТЖ-на осындай айыппұл керек-ақ еді, дұрыс шешім сияқты",kz,3.0,real,1
"Почему не сравниваете со ставками европы и америки, любители сравнивания",ru,3.0,real,0
Бұл жақсы жаңалық екен. Экономикаға пайдасы тиер сияқты.,kz,3.0,real,1
"Улкен Рахмет . Телефон оригинал , убедился",mixed,3.0,real,2
"Ең сапалы, оширгіш жақсы істейді.",kz,3.0,real,1
"Видно, что госорганы реально вмешиваются, люди ақысын алып жатыр",mixed,3.0,real,2
Жалған ақпарат тарату бойынша жазаны қатаңдату керек сияқты,kz,3.0,real,1
"Әрқашан осы салфеткаларды қолданамын, өте ыңғайлы, заказым тез жеткізілді, рахмет!",kz,3.0,real,1
"Погода вообще не щадит, абай болыңдар",mixed,3.0,real,2
"Разберутся, полиция бәрін қарап жатыр",mixed,3.0,real,2
"Рахмет сіздерге, тез жетті. Сапасы жақсы екен.",kz,3.0,real,1
"Евразиялық кеңесте өзіміздің мүдде айтылса, пайдасы тиеді",kz,3.0,real,1
"Отличный ластик! Стирает чисто и аккуратно, не размазывает карандаш и не оставляет тёмных следов на бумаге.",ru,3.0,real,0
Қызыма туған күніне алып бердік. Қатты ұнатты.,kz,3.0,real,1
"Мен негізі көп ойланып, продавецтердің отзывтарын көп оқып, заказ бердім. BestBuyStore дүкеніне рахмет, олардың тез салуы арқасында заказ тез келді. Уже 2 апта өтті, жақсы жұмыс жасап тұр. Камерасы от.",kz,3.0,real,1
"Финансовая поддержка, скидки, льготы эт нам надо ",ru,3.0,real,0
"Иманды болсын, жаны жәннатта болсын",kz,3.0,real,1
"Матасы жұмсақ, жастарға жақсы. Сыйлыққа алдым. Ұнайды деген ойдамын.",kz,3.0,real,1
Бәріңе Сәлем. Есть ли разработчики смарт контрактов ? Пишите сюда. Рад знакомству с единомышленниками.,mixed,3.0,real,2
И ещё доля местного содержания в товарах не 100 % наше,ru,3.0,real,0
"Таңертен тұман болды 2 күн қатарынан, яғни түнде темп. түскен деген сөз",kz,3.0,real,1
"Отличная игра, настоящие профессионалы. Победы нашим спортсменам ",ru,3.0,real,0
Бәрі асықпай қалпына келіп жатыр,kz,3.0,real,1
"Елге пайдалы жоба екен, ашықтық пен қауіпсіздікті арттырады",kz,3.0,real,1
"Дұрыс, бастысы елшілік қарап отыр, азаматтарымыз аман болсын",kz,3.0,real,1
"Өте күшті, қалай келді, сразу қолданып бастадым.",kz,3.0,real,1
"Значит пенсия должна была быть увеличена не на 9% , а на 11,8%",ru,3.0,real,0
"Ораза қабыл болсын, и пусть мир во всем мире будет не просто словами",mixed,3.0,real,2
батыс түрік қағанаты құрылған жылы Алмас деген батырдың жылқысының есімі,kz,3.0,real,1
"Поздно пить Боржоми, когда печень отвалилась,  все персональные данные уже проданы направо и налево",ru,3.0,real,0
"Сторка отличная. Хорошо стирает. Спасибо большое, выручили!",ru,3.0,real,0
"Өте керемет салфетка, постоянно аламыз, бағасы тиімді.",mixed,3.0,real,2
"Өз уақытымен кетті, рахмет за работу",mixed,3.0,real,2
"Как??? Там работают не люди??? Может казнить надо руководство дед дома, чтобы примерном для других",ru,3.0,real,0
Мәдени және тарихи байланыстар екі ел арасындағы достықты күшейтеді,kz,3.0,real,1
"Деньги остались при себе, бухгалтер на 7лет. Нормально",ru,3.0,real,0
